Name,Year,Conference,points,points_avg,fg_made,fg_attempted,fg_pct,ft_made,ft_attempted,ft_pct,threefg_made,threefg_attempted,threefg_pct,rebounds_total,rebounds_total_avg,rebounds_offensive,rebounds_offensive_avg,rebounds_defensive,rebounds_defensive_avg,assists,assists_avg,assist_turnover_ratio,assist_pct,turnovers,turnovers_avg,turnover_pct,steals,steals_avg,steal_pct,blocks,blocks_avg,block_pct,fouls,fouls_avg,dqs,possessions,possessions_avg,points_possession_avg,floor_pct,efficiency,effective_fg_pct,true_shooting_pct,ft_rate_pct,fg_dist_pct,Seeds,Game Region,Game ID,Unique Game ID,Round 1 game score,R1 Class 1=win
Arkansas,2006 2007,SEC,2487,71.1,881,1910,46.1,513,730,70.3,212,613,34.6,1234,35.3,392,11.2,842,24.1,521,14.9,1,59.1,532,15.2,22.3,240,6.9,10,221,6.3,11,611,17.5,12,2383,68.1,1,52.1,104.4,51.6,55.1,38.2,70.8,12,East,E3,2007E3,60,0
USC,2006 2007,Pac 12,2656,71.8,946,1988,47.6,557,779,71.5,207,523,39.6,1277,34.5,349,9.4,928,25.1,472,12.8,0.9,49.8,540,14.6,21.1,206,5.6,8,148,4,6.7,659,17.8,19,2553,69,1,51.2,104,52.7,56.3,39.1,71.2,5,East,E3,2007E3,77,1
New Mexico State,2006 2007,WAC,2652,78,906,1890,47.9,641,975,65.7,199,513,38.8,1285,37.8,459,13.5,826,24.3,472,13.9,0.8,52,573,16.9,23.2,242,7.1,9.8,94,2.8,4.8,698,20.5,16,2466,72.5,1.1,55.4,107.5,53.2,56.3,51.5,68.3,13,East,E4,2007E4,67,0
Texas,2006 2007,Big 12,2860,81.7,963,2164,44.5,626,850,73.6,308,792,38.9,1391,39.7,482,13.8,909,26,479,13.7,1.1,49.7,434,12.4,17.2,262,7.5,10.4,197,5.6,9,611,17.5,12,2518,69.9,1.1,55.6,113.6,51.6,55.6,39.2,67.3,4,East,E4,2007E4,79,1
Oral Roberts,2006 2007,Mid-Continent,2440,71.8,824,1767,46.6,588,827,71.1,204,565,36.1,1204,35.4,372,10.9,832,24.5,459,13.5,0.9,55.7,513,15.1,22.2,212,6.2,9.2,154,4.5,8,601,17.7,22,2301,67.7,1.1,52.4,106,52.4,56.4,46.8,67.5,14,East,E5,2007E5,54,0
Washington State,2006 2007,Pac 12,2273,66.9,826,1777,46.5,425,593,71.7,196,527,37.2,1044,30.7,271,8,773,22.7,472,13.9,1.3,57.1,355,10.4,16.5,226,6.6,10.5,155,4.6,8.8,552,16.2,9,2146,63.1,1.1,51.4,105.9,51.9,55.2,33.3,72.6,3,East,E5,2007E5,70,1
George Washington,2006 2007,A-10,2247,70.2,824,1799,45.8,428,611,70,171,465,36.8,1090,34.1,389,12.2,701,21.9,462,14.4,1,56,444,13.9,20.7,292,9.1,13.6,142,4.4,8.4,601,18.8,10,2140,66.9,1.1,54,105,50.5,53.7,33.9,73.3,11,East,E6,2007E6,44,0
Vanderbilt,2006 2007,SEC,2594,76.3,904,1984,45.6,469,643,72.9,317,843,37.6,1146,33.7,346,10.2,800,23.5,578,17,1.4,63.9,422,12.4,17.7,257,7.6,10.8,93,2.7,4.7,583,17.1,12,2374,69.8,1.1,51.9,109.3,53.5,56.6,32.4,69.6,6,East,E6,2007E6,77,1
Texas Tech,2006 2007,Big 12,2437,71.7,842,1858,45.3,545,737,73.9,208,505,41.2,1042,30.6,321,9.4,721,21.2,452,13.3,1.1,53.6,396,11.6,17.3,231,6.8,10.1,62,1.8,3.2,591,17.4,16,2287,67.3,1.1,51.5,106.6,50.9,55.1,39.6,69.1,10,East,E7,2007E7,75,0
Boston College,2006 2007,ACC,2453,74.3,842,1762,47.8,573,791,72.4,196,562,34.9,1142,34.6,394,11.9,748,22.7,483,14.6,1.1,57.3,455,13.8,20.7,188,5.7,8.5,191,5.8,9.5,504,15.3,10,2191,66.4,1.1,55.7,112,53.3,57.3,44.8,68.6,7,East,E7,2007E7,84,1
Belmont,2006 2007,Atlantic Sun,2390,72.4,848,1836,46.2,406,587,69.2,288,811,35.5,1228,37.2,373,11.3,855,25.9,513,15.5,1,60.4,528,16,23.3,201,6.1,8.8,105,3.2,5.5,603,18.3,10,2265,68.6,1.1,51.6,105.5,54,56.5,31.9,70.9,15,East,E8,2007E8,55,0
Georgetown,2006 2007,Big East,2555,69.1,923,1826,50.5,474,667,71.1,235,635,37,1250,33.8,409,11.1,841,22.7,545,14.7,1.1,59,497,13.4,22.2,192,5.2,8.6,189,5.1,9.7,609,16.5,14,2231,60.3,1.1,57.3,114.5,56.9,59.6,36.5,72.2,2,East,E8,2007E8,80,1
Jackson State,2006 2007,SWAC,2490,71.1,878,2107,41.7,540,759,71.1,194,620,31.3,1250,35.7,470,13.4,780,22.3,469,13.4,0.9,53.4,537,15.3,21.1,289,8.3,11.3,107,3.1,5.3,724,20.7,10,2536,72.5,1,50.9,98.2,46.2,50.4,36,70.5,16,Midwest,MW1,2007MW1,69,0
Florida,2006 2007,SEC,3193,79.8,1125,2138,52.6,646,936,69,297,727,40.9,1504,37.6,447,11.2,1057,26.4,614,15.4,1.1,54.5,565,14.1,20.9,266,6.7,9.8,194,4.9,8.4,626,15.7,6,2696,67.4,1.2,58.1,118.4,59.5,61.8,43.7,70.4,1,Midwest,MW1,2007MW1,112,1
Arizona,2006 2007,Pac 12,2417,78,846,1770,47.8,553,737,75,172,505,34.1,1158,37.4,380,12.3,778,25.1,502,16.2,1.2,59.3,429,13.8,19.8,186,6,8.6,103,3.3,5.2,425,13.7,8,2162,69.7,1.1,55.7,111.8,52.6,57,41.6,70,8,Midwest,MW2,2007MW2,63,0
Purdue,2006 2007,Big Ten,2376,69.9,843,1834,46,471,695,67.8,219,614,35.7,1121,33,388,11.4,733,21.6,465,13.7,1,55.1,475,14,21,270,7.9,11.9,89,2.6,5,672,19.8,10,2258,66.4,1.1,53.3,105.2,51.9,54.8,37.8,70.9,9,Midwest,MW2,2007MW2,72,1
Old Dominion,2006 2007,CAA,2290,69.4,788,1828,43.1,479,663,72.2,235,678,34.7,1208,36.6,400,12.1,808,24.5,483,14.6,1.2,61.2,406,12.3,18.8,252,7.6,11.6,113,3.4,6.5,620,18.8,10,2158,65.4,1.1,53.1,106.1,49.5,53.4,36.2,68.8,12,Midwest,MW3,2007MW3,46,0
Butler,2006 2007,Horizon,2434,67.6,780,1792,43.5,553,728,76,321,871,36.9,1068,29.7,326,9.1,742,20.6,437,12.1,1.3,56,341,9.5,15.8,195,5.4,9,64,1.8,3.7,687,19.1,16,2154,59.8,1.1,51.8,113,52.4,56.9,40.6,64,5,Midwest,MW3,2007MW3,57,1
Davidson,2006 2007,SoCon,2765,81.3,969,2157,44.9,499,663,75.3,328,888,36.9,1378,40.5,465,13.7,913,26.9,559,16.4,1.1,57.6,495,14.6,19.8,272,8,10.8,91,2.7,4.6,602,17.7,17,2496,73.4,1.1,54,110.8,52.5,55.9,30.7,70,13,Midwest,MW4,2007MW4,70,0
Maryland,2006 2007,ACC,2685,79,971,2032,47.8,547,787,69.5,196,509,38.5,1325,39,437,12.9,888,26.1,587,17.3,1.1,60.4,544,16,21.7,253,7.4,10.1,233,6.9,11,611,18,12,2503,73.6,1.1,54.6,107.3,52.6,55.8,38.7,72.3,4,Midwest,MW4,2007MW4,82,1
Miami (OH),2006 2007,MAC,1962,59.5,720,1565,46,353,498,70.9,169,508,33.3,998,30.2,260,7.9,738,22.4,421,12.8,1,58.4,434,13.2,22,187,5.7,9.4,135,4.1,8.1,560,17,8,1969,59.7,1,49,99.6,51.4,54.4,31.8,73.3,14,Midwest,MW5,2007MW5,56,0
Oregon,2006 2007,Pac 12,2807,75.9,963,2131,45.2,531,698,76.1,350,897,39,1273,34.4,432,11.7,841,22.7,513,13.9,1.1,53.2,461,12.5,18.4,254,6.9,10.1,74,2,3.5,604,16.3,12,2499,67.5,1.1,53.8,112.3,53.4,56.9,32.7,68.6,3,Midwest,MW5,2007MW5,58,1
Notre Dame,2006 2007,Big East,2592,81,869,1893,45.9,567,763,74.3,287,735,39,1230,38.4,405,12.7,825,25.8,552,17.3,1.3,63.5,414,12.9,18.3,271,8.5,11.9,110,3.4,5.8,582,18.2,10,2260,70.6,1.1,55.2,114.7,53.4,57.4,40.3,67,6,Midwest,MW6,2007MW6,64,0
Winthrop,2006 2007,Big South,2545,74.9,923,1935,47.7,421,674,62.5,278,773,36,1279,37.6,422,12.4,857,25.2,567,16.7,1.3,61.4,445,13.1,19.5,268,7.9,11.7,126,3.7,6.9,583,17.1,6,2276,66.9,1.1,56.5,111.8,54.8,56.4,34.8,72.5,11,Midwest,MW6,2007MW6,74,1
Georgia Tech,2006 2007,ACC,2515,78.6,935,1909,49,444,652,68.1,201,540,37.2,1166,36.4,445,13.9,721,22.5,491,15.3,1,52.5,503,15.7,22.1,316,9.9,13.9,114,3.6,6.6,665,20.8,14,2266,70.8,1.1,57.2,111,54.2,56.6,34.1,74.3,10,Midwest,MW7,2007MW7,63,0
UNLV,2006 2007,Mountain West,2772,74.9,979,2202,44.5,525,733,71.6,289,802,36,1293,34.9,460,12.4,833,22.5,548,14.8,1.3,55.9,410,11.1,16.4,289,7.8,11.5,197,5.3,9.6,670,18.1,9,2497,67.5,1.1,55,111,51,54.3,33.2,70.6,7,Midwest,MW7,2007MW7,67,1
Texas A&M-Corpus Christi,2006 2007,Southland,2615,79.2,912,1747,52.2,599,847,70.7,192,478,40.2,1173,35.5,374,11.3,799,24.2,595,18,1.1,65.2,537,16.3,23.2,257,7.8,11.1,95,2.9,5.2,631,19.1,10,2313,70.1,1.1,56.3,113.1,57.6,60.8,48.4,69.7,15,Midwest,MW8,2007MW8,63,0
Wisconsin,2006 2007,Big Ten,2527,70.2,867,1886,46,583,848,68.8,210,597,35.2,1258,34.9,404,11.2,854,23.7,494,13.7,1.2,56.9,407,11.3,17.7,207,5.8,9,116,3.2,6.1,550,15.3,2,2291,63.6,1.1,55.4,110.3,51.5,55.2,44.9,68.6,2,Midwest,MW8,2007MW8,76,1
Central Connecticut State,2006 2007,NEC,2344,68.9,790,1822,43.4,502,688,73,262,688,38.1,1180,34.7,401,11.8,779,22.9,424,12.5,0.9,53.6,481,14.1,21.5,204,6,9.1,115,3.4,6.1,544,16,7,2231,65.6,1.1,51.7,105.1,50.5,54.5,37.7,67.4,16,South,S1,2007S1,57,0
Ohio State,2006 2007,Big Ten,2905,74.5,1029,2178,47.2,560,797,70.3,287,794,36.1,1390,35.6,433,11.1,957,24.5,583,14.9,1.3,56.6,443,11.4,17.2,265,6.8,10.3,218,5.6,9.7,534,13.7,4,2563,65.7,1.1,55.7,113.3,53.8,56.8,36.5,70.8,1,South,S1,2007S1,78,1
Brigham Young,2006 2007,Mountain West,2654,78.1,972,1981,49.1,454,688,66,256,617,41.5,1273,37.4,414,12.2,859,25.3,542,15.9,1.2,55.7,456,13.4,19.3,205,6,8.6,118,3.5,6.1,662,19.5,13,2358,69.4,1.1,56.8,112.6,55.5,57.5,34.7,73.2,8,South,S2,2007S2,77,0
Xavier,2006 2007,A-10,2595,76.3,849,1784,47.6,628,847,74.1,269,689,39,1147,33.7,367,10.8,780,22.9,508,14.9,1.2,59.8,431,12.7,19,191,5.6,8.4,119,3.5,6.2,603,17.7,8,2263,66.6,1.1,54.8,114.7,55.1,59.3,47.4,65.4,9,South,S2,2007S2,79,1
Long Beach State,2006 2007,Big West,2575,80.5,906,1994,45.4,490,698,70.2,273,728,37.5,1171,36.6,410,12.8,761,23.8,454,14.2,1,50.1,445,13.9,18.9,237,7.4,10,91,2.8,4.7,560,17.5,7,2354,73.6,1.1,53.9,109.4,52.2,55.3,35,70.3,12,South,S3,2007S3,86,0
Tennessee,2006 2007,SEC,2831,80.9,981,2189,44.8,542,830,65.3,327,896,36.5,1254,35.8,473,13.5,781,22.3,546,15.6,1.1,55.6,496,14.2,19,336,9.6,12.9,108,3.1,5.4,703,20.1,10,2600,74.3,1.1,54.1,108.9,52.2,54.7,37.9,69.3,5,South,S3,2007S3,121,1
Albany,2006 2007,America East,2241,67.9,798,1762,45.3,418,579,72.2,227,607,37.4,1112,33.7,364,11,748,22.7,436,13.2,1,54.6,437,13.2,20.5,191,5.8,8.9,82,2.5,4.8,634,19.2,18,2124,64.4,1.1,52.8,105.5,51.7,55,32.8,71.2,13,South,S4,2007S4,57,0
Virginia,2006 2007,ACC,2463,77,812,1860,43.7,582,784,74.2,257,706,36.4,1248,39,422,13.2,826,25.8,412,12.9,0.9,50.7,437,13.7,19.3,149,4.7,6.5,103,3.2,5.3,641,20,9,2260,70.6,1.1,53.7,109,50.5,55.1,42.1,65.9,4,South,S4,2007S4,84,1
Pennsylvania,2006 2007,Ivy League,2297,74.1,836,1712,48.8,437,658,66.4,188,520,36.2,1024,33,324,10.5,700,22.6,539,17.4,1.2,64.4,433,14,20.3,263,8.5,12.3,92,3,5.4,572,18.5,10,2131,68.7,1.1,54,107.8,54.3,56.7,38.4,72.7,14,South,S5,2007S5,52,0
Texas A&M,2006 2007,Big 12,2570,75.6,908,1823,49.8,539,753,71.6,215,510,42.2,1209,35.6,345,10.1,864,25.4,591,17.4,1.4,65,415,12.2,18.4,224,6.6,9.9,111,3.3,6.1,661,19.4,22,2250,66.2,1.1,55.9,114.2,55.7,58.9,41.3,70.6,3,South,S5,2007S5,68,1
Stanford,2006 2007,Pac 12,2156,69.5,778,1738,44.8,426,625,68.2,174,499,34.9,1193,38.5,395,12.7,798,25.7,460,14.8,1,59.1,459,14.8,21.8,144,4.6,6.8,184,5.9,10.3,570,18.4,10,2099,67.7,1,53.3,102.7,49.7,52.9,35.9,72.1,11,South,S6,2007S6,58,0
Louisville,2006 2007,Big East,2433,71.6,845,1946,43.4,493,727,67.8,250,751,33.3,1249,36.7,456,13.4,793,23.3,495,14.6,1.1,58.5,434,12.8,19.1,251,7.4,11.1,144,4.2,8.1,697,20.5,16,2261,66.5,1.1,54.6,107.6,49.8,53,37.3,69.4,6,South,S6,2007S6,78,1
Creighton,2006 2007,Missouri Valley,2220,67.3,740,1662,44.5,535,710,75.4,205,607,33.8,1080,32.7,340,10.3,740,22.4,441,13.4,1.1,59.5,417,12.6,20,210,6.4,10,83,2.5,4.8,551,16.7,7,2080,63,1.1,51.9,106.7,50.6,55.5,42.7,66.6,10,South,S7,2007S7,71,0
Nevada,2006 2007,WAC,2632,77.4,949,1961,48.4,481,636,75.6,253,623,40.6,1300,38.2,399,11.7,901,26.5,569,16.7,1.3,59.9,451,13.3,19.3,183,5.4,7.8,148,4.4,7.1,571,16.8,6,2326,68.4,1.1,55.8,113.2,54.8,58.1,32.4,72.1,7,South,S7,2007S7,77,1
North Texas,2006 2007,Sun Belt,2617,77,926,2030,45.6,539,821,65.7,226,610,37,1356,39.9,484,14.2,872,25.6,430,12.6,0.8,46.4,537,15.8,21.7,224,6.6,9,151,4.4,7.7,689,20.3,20,2474,72.8,1.1,54.9,105.8,51.1,54,40.4,70.7,15,South,S8,2007S8,58,0
Memphis,2006 2007,C-USA,2918,78.9,1024,2249,45.5,592,953,62.1,278,792,35.1,1468,39.7,550,14.9,918,24.8,537,14.5,1.1,52.4,493,13.3,18.7,344,9.3,13,217,5.9,10.7,731,19.8,16,2635,71.2,1.1,57.4,110.7,51.7,54,42.3,70.1,2,South,S8,2007S8,73,1
Niagara,2006 2007,MAAC,2654,75.8,889,2125,41.8,602,824,73.1,274,799,34.3,1342,38.3,517,14.8,825,23.6,467,13.3,1,52.5,473,13.5,19,224,6.4,9,55,1.6,2.6,607,17.3,12,2477,70.8,1.1,54.1,107.1,48.2,52.7,38.7,66.9,16,West,W1,2007W1,67,0
Kansas,2006 2007,Big 12,2978,78.4,1106,2241,49.4,535,811,66,231,584,39.6,1507,39.7,486,12.8,1021,26.9,651,17.1,1.2,58.8,539,14.2,20.1,350,9.2,13,246,6.5,11.5,716,18.8,6,2674,70.4,1.1,57.2,111.4,54.5,56.6,36.1,74.2,1,West,W1,2007W1,107,1
Villanova,2006 2007,Big East,2392,72.5,775,1827,42.4,594,761,78.1,248,704,35.2,1197,36.3,438,13.3,759,23,419,12.7,0.9,54,450,13.6,20.4,267,8.1,12.1,107,3.2,6.2,641,19.4,24,2203,66.8,1.1,53.2,108.6,49.2,54.6,41.6,64.7,9,West,W2,2007W2,58,0
Kentucky,2006 2007,SEC,2496,73.4,890,1868,47.6,485,690,70.3,231,650,35.5,1235,36.3,370,10.9,865,25.4,537,15.8,1.1,60.3,493,14.5,21.2,201,5.9,8.6,161,4.7,7.8,547,16.1,4,2321,68.3,1.1,53.3,107.5,53.8,56.8,36.9,71.3,8,West,W2,2007W2,67,1
Illinois,2006 2007,Big Ten,2245,64.1,790,1830,43.2,424,680,62.4,241,691,34.9,1231,35.2,437,12.5,794,22.7,488,13.9,1,61.7,491,14,22.2,205,5.9,9.3,99,2.8,5.7,603,17.2,12,2204,63,1,52.8,101.9,49.7,52.1,37.1,70.3,12,West,W3,2007W3,52,0
Virginia Tech,2006 2007,ACC,2430,71.5,886,1894,46.8,493,747,66,163,449,36.3,1131,33.3,366,10.8,765,22.5,449,13.2,1.2,50.6,371,10.9,16.4,285,8.4,12.6,159,4.7,8.7,617,18.1,20,2258,66.4,1.1,55.2,107.6,51,54,39.4,72.9,5,West,W3,2007W3,54,1
Holy Cross,2006 2007,Patriot,2171,63.9,738,1695,43.5,504,687,73.4,191,544,35.1,1091,32.1,386,11.4,705,20.7,463,13.6,0.9,62.7,521,15.3,24.2,324,9.5,15,123,3.6,7.7,621,18.3,16,2152,63.3,1,50.7,100.9,49.1,53.7,40.5,67.9,13,West,W4,2007W4,51,0
Southern Illinois,2006 2007,Missouri Valley,2266,62.9,762,1702,44.8,518,748,69.3,224,612,36.6,1076,29.9,346,9.6,730,20.3,414,11.5,0.8,54.3,504,14,22.8,237,6.6,10.7,116,3.2,7.4,733,20.4,17,2207,61.3,1,50.2,102.7,51.3,55,43.9,67.2,4,West,W4,2007W4,61,1
Wright State,2006 2007,Horizon,2125,64.4,766,1750,43.8,413,564,73.2,180,519,34.7,1060,32.1,334,10.1,726,22,402,12.2,1,52.4,400,12.1,19.2,196,5.9,9.4,50,1.5,2.9,574,17.4,10,2082,63.1,1,51.1,102.1,48.9,52.6,32.2,72,14,West,W5,2007W5,58,0
Pittsburgh,2006 2007,Big East,2637,71.3,961,2035,47.2,486,735,66.1,229,599,38.2,1329,35.9,445,12,884,23.9,647,17.5,1.5,67.3,441,11.9,18.5,194,5.2,8.1,133,3.6,6.5,612,16.5,9,2376,64.2,1.1,56.7,111,52.8,55.3,36.1,72.8,3,West,W5,2007W5,79,1
Duke,2006 2007,ACC,2323,70.4,822,1754,46.9,481,698,68.9,198,520,38.1,1165,35.3,379,11.5,786,23.8,433,13.1,0.9,52.6,509,15.4,22.9,241,7.3,10.8,157,4.8,8.6,577,17.5,13,2215,67.1,1,53,104.9,52.5,55.6,39.7,70.7,6,West,W6,2007W6,77,0
Virginia Commonwealth,2006 2007,CAA,2626,75,901,1971,45.7,580,797,72.8,244,609,40.1,1165,33.3,427,12.2,738,21.1,475,13.6,1.2,52.7,394,11.3,16.9,268,7.7,11.5,106,3,5.8,643,18.4,6,2328,66.5,1.1,56.1,112.8,51.9,55.8,40.4,68.6,11,West,W6,2007W6,79,1
Gonzaga,2006 2007,West Coast,2668,78.5,933,1932,48.3,572,762,75.1,230,583,39.5,1271,37.4,353,10.4,918,27,492,14.5,1,52.7,473,13.9,19.5,212,6.2,8.7,123,3.6,6.1,654,19.2,15,2418,71.1,1.1,53.4,110.3,54.2,58.1,39.4,69.9,10,West,W7,2007W7,57,0
Indiana,2006 2007,Big Ten,2246,70.2,783,1755,44.6,428,603,71,252,661,38.1,1082,33.8,375,11.7,707,22.1,424,13.3,1.1,54.1,396,12.4,19.2,206,6.4,9.9,140,4.4,8.8,657,20.5,12,2061,64.4,1.1,53.8,109,51.7,55,34.3,69.7,7,West,W7,2007W7,70,1
Weber State,2006 2007,Big Sky,2266,70.8,772,1579,48.9,542,807,67.2,180,456,39.5,1050,32.8,307,9.6,743,23.2,437,13.7,0.8,56.6,515,16.1,23.6,212,6.6,9.7,78,2.4,4.2,611,19.1,13,2174,67.9,1,51.5,104.2,54.5,57.7,51.1,68.1,15,West,W8,2007W8,42,0
UCLA,2006 2007,Pac 12,2569,71.4,948,1987,47.7,428,643,66.6,245,660,37.1,1184,32.9,386,10.7,798,22.2,519,14.4,1.2,54.7,444,12.3,18.9,269,7.5,11.4,116,3.2,6.2,595,16.5,12,2345,65.1,1.1,54.8,109.6,53.8,56,32.3,73.8,2,West,W8,2007W8,70,1
Mount St. Mary's,2007 2008,NEC,2353,69.2,822,1856,44.3,505,718,70.3,204,565,36.1,1152,33.9,345,10.1,807,23.7,437,12.9,0.9,53.1,486,14.3,20.7,246,7.2,10.5,121,3.6,6.3,670,19.7,22,2340,68.8,1,49.8,100.6,49.7,53.5,38.6,52.5,16,East,E1,2008E1,74,0
North Carolina,2007 2008,ACC,3454,88.6,1250,2564,48.8,738,975,75.7,216,580,37.2,1695,43.5,605,15.5,1090,27.9,656,16.8,1.2,52.4,560,14.4,18.7,318,8.2,10.6,174,4.5,6.9,658,16.9,9,2979,76.4,1.2,59.3,115.9,52.9,57,38,59.8,1,East,E1,2008E1,113,1
Indiana,2007 2008,Big Ten,2476,75,839,1814,46.3,577,760,75.9,221,633,34.9,1247,37.8,386,11.7,861,26.1,436,13.2,1,51.9,449,13.6,20,233,7.1,10.3,125,3.8,6.6,574,17.4,10,2242,67.9,1.1,54.1,110.4,52.3,56.9,41.8,49.9,8,East,E2,2008E2,72,0
Arkansas,2007 2008,SEC,2593,74.1,936,2001,46.8,514,758,67.8,207,607,34.1,1274,36.4,446,12.7,828,23.7,505,14.4,1,53.9,531,15.2,21.7,241,6.9,9.8,182,5.2,9.2,657,18.8,9,2437,69.6,1.1,54.5,106.4,51.9,54.9,37.8,56.2,9,East,E2,2008E2,86,1
George Mason,2007 2008,CAA,2356,69.3,827,1778,46.5,497,707,70.3,205,591,34.7,1170,34.4,340,10,830,24.4,445,13.1,1.1,53.8,406,11.9,18.6,189,5.6,8.6,108,3.2,5.8,525,15.4,9,2176,64,1.1,53.4,108.3,52.2,55.7,39.7,52.8,12,East,E3,2008E3,50,0
Notre Dame,2007 2008,Big East,2608,79,914,2015,45.4,506,686,73.8,274,677,40.5,1371,41.5,436,13.2,935,28.3,608,18.4,1.4,66.5,429,13,18.3,205,6.2,8.7,125,3.8,5.8,496,15,7,2343,71,1.1,55.2,111.3,52.1,55.7,34,49,5,East,E3,2008E3,68,1
Winthrop,2007 2008,Big South,2205,64.9,795,1814,43.8,398,673,59.1,217,586,37,1195,35.1,393,11.6,802,23.6,435,12.8,1,54.7,439,12.9,20,285,8.4,13,125,3.7,7.2,589,17.3,8,2185,64.3,1,52.7,100.9,49.8,51.6,37.1,52.4,13,East,E4,2008E4,40,0
Washington State,2007 2008,Pac 12,2325,66.4,815,1716,47.5,481,661,72.8,214,581,36.8,1044,29.8,274,7.8,770,22,481,13.7,1.3,59,358,10.2,16.9,218,6.2,10.3,102,2.9,5.8,534,15.3,13,2108,60.2,1.1,52.5,110.3,53.7,57.2,38.5,51.6,4,East,E4,2008E4,71,1
Boise State,2007 2008,WAC,2767,81.4,994,1956,50.8,508,768,66.1,271,690,39.3,1218,35.8,335,9.9,883,26,605,17.8,1.1,60.8,534,15.7,21.1,215,6.3,8.5,80,2.4,3.8,591,17.4,13,2529,74.4,1.1,53.3,109.4,57.7,59.6,39.2,52.2,14,East,E5,2008E5,61,0
Louisville,2007 2008,Big East,2611,72.5,932,2011,46.3,475,734,64.7,272,778,35,1338,37.2,413,11.5,925,25.7,542,15.1,1.1,58.1,491,13.6,20.1,289,8,11.8,178,4.9,8.9,659,18.3,12,2432,67.6,1.1,53.7,107.4,53.1,55.3,36.4,50.5,3,East,E5,2008E5,79,1
St. Joseph's (PA),2007 2008,A-10,2484,73.1,859,1800,47.7,519,715,72.6,247,640,38.6,1086,31.9,337,9.9,749,22,502,14.8,1.2,58.4,432,12.7,19.3,242,7.1,10.8,154,4.5,8.3,596,17.5,20,2234,65.7,1.1,53.5,111.2,54.5,58,39.7,49.2,11,East,E6,2008E6,64,0
Oklahoma,2007 2008,Big 12,2378,67.9,831,1880,44.2,496,728,68.1,220,632,34.8,1240,35.4,391,11.2,849,24.3,436,12.5,1,52.4,451,12.9,19.6,226,6.5,9.8,135,3.9,7,594,17,9,2291,65.5,1,52.4,103.8,50,53.4,38.7,51.3,6,East,E6,2008E6,72,1
South Alabama,2007 2008,Sun Belt,2478,75.1,840,1772,47.4,578,821,70.4,220,605,36.4,1223,37.1,404,12.2,819,24.8,509,15.4,1.1,60.5,456,13.8,20.5,201,6.1,9,100,3,5.4,567,17.2,13,2220,67.3,1.1,55.8,111.6,53.6,57.3,46.3,50,10,East,E7,2008E7,61,0
Butler,2007 2008,Horizon,2339,68.8,776,1729,44.9,468,635,73.7,319,839,38,1016,29.9,308,9.1,708,20.8,445,13.1,1.3,57.3,352,10.4,16.9,221,6.5,10.6,83,2.4,4.9,588,17.3,15,2080,61.2,1.1,52,112.5,54.1,57.5,36.7,39,7,East,E7,2008E7,81,1
American University,2007 2008,Patriot,2140,64.8,698,1587,44,484,655,73.9,260,638,40.8,1064,32.2,321,9.7,743,22.5,390,11.8,0.9,55.8,458,13.9,22.4,152,4.6,7.4,87,2.6,5.2,587,17.8,10,2037,63.7,1.1,49.8,105.1,52.1,56.3,41.2,40.9,15,East,E8,2008E8,57,0
Tennessee,2007 2008,SEC,2946,81.8,1035,2258,45.8,564,856,65.9,312,875,35.7,1358,37.7,501,13.9,857,23.8,637,17.7,1.3,61.5,474,13.2,18,334,9.3,12.7,119,3.3,5.8,746,20.7,7,2629,73,1.1,56.2,112.1,52.7,55.2,37.9,49,2,East,E8,2008E8,72,1
Portland State,2007 2008,Big Sky,2438,73.9,846,1822,46.4,452,668,67.7,294,749,39.3,1129,34.2,381,11.5,748,22.7,521,15.8,1.1,61.5,484,14.7,21.5,231,7,10.2,108,3.3,5.9,589,17.8,12,2248,68.1,1.1,53.2,108.5,54.5,56.9,36.6,45.2,16,Midwest,MW1,2008MW1,61,0
Kansas,2007 2008,Big 12,3221,80.5,1176,2314,50.8,598,852,70.2,271,683,39.7,1547,38.7,482,12.1,1065,26.6,721,18,1.4,61.3,529,13.2,19.1,356,8.9,12.8,235,5.9,10.4,706,17.7,11,2762,69,1.2,58.3,116.6,56.6,59.2,36.8,56.1,1,Midwest,MW1,2008MW1,85,1
Kent State,2007 2008,MAC,2412,68.9,839,1809,46.4,532,745,71.4,202,551,36.7,1166,33.3,385,11,781,22.3,485,13.9,0.9,57.8,516,14.7,22.4,300,8.6,13,134,3.8,7.3,653,18.7,12,2297,65.6,1.1,52.6,105,51.9,55.7,41.1,52.8,9,Midwest,MW2,2008MW2,58,0
UNLV,2007 2008,Mountain West,2440,69.7,844,1999,42.2,488,653,74.7,264,796,33.2,1209,34.5,365,10.4,844,24.1,510,14.6,1.3,60.4,379,10.8,16.3,278,7.9,11.9,106,3,5.6,605,17.3,9,2320,66.3,1.1,50.8,105.2,48.8,52.8,32.6,47.5,8,Midwest,MW2,2008MW2,71,1
Clemson,2007 2008,ACC,2693,79.2,1000,2191,45.6,422,677,62.3,271,728,37.2,1305,38.4,536,15.8,769,22.6,535,15.7,1.1,53.5,505,14.9,20.4,334,9.8,13.5,185,5.4,9.4,663,19.5,14,2470,72.6,1.1,56.9,109,51.8,53.5,30.8,54.1,5,Midwest,MW3,2008MW3,69,0
