HHuniqueID,DefaultOnRecord,RecentBalance,HHInsurance,CarLoan
HH14badd3211,0,10758,1,0
HH0090fc9ac2,0,1734,0,0
HH5eb52069f2,0,973,0,0
HHe52b604aae,0,9154,1,0
HH13e8758bc5,0,381,0,0
HHe24bd4132e,0,4389,0,0
HH3517b85d7f,0,54,1,1
HHd624ea4856,0,99,1,0
HH891773ae40,0,27,0,0
HH636865b793,0,3288,0,0
HH994f65a188,0,6468,1,0
HHd4a943d357,0,168,1,0
HHa6807aed4f,0,1553,0,0
HHdd40c0167f,0,11262,0,0
HH00d013df96,0,0,0,1
HH74a7843c32,0,1851,1,0
HH37faa03095,0,2427,0,0
HHbf46b3374e,0,390,0,0
HHf73303b056,0,40,0,0
HHbe0e1fa4c0,0,47,0,0
HH7f0552b062,0,7,1,0
HHc4434b13fa,0,1330,1,0
HH566816efe6,0,697,1,0
HH59127a53c7,0,-199,0,0
HHe21e8c49d5,0,23,1,0
HH66ed2e7128,0,2544,0,0
HHb64dd1c473,0,6699,0,0
HHff9317a80a,0,2367,0,0
HHeb0bcd09ed,0,293,1,0
HHaa93b0513b,0,165,0,0
HHa5584fe5e2,0,200,0,0
HH2069124b06,0,0,0,0
HH42e1226b94,0,156,0,1
HH92c5e146dd,0,1495,0,0
HHe01b7200a1,0,607,1,0
HH8b0f7bba5e,0,801,0,0
HHa479a564f2,0,0,0,0
HH2cb815593a,0,3723,1,0
HH7c8512de98,0,446,0,0
HHd8203e545c,0,39,1,0
HHd16593d18d,0,0,0,0
HHeef8dce783,0,846,1,0
HHf7d9c6457f,0,594,0,1
HH3392bd24c8,0,3570,0,0
HH1d4ad5edfe,0,-839,1,0
HH4bf7ec7300,0,-503,1,0
HHaf79202036,0,1854,0,0
HH1fedb5560b,0,136,1,0
HH613d2da28a,0,6714,1,0
HH86a98f9d06,0,-57,1,0
HH1f1bd0f951,0,697,1,0
HH840e363eec,0,320,0,0
HH1f9e37591c,0,136,0,0
HH67becfd4a1,0,0,1,0
HHb93c2c0a3f,0,253,0,0
HH22aee871fe,0,1660,1,0
HH9041f30e09,0,0,0,0
HH4bea451def,0,203,0,0
HH080e286f16,0,590,0,0
HHbe042f5990,0,0,0,0
HHc32d4635a9,0,2265,0,0
HHf577563c58,0,70,1,1
HHc3050effc8,0,0,1,1
HH23b485ddd3,0,43,0,0
HHa0188bd3c3,0,216,0,0
HH9dfae91a6d,0,0,1,0
HHd4e457146a,0,94,0,0
HH03ae408e2a,0,804,1,0
HHdd78ff7dca,0,3214,1,0
HHbdb8270149,0,1480,1,0
HH611385a93c,0,0,1,0
HHa09f28e060,0,0,1,1
HH2caa5eddcd,0,3217,1,0
HHe5fa1c6a53,0,2783,1,0
HH6d33ab525c,0,0,0,0
HHc9e2c9119e,0,4374,1,0
HHd10acd0aab,0,183,1,0
HH23456b5030,0,1115,0,0
HH049f472b1f,0,1361,0,0
HH1fd1a0de72,0,1034,1,0
HH85c8630ad5,0,674,1,1
HHf7c0e2c3fb,0,3145,0,0
HHe50c4ae3fe,0,356,0,0
HHf46d2c7653,0,3518,1,0
HH67777d97ca,0,0,1,0
HH3b9df7d1d2,0,984,1,0
HH50a8f02808,0,0,1,0
HH02fd2aeb66,0,696,1,0
HH7d025042c7,0,285,0,1
HH2ca0410700,0,96,0,0
HH6ee2a82a80,1,2,1,1
HHced9268fdc,0,1160,1,1
HHd2e6543a86,0,219,1,1
HH2caae1e3e6,0,22867,1,0
HH58e6c7a17b,0,0,1,0
HHa81781c01c,0,145,1,0
HH24c215d023,0,252,0,0
HH9dfd0a2400,0,1761,1,0
HH590bab3791,0,228,1,0
HH78f6870fdd,0,356,0,0
HHfb0a0a6c89,0,2071,0,0
HHef4b1575b5,0,21,1,0
HH8e2b6ad990,0,0,0,0
HH98d7eab5bf,0,228,1,0
HHdd32510d1c,0,353,1,0
HHdef23baf5d,0,-184,1,0
HHd31bb4c2b3,0,271,1,0
HH07025a4bca,0,4692,1,0
HHc6b8a04f8e,0,6,1,0
HH7e73b6cbdc,0,862,0,0
HH00a69862a1,0,4287,0,0
HHdbfa73dcca,0,5637,1,0
HH7711b84d57,0,0,0,1
HH9063a7bf35,0,247,0,0
HH7b27e90e69,0,400,0,0
HH5d56c60627,0,440,0,0
HH8689f0fbc6,0,59,1,0
HHeaffe63370,0,1245,1,0
HHfc71a390b9,0,123,0,0
HH7442548128,0,2284,1,0
HH42e4496bcb,0,1396,0,1
HHde95f11664,0,820,1,0
HHf27c188b6c,0,2,0,0
HH5a4ff6732f,0,228,1,0
HHf313e99aaa,0,-22,1,0
HHe52a7c181b,0,1804,0,0
HHbfd444cb45,0,291,1,0
HH8842488c29,1,-405,1,1
HHfcc02b7400,0,-45,0,1
HH2cbf1da52c,0,3,0,0
HHeaa1d00ee6,0,0,1,0
HH8884cdfb72,0,285,1,0
HH15d256b83e,0,148,0,0
HHf5aee00ff7,0,1219,0,0
HH7a3c761cf2,0,235,0,0
HH0b69482fe7,0,70,0,1
HHc1f71b08ac,0,443,1,0
HH529418f9af,0,3027,1,0
HHa3b07904a1,0,1601,1,0
HH44d0a093b5,0,332,1,0
HH35b9bd39b3,0,114,0,0
HH3f1eb95925,0,12848,1,0
HH39b9a9643a,0,0,0,0
HHeabd43f17a,0,1272,1,0
HH857463c2a0,0,6822,0,0
HH2a12f2f41c,0,1295,1,0
HHcb1915b259,0,924,1,0
HHe89c8f174d,0,18,1,1
HH1589fd9a40,0,55,0,0
HH6800f97e04,0,116,0,0
HH1f4aae40cb,0,518,1,0
HHf3447ef76b,0,54,1,0
HHce8e559fa7,0,622,0,0
HHe4ddb00317,0,2033,0,0
HH75d42df930,0,108,0,0
HHe082d0b4cd,0,408,0,0
HHa07392cdea,0,0,0,0
HHae4044adda,0,22,0,1
HH5f002e2e86,0,27696,0,0
HHd53a2ed041,0,358,0,0
HH2e275682e0,0,2855,0,0
HHc3f9c5993f,0,2729,1,0
HH1e18325d05,0,613,1,0
HH3e44723785,0,4539,0,0
HHdc1895df94,0,238,0,0
HHca06325dca,0,1147,1,1
HH152b8ea46e,0,812,0,0
HHf39de4e122,0,3,1,0
HH24650b9e7c,0,-407,1,1
HHdeee290527,0,296,1,0
HH3584f6586d,0,2464,0,0
HHb197def3b5,0,1780,1,0
HH7806793cd8,0,293,0,0
HH377390a418,0,622,0,0
HHb54e13db07,0,787,0,0
HH456cc2d9f5,0,1222,1,0
HH64f14e7115,0,3654,0,0
HH66c2a88a3f,0,5547,1,0
HH5de6760203,0,1644,0,0
HH2b5bbe6f4d,0,314,1,0
HHe97eb1f855,0,613,0,0
HHe190850d5c,0,976,1,0
HH54369dafb7,0,62,1,0
HH2a67532f71,0,1725,1,0
HHa9e5905240,0,787,1,0
HH65f3b63a61,0,3371,0,0
HH899f502cef,0,637,1,0
HH51d93717db,0,0,0,0
HH05d145742e,0,4425,1,0
HH29429cf047,0,412,1,0
HH8318bb3e22,0,624,1,0
HH21c0ba6489,0,2838,1,0
HH5aea923333,0,947,0,0
HH9223fdaffb,0,9317,0,0
HHa4acbea6ef,0,238,0,0
HHee41fab899,0,-44,1,0
HHa87a192495,0,2319,0,0
HH6ba874177e,0,368,0,1
HHbb2b8dc93f,0,4675,0,0
HH4bc8f0878f,0,316,1,1
HHf758a3727a,0,0,0,0
HHd6d0acd337,0,2656,1,0
HH8136567416,0,1243,0,1
HH0053b38c31,0,301,1,0
HH7ada544268,0,313,0,0
HH00f4260cc4,0,86,1,1
HHcf56b45da9,0,98417,0,0
HH60531aac91,0,3409,0,0
HH683eb88475,0,1289,0,0
HHd02dd52782,0,334,0,0
HH78f4098121,0,170,1,0
HH4cbb9c081e,0,972,1,0
HH636cf2fa8c,0,0,0,0
HH59863fa537,0,-164,0,0
HH33ac347a79,0,1047,0,0
HH4a087baea1,0,49,0,0
HH4bafd97bd3,0,315,0,0
HH31d6baf6ff,0,1129,1,0
HH326974a993,0,2678,1,0
HH869d9c47cf,0,4465,0,0
HH56b19f7970,0,1286,1,0
HH1920ff3452,0,246,1,0
HH001f60887a,0,1959,1,0
HHcbdcc7cd65,0,2,1,0
HHe40529b480,0,3809,1,0
HHaadce88c55,0,267,1,0
HH3b60ae7200,0,554,1,0
HH95cb8e551f,0,469,0,0
HH539e5c0b01,0,804,0,0
HHd3509b792f,0,27,1,0
HH936e99015d,0,171,0,0
HHb28f699f24,0,5038,0,0
HH26ba00d026,0,1082,0,0
HHcba3299b1d,0,1697,0,0
HH4c3cb9a0bf,0,7469,0,0
HH3976fb7cab,0,926,0,0
HH1d644afb1d,0,5432,1,1
HH41fa2e6689,0,466,0,0
HHebed89276b,0,715,0,0
HH08f81dc0e9,0,10786,0,0
HH51266e03ac,0,9,1,0
HH5934a4deec,0,253,1,0
HHd16a7e651a,0,324,0,0
HH6559cc7cd5,0,3324,0,0
HHf68393b7d2,0,0,1,0
HH6799a503ff,0,1979,1,1
HH6c4ef65537,0,3585,0,0
HH0f4f3a2d6e,0,739,1,0
HH30e10e2484,0,3333,1,1
HHddedc48021,0,3347,0,0
HHa4a9901b68,0,2374,1,0
HH60e5eaae6d,0,62,1,0
HHe99d55182f,0,435,1,0
HHb173b57ee9,0,2163,0,0
HH350e1938a5,0,482,0,0
HHa3a36a7374,0,175,0,1
HH9033000fb9,0,266,1,0
HHda7ed5a881,0,22,0,0
HH207727f68b,0,819,1,0
HHa11c324cec,0,1318,1,1
HH656dd9d81e,0,147,0,0
HH530a14b670,0,1303,0,0
HH1b94c5b893,0,1156,1,0
HH3655b212c3,0,695,0,0
HH66a968cbce,0,943,1,0
HH69e4fc8939,0,1618,1,1
HH72a475a39a,0,204,1,0
HH22808d94a4,0,3461,0,0
HH1c314543cd,0,4448,0,0
HH58e7dae259,0,237,0,1
HH2fb8afc121,0,341,0,0
HH614dde7099,0,1694,0,1
HH18f3bf8cfa,0,1109,1,0
HHb47b0bca9f,0,214,0,0
HH15b582b813,0,739,0,0
HH3191f5016a,0,1047,0,0
HH1734acf4f5,0,1623,1,0
HH54f4c56c76,0,2805,0,1
HH91176437d3,0,13015,1,0
HH213e4acda3,0,0,0,0
HH6b44dfcce8,1,421,0,0
HH2eb654d558,0,210,1,1
HH4e6fd09a62,0,3229,1,0
HHd7ac61eacc,0,660,1,1
HH2ec710cc2d,0,5310,1,0
HH4085756c70,0,281,1,0
HH8fd271e95c,0,4136,1,0
HH9e7f7117a9,0,763,0,0
HHe95c5bd5c7,0,0,0,0
HH3a984ba49e,0,-176,0,1
HH03df852f30,0,132,0,0
HHc5821998fb,0,1884,1,0
HHf508659de5,0,19447,1,1
HH443887a505,0,949,0,0
HH9454af0ee9,0,5618,1,0
HH67e7f63cc6,0,2281,0,0
HH07a18ddf67,0,3854,1,0
HH3ba28b5428,0,209,0,0
HH5f458ce098,0,18,0,0
HH621c8f1903,0,1317,1,0
HH59caa17c82,0,580,0,0
HH59b5aa1ab5,0,994,1,0
HH19025fadc5,0,3669,0,0
HH5ca3e5f1a4,0,1761,1,0
HH5c18557d86,0,232,1,0
HH2c80d7f453,0,1520,1,0
HHea6ca2f663,0,-197,0,0
HH2b9f261fe5,0,372,0,0
HH391555a9ba,0,1194,1,0
HH3298716b02,0,687,1,0
HHfd1d6c5b05,0,127,1,0
HH2fbb7f58e8,0,-312,1,0
HHd606ff7a01,0,707,0,0
HHc81590ee46,0,2074,0,0
HH29e2be9660,0,752,1,0
HHde5d62dbfe,0,0,0,0
HH57835c06eb,0,1022,1,0
HHc5a1194617,0,200,0,0
HH6a10303cca,0,3430,1,0
HHf39733f29e,0,344,1,0
HHb9e7d7b45d,0,-101,1,0
HHc6c98a829a,0,1451,0,0
HHbffc6441b5,0,0,0,0
HH51e2e93e2a,0,3243,0,0
HHa526d86bb5,0,1080,0,0
HH3788492ab4,0,165,1,0
HH5602d28bdd,0,549,1,0
HH437cc91832,0,394,0,0
HH003c364a47,0,4835,0,0
HH4427921639,0,1,1,0
HH764555eeeb,0,1026,1,0
HHd37f3d81b1,0,0,1,0
HHa8b8c132f3,0,0,0,0
HH0fc00f3099,0,227,1,1
HH5ba6e6e90f,0,620,0,0
HHef81b44bee,0,405,0,0
HHa9e5e1299d,0,478,0,0
HH4a86ed98af,0,659,0,0
HH97ee06e2fc,0,341,0,0
HH43e5180ca2,0,50,1,0
HHe8fdc897f4,0,8902,1,0
HH033f3f0dd1,0,1809,0,0
HH3914b5dc67,0,685,0,1
HH69075ab898,0,-2,1,1
HHfd0aed4456,0,668,0,0
HHe63bc35549,0,-38,1,0
HH4cfa9909e9,1,0,0,1
HH99e4ea60e1,1,153,0,1
HHa303ad4ed1,0,140,1,0
HH177358b54c,0,172,0,0
HHfd3e8f0bd4,0,323,1,0
HHa9abd35d37,0,228,0,0
HH600dfc4998,0,940,0,0
HH147ecc7bd0,0,4708,0,0
HHe1e3fd2943,0,108,0,0
HH35f230e305,0,-306,0,0
HH439cad6e1a,0,977,0,0
HH9919b3a865,0,2892,0,0
HH2ecf5452e3,0,829,0,0
HH746cf40241,0,924,0,0
HHac20142784,0,2737,1,1
HHd4eb5880de,0,0,1,0
HH18cef28a04,0,228,1,0
HHbd6d0b1571,0,825,0,0
HHddf783e6b3,0,429,1,0
HHbf404f2f61,0,2184,1,0
HHcee00c5788,0,16,1,0
HH549ed6dfa3,0,3629,0,0
HH7ba36ed317,0,-157,1,0
HH6532ee3757,0,755,0,0
HHbdcc11654a,0,279,0,0
HHb2cf4dcc05,0,1925,1,0
HHbb8925342d,0,37,0,0
HH78a432155b,0,884,1,1
HHff0e2c1115,0,225,1,0
HH1401382ce8,0,873,1,0
HH23c445aa19,0,454,1,0
HH00f8c1d188,0,3337,1,0
HH40cdb659b4,0,3696,0,0
HHe2140b6e59,0,106,0,0
HH47c9611fce,0,-254,1,1
HH7afb563255,0,262,0,0
HH548230139d,0,171,0,0
HHeddf608263,0,58,1,0
HH07ce8e83a8,0,196,1,1
HHee4df572ec,0,381,1,0
HHab2b41f3b5,0,59,1,0
HH61e457943a,0,2885,0,0
HHc00a265bb4,0,1291,0,0
HHee38d1fc64,0,1120,0,0
HH9e01c988c8,0,149,1,0
HH1e179d2e7e,0,1003,0,0
HH04553646ea,0,5838,0,0
HH388ef1017c,0,23,0,0
HH0b02f573c0,0,372,1,0
HHeae7eed0df,0,1094,1,0
HH4c02d1c868,0,314,1,0
HH2a93e3e6cb,1,-367,1,0
HHf5e773ba25,0,2893,0,0
HHae52db60f8,0,-302,1,0
HHb851aac85a,0,236,0,0
HH77c22dd569,0,1837,1,0
HH49d3bcaca1,0,157,1,1
HHe12101ff5f,0,196,1,0
HH31f12e0559,0,146,1,1
HH2ba9464aad,0,273,1,0
HH9da01669d4,0,0,1,1
HH5b8471170b,0,411,1,1
HH152d00358c,0,895,0,0
HH901d201ffb,0,3185,1,1
HH36caecb8ab,0,1159,0,0
HHe418ab0022,0,2750,0,0
HHe208450b47,0,1018,1,0
HH4c3113e659,0,0,1,0
HH6cb63a1971,0,0,0,0
HH07b329c5b4,0,2939,0,0
HHa1ba7d749e,0,297,1,0
HH14c6b40718,0,0,0,0
HHbe2af99e58,0,2583,0,0
HH56c1844fcc,0,8558,1,0
HH2192c85630,0,0,1,0
HH6c37003b0f,0,639,0,0
HHfc10ee4742,0,243,1,0
HH6772d414d8,0,-411,0,0
HH78626ea284,0,603,0,1
HH65151ed7e2,0,671,1,0
HH8a110e0354,0,9314,0,0
HH3c7a3f86f7,0,947,0,1
HHd3a5ba19cc,0,757,0,0
HH7ce2eae71f,0,221,1,0
HH98391afce1,0,86,1,1
HHa8ad9a69aa,0,763,0,0
HH17ce4622d8,0,2240,0,0
HH20c83e0cf8,0,1227,0,0
HH1f744103df,0,426,0,0
HHc2177df503,0,48,0,0
HHa066a50819,0,-195,1,0
HH052541b0f0,0,199,1,1
HH43419cd9f4,0,271,1,0
HH8589635a85,0,-27,1,0
HH16d7a0edfa,0,33,1,1
HHa7ae00b567,0,475,0,0
HHdc4b0ed74e,0,2226,0,0
HHe1a7d6e7ea,0,848,0,0
HH37703de570,0,278,1,0
HH7333f1ffef,0,401,0,0
HHd5789164fb,0,-219,1,1
HH0853a7d642,0,226,1,0
HHf45b36d31c,0,2085,0,0
HH97d936e634,0,4694,0,0
HH10157da84f,0,0,0,0
HH5e2e68ef9d,0,313,1,0
HH61db223293,0,330,0,0
HH4ebd10282b,0,1159,0,0
HH3fee9c9e6e,0,4117,0,0
HHbf434020ae,1,0,0,1
HH153b565f23,0,439,1,0
HHbaa53601e2,0,2408,0,0
HHb38f7c29cb,0,8990,0,0
HHbbfe684b8b,0,2354,0,0
HH13ed509d87,0,1577,1,1
HH556516674b,0,6,1,0
HH7062f7a1a3,0,11,0,0
HH0360d6019d,0,565,1,0
HH07f0ca2756,0,4073,0,0
HHf304f1e9ef,0,0,1,1
HH0c5bb7a31b,0,688,0,0
HH8d466eeeb7,0,7252,0,0
HH2979f7e33f,0,204,0,0
HH60ddfa115c,0,297,0,0
HH29ac63c8e7,0,45,0,0
HHb720e0dfa3,0,1673,1,0
HHe22541d233,0,813,1,0
HH1244a7c159,0,1270,1,0
HHc4f5117860,0,101,1,0
HH8a88948cad,0,168,0,0
HH09df41c25c,0,1785,1,0
HH16fc3abd48,0,215,0,0
HH80aa27d744,0,-295,0,1
HH7a9a3cce3f,0,487,1,1
HHe109d142c6,0,581,1,0
HH2de441b689,0,0,0,0
HHb9b0a350c3,0,-214,1,0
HH62f3b5ca1d,0,89,0,0
HH145dd46163,0,362,0,0
HH275fce49e4,0,5607,0,0
HH1d42847a02,0,0,1,0
HH62716a68dc,0,395,1,0
HH79b2dc934e,0,1214,1,0
HH8d52a3bf65,0,5007,1,0
HHe3d06a3d1d,0,326,1,1
HH8d08a0d961,1,-27,0,0
HHb58f715d79,0,2,1,1
HHb8b19cbb10,0,3025,0,0
HH6c7b9cc4ee,0,123,0,0
HHd796d8ad51,0,175,0,0
HH882fb94a8a,0,722,1,0
HHcf12866fab,1,-675,1,0
HH262a5c35b9,0,5220,0,0
HH46754b1a72,0,302,0,0
HH5678d83963,0,0,0,0
HH4b34e88856,0,2758,0,0
HH0150cc4713,0,155,0,0
HH44169a509d,0,507,1,0
HHcc763e541a,0,4608,0,0
HH3f93c379c6,0,0,1,0
HH77927a2a74,0,46,0,0
HH8549fb3f33,0,997,0,0
HH223668194c,0,245,1,1
HHeeed0d1225,0,0,0,1
HH8362c26d00,0,3782,0,0
HHa98e27c401,0,462,0,0
HHa4c31111ad,0,640,0,0
HH1e41e570ff,0,83,1,0
HH978e7a999a,0,174,1,1
HH4e98d20cda,0,0,0,0
HHb8bc91e968,0,13044,0,0
HH7aae6e2972,0,2306,0,0
HH9505171834,0,-463,1,0
HH29eee71ec5,0,3043,0,0
HH8eaf50d85d,0,139,1,1
HHd7fa34bd5f,0,9221,0,0
HHea9b26cfdc,0,2283,0,0
HHdf56305d58,0,2366,1,1
HHf0f149f6a7,0,7802,0,0
HH4b8836998f,0,5486,1,0
HH9859db93b8,0,1994,0,0
HHe26a1d95f3,0,249,1,0
HH1c67fb65b8,0,776,0,1
HHc2e0cb291d,0,185,0,0
HHcf7a6c6833,0,2983,0,0
HH6b47d6b905,0,1309,1,0
HHbe34c2873d,0,4293,1,0
HHe01be16c94,0,-322,0,0
HHe0d22833db,0,2643,0,0
HH87ba672d37,0,1357,1,1
HHe96670831d,0,230,1,0
HH11ed4525bf,0,0,0,0
HHa8f88ceb33,0,2907,1,0
HH3b01622130,0,275,1,0
HH4f4738587e,0,96,0,0
HH84c606ad60,0,1262,1,0
HH8d1c76b2d2,0,1158,1,0
HHfe9cefc19e,0,1086,1,0
HH2dc389ac15,0,69,1,0
HH60fa1afe26,0,4083,0,0
HHee459e7adf,0,2,1,0
HHe027822dee,0,329,1,0
HH8cdc68bc74,0,707,0,0
HHfe7b5abce9,0,1543,0,0
HH516aebdda0,0,111,1,0
HHb9959a5252,0,1032,1,0
HH12cdd902f6,0,497,0,0
HHf29d207f7f,0,635,0,0
HH6ba95f5138,0,7957,0,0
HH2b286a149f,0,67,1,0
HH382e0cd1d3,0,19213,0,0
HHce6a53641a,0,0,1,0
HHcb79488114,0,0,0,0
HH90e4497c6d,0,4629,1,0
HH6909256c9d,0,4567,1,1
HH3d74dc5d07,0,825,1,0
HHd3bcd9aefa,0,17747,1,0
HHd4603604ae,0,2351,0,0
HH33014e58fe,0,530,1,0
HH5852388bb2,0,2365,0,1
HH220d7e7f3d,0,1506,0,0
HHf7736617fd,0,0,0,0
HH2b037e3a62,0,22,1,0
HHb0756ada96,0,71,1,0
HH1b7daf3295,0,1646,1,0
HHb05e7c8e6d,0,8564,1,0
HH16185995b4,0,527,0,1
HH35d9ea622f,0,68,0,0
HH36c8f2a719,0,481,1,0
HH3e917e892a,0,382,0,0
HHbcaf78858b,0,285,1,1
HHa322b35dd9,0,-703,1,0
HH5a61a3c259,0,211,0,0
HH63b5eb4a48,0,0,1,0
HH8d4c601c4a,0,0,1,0
HHa954c5b3ed,0,51,0,0
HH4b6ee2e1a4,0,246,1,0
HH30ffc7cdfd,0,916,1,0
HHab833967d5,0,415,1,0
HH166b2a3682,0,2145,0,0
HHa7c48084ea,0,8165,0,0
HHeaf7113ff4,0,123,0,0
HH3422054c5b,0,274,1,0
HHdbbe9edae7,1,-8,0,0
HHd261f05c44,0,410,1,1
HHdae9acbfca,0,2439,1,0
HH90ee314707,0,703,1,0
HH03c61cdf3b,0,285,1,0
HHcbeb18d12f,0,121,1,0
HHccf69862d6,0,125,0,0
HHab1304e455,0,370,1,1
HH39e5cc5866,0,0,0,0
HHf64122030d,0,459,1,1
HHd9979bb63a,0,1029,1,0
HH5a9d3adf75,0,2305,0,0
HHfdf14598f0,0,1437,1,0
HH0b84e30fd1,0,2128,0,1
HHa2a34eceef,0,461,1,0
HHef0fd74124,0,148,1,0
HHf043b58c0c,0,0,1,0
HH542b677051,0,445,0,0
HH432bfc320b,0,976,1,0
HH06f39621c4,0,567,1,0
HH0201deafdf,0,0,1,0
HH1f95eaa514,0,0,0,1
HH11840c7874,0,5735,0,0
HH8cadc559f3,0,1960,1,0
HH82a6ed18a6,0,365,1,0
HH0dad441221,0,272,0,0
HH614cfde553,0,913,1,0
HH3ef57fbde2,0,347,1,0
HH3c2559ddd0,0,10,1,0
HHa29a6c4f76,0,502,0,0
HH13c3ab41c6,0,41,1,0
HHb8c934acd9,0,298,1,0
HHd566eaf59d,0,641,1,0
HH37b95f7b40,0,13,0,0
HH8bd52ae201,0,800,1,0
HH0095f1eced,0,0,1,0
HH915a55de08,0,-394,1,0
HHc6fef77311,0,-102,1,0
HHf6905f57e5,0,0,1,1
HH7ee88e3737,0,532,1,0
HH21612a9a46,0,18,1,0
HHd1c7ab4b4f,0,660,1,1
HH5481236fd8,0,759,1,0
HH56955428a0,0,2206,0,0
HHb79b59c79e,0,-37,1,0
HH18a8b63d9c,0,2281,0,0
HHa5ed9d8313,1,-6,0,1
HH063df9f47a,0,950,1,0
HH573703d894,0,1213,0,0
HHc4df5c26c5,0,936,1,0
HH7c6dd51404,0,25,0,0
HHc028e09460,0,133,0,0
HH44510268af,0,0,1,0
HHd7a1f2ea03,0,503,1,0
HHac5313a24d,0,-174,1,1
HH8a581f2333,0,1291,1,0
HHede57ee877,0,276,1,0
HHfc000238b0,0,1411,0,0
HHd562c8ab29,0,2557,1,0
HHba31bc47b4,0,235,1,0
HH03322c1a95,0,192,0,0
HHcffd459e2a,0,194,1,0
HHec80b814d7,0,339,0,0
HH1db294d4f6,0,660,1,0
HH1b4658fecc,0,36,0,0
HH89f2be9d66,0,2646,0,0
HH8c65ac865f,0,311,0,0
HH2a3ff2bc6d,0,0,0,0
HH90ff2c9c3d,0,473,0,1
HH6ee01912dc,0,440,1,0
HH16ed5ef5f7,0,230,1,0
HH97a02fba5f,0,201,0,0
HH0acf13a67c,0,1511,1,0
HHa7b1123c26,0,704,0,0
HHb00841c2aa,0,816,1,0
HH1d7d031a09,0,826,1,0
HHa3dfd87a1b,0,0,0,0
HH5a4d3aebb0,0,126,1,0
HH328384290f,0,0,0,0
HHf118d03297,0,380,0,0
HH6382998412,0,905,0,0
HHf974c00de4,0,806,0,0
HH312737e9e8,1,10,0,0
HHa3b31b792d,0,2483,0,0
HHde42de086b,0,3538,0,0
HHbb69f3fd09,0,122,1,0
HHb65eefbfe3,0,-8,0,0
HH0a189e97ee,0,1091,0,0
HHa7d4d01931,0,598,1,0
HH8f7ab9f236,0,1740,0,0
HH7478cd9c74,0,1189,0,0
HHc91bfea015,0,1147,0,0
HH53e973462f,0,5698,0,0
HHfbea421164,0,15161,0,0
HH1541d6ef83,0,1630,1,0
HHdc2d8f0643,0,2722,0,0
HH4b15f8b7d7,0,1411,0,0
HH35f70dd5c6,0,270,0,0
HH432a3ef0de,0,840,0,0
HH5c30f06094,0,1794,0,0
HH3eb674674b,0,1794,1,0
HHd5ee544c70,0,3007,0,0
HHfaacb6f068,0,80,1,0
HH67846294c2,0,4301,1,1
HHb25c37d8af,0,-266,0,1
HH96fd991aee,0,42,1,0
HH9cc9a6e3ab,0,705,1,0
HH6f17dcf6bb,0,0,0,0
HHc7daecf400,0,3154,1,0
HH421c587452,0,40,0,0
HHd63053c4c5,0,1834,1,0
HH12cf27d51e,0,92,1,1
HH3880140fb9,0,6343,1,0
HHa89a0f706b,0,1453,1,0
HH1bc7e583b6,0,136,1,0
HH2e92cb992d,0,0,0,0
HH7674c1e045,0,-35,0,0
HH38d2a564e6,0,240,1,0
HHbb15c01c82,0,1016,0,0
HHc9c182b9c8,0,7378,0,0
HHf3b188402b,0,94,1,1
HHcc3fc753ca,0,4130,0,0
HH0a510036e0,0,555,0,0
HH788486667d,0,2374,1,0
HH1b4d14cae4,0,1113,0,0
HH175a05ff4f,0,1533,0,0
HHad0cf09603,0,1870,0,0
HH275f7f442f,0,0,0,0
HH83237d22de,0,982,0,0
HH99af597ab6,1,0,0,1
HH6d7eb45578,0,830,0,0
HHfc5731592f,0,474,0,0
HH707a9a9d24,0,0,1,1
HH3f9ff71fe8,0,476,1,1
HH7b981e9a78,0,-15,1,0
HH9864920bcc,0,0,0,0
HHba6e007597,0,79,0,0
HH2e7e24db8b,0,238,1,0
HHa1683c4772,0,3544,1,0
HH9f2a57593a,0,1699,0,0
HH0b4c5c5708,0,10884,0,0
HH1e81b63859,0,5802,0,0
HH7dbc1443a4,0,0,1,1
HHb1e141a188,0,507,1,0
HH515d58858a,0,0,1,0
HH7363e4158e,0,-982,1,1
HH7cde77ee48,0,597,1,0
HHb005507021,0,878,1,0
HHbeff7467c8,0,976,1,0
HHf88b4cb508,0,0,0,1
HH799236027b,0,391,0,0
HH194815003f,0,0,0,0
HHd4c34b6bc5,0,251,0,1
HHdb66371e3f,0,3354,1,0
HH1e5ee73f7c,0,59,1,0
HHb4ca2dcfff,0,1232,0,0
HHc28dccce44,0,1822,0,1
HHa27ee09b27,0,849,1,0
HHdabde702a8,0,8224,1,0
HH521a4b2a6b,0,426,1,0
HH671f3b05ad,0,399,1,0
HHc26277fc99,0,88,1,0
HHa2f1badefa,1,-1,0,1
HH65206a30ec,0,-579,1,0
HH003c84d6ad,0,1026,1,0
HHbe08817bb0,0,0,1,0
HH883dcca0b3,0,3250,0,0
HH17760014b3,0,459,0,0
HHeec691026d,0,5,1,1
HH823fa081ef,0,119,1,0
HHca70ae44bd,0,8,1,1
HH3c001c29e1,0,2567,1,0
HH9c58483f9b,0,369,0,0
HH0ce2d1f5ae,0,976,0,0
HH74bf82302c,0,457,1,1
HH6440f7501d,0,-233,1,0
HHcd72d19278,0,9367,0,0
HHc0921e6e3f,0,0,0,0
HH69136bbfbe,0,685,0,0
HHb4e3726675,0,617,0,0
HH1b608dd611,0,1050,0,0
HHb915cae367,0,957,0,0
