"word","sentiment"
"insane","anger"
"insane","fear"
"insane","negative"
"insanity","anger"
"insanity","disgust"
"insanity","fear"
"insanity","negative"
"insanity","sadness"
"insecure","anger"
"insecure","fear"
"insecure","negative"
"insecure","sadness"
"insecurity","fear"
"insecurity","negative"
"inseparable","joy"
"inseparable","positive"
"inseparable","trust"
"insidious","anger"
"insidious","disgust"
"insidious","fear"
"insidious","negative"
"insignia","positive"
"insignificance","negative"
"insignificant","anger"
"insignificant","negative"
"insignificant","sadness"
"insipid","negative"
"insolent","negative"
"insolvency","fear"
"insolvency","negative"
"insolvency","sadness"
"insolvency","surprise"
"insolvent","fear"
"insolvent","negative"
"insolvent","sadness"
"insolvent","trust"
"inspector","positive"
"inspiration","anticipation"
"inspiration","joy"
"inspiration","positive"
"inspire","anticipation"
"inspire","joy"
"inspire","positive"
"inspire","trust"
"inspired","joy"
"inspired","positive"
"inspired","surprise"
"inspired","trust"
"instability","disgust"
"instability","fear"
"instability","negative"
"install","anticipation"
"instigate","negative"
"instigation","negative"
"instinctive","anger"
"instinctive","disgust"
"instinctive","fear"
"instinctive","positive"
"institute","trust"
"instruct","positive"
"instruct","trust"
"instruction","positive"
"instruction","trust"
"instructions","anticipation"
"instructions","trust"
"instructor","anticipation"
"instructor","positive"
"instructor","trust"
"instrumental","positive"
"insufficiency","anger"
"insufficiency","negative"
"insufficient","negative"
"insufficiently","negative"
"insulation","trust"
"insult","anger"
"insult","disgust"
"insult","negative"
"insult","sadness"
"insult","surprise"
"insulting","anger"
"insulting","disgust"
"insulting","fear"
"insulting","negative"
"insulting","sadness"
"insure","positive"
"insure","trust"
"insurgent","negative"
"insurmountable","fear"
"insurmountable","negative"
"insurmountable","sadness"
"insurrection","anger"
"insurrection","negative"
"intact","positive"
"intact","trust"
"integrity","positive"
"integrity","trust"
"intellect","positive"
"intellectual","positive"
"intelligence","fear"
"intelligence","joy"
"intelligence","positive"
"intelligence","trust"
"intelligent","positive"
"intelligent","trust"
"intend","trust"
"intended","anticipation"
"intended","positive"
"intense","anger"
"intense","disgust"
"intense","fear"
"intense","joy"
"intense","negative"
"intense","positive"
"intense","surprise"
"intense","trust"
"inter","negative"
"inter","sadness"
"intercede","fear"
"intercede","sadness"
"intercession","trust"
"intercourse","positive"
"interdiction","negative"
"interest","positive"
"interested","disgust"
"interested","positive"
"interested","sadness"
"interesting","positive"
"interference","negative"
"interim","anticipation"
"interior","disgust"
"interior","positive"
"interior","trust"
"interlocutory","positive"
"interlude","positive"
"interment","negative"
"interment","sadness"
"interminable","anger"
"interminable","anticipation"
"interminable","negative"
"interminable","positive"
"intermission","anticipation"
"interrogate","fear"
"interrogation","fear"
"interrupt","anger"
"interrupt","negative"
"interrupt","surprise"
"interrupted","negative"
"interrupted","sadness"
"intervention","negative"
"intervention","positive"
"intervention","sadness"
"interviewer","fear"
"intestate","negative"
"intestinal","disgust"
"intimate","anticipation"
"intimate","joy"
"intimate","positive"
"intimate","trust"
"intimately","anticipation"
"intimately","fear"
"intimately","joy"
"intimidate","fear"
"intimidate","negative"
"intimidation","anger"
"intimidation","fear"
"intimidation","negative"
"intolerable","anger"
"intolerable","negative"
"intolerance","anger"
"intolerance","disgust"
"intolerance","fear"
"intolerance","negative"
"intolerant","anger"
"intolerant","disgust"
"intolerant","fear"
"intolerant","negative"
"intolerant","sadness"
"intonation","positive"
"intoxicated","disgust"
"intoxicated","negative"
"intractable","anger"
"intractable","negative"
"intrepid","positive"
"intrigue","anticipation"
"intrigue","fear"
"intrigue","negative"
"intrigue","surprise"
"intruder","anger"
"intruder","fear"
"intruder","negative"
"intruder","surprise"
"intrusion","fear"
"intrusion","negative"
"intrusive","anger"
"intrusive","disgust"
"intrusive","fear"
"intrusive","negative"
"intrusive","surprise"
"intuition","positive"
"intuition","trust"
"intuitive","positive"
"intuitively","anticipation"
"invade","anger"
"invade","fear"
"invade","negative"
"invade","sadness"
"invade","surprise"
"invader","anger"
"invader","fear"
"invader","negative"
"invader","sadness"
"invalid","sadness"
"invalidate","negative"
"invalidation","negative"
"invalidity","negative"
"invariably","positive"
"invasion","anger"
"invasion","negative"
"inventive","positive"
"inventor","positive"
"investigate","positive"
"investigation","anticipation"
"invigorate","positive"
"invitation","anticipation"
"invitation","positive"
"invite","anticipation"
"invite","joy"
"invite","positive"
"invite","surprise"
"invite","trust"
"inviting","anticipation"
"inviting","joy"
"inviting","positive"
"inviting","surprise"
"inviting","trust"
"invocation","anticipation"
"invocation","trust"
"invoke","anticipation"
"involuntary","negative"
"involution","anger"
"involution","negative"
"involvement","anger"
"irate","anger"
"irate","negative"
"ire","anger"
"ire","negative"
"iris","fear"
"iron","positive"
"iron","trust"
"irons","negative"
"irrational","disgust"
"irrational","fear"
"irrational","negative"
"irrationality","negative"
"irreconcilable","anger"
"irreconcilable","fear"
"irreconcilable","negative"
"irreconcilable","sadness"
"irreducible","positive"
"irrefutable","positive"
"irrefutable","trust"
"irregular","negative"
"irregularity","negative"
"irrelevant","negative"
"irreparable","fear"
"irreparable","negative"
"irreparable","sadness"
"irresponsible","negative"
"irreverent","negative"
"irrevocable","negative"
"irritability","anger"
"irritability","negative"
"irritable","anger"
"irritable","negative"
"irritating","anger"
"irritating","disgust"
"irritating","negative"
"irritation","anger"
"irritation","disgust"
"irritation","negative"
"irritation","sadness"
"isolate","sadness"
"isolated","fear"
"isolated","negative"
"isolated","sadness"
"isolation","negative"
"isolation","sadness"
"jab","anger"
"jabber","negative"
"jackpot","anticipation"
"jackpot","joy"
"jackpot","positive"
"jackpot","surprise"
"jail","fear"
"jail","negative"
"jail","sadness"
"jam","positive"
"janitor","disgust"
"jargon","negative"
"jarring","fear"
"jarring","negative"
"jarring","sadness"
"jaundice","fear"
"jaundice","negative"
"jaws","fear"
"jealous","anger"
"jealous","disgust"
"jealous","negative"
"jealousy","anger"
"jealousy","disgust"
"jealousy","fear"
"jealousy","negative"
"jealousy","sadness"
"jeopardize","anger"
"jeopardize","fear"
"jeopardize","negative"
"jeopardy","anticipation"
"jeopardy","fear"
"jeopardy","negative"
"jerk","anger"
"jerk","surprise"
"jest","joy"
"jest","positive"
"jest","surprise"
"job","positive"
"john","disgust"
"john","negative"
"join","positive"
"joined","positive"
"joke","negative"
"joker","joy"
"joker","positive"
"joker","surprise"
"joking","positive"
"jolt","surprise"
"jornada","negative"
"journalism","trust"
"journalist","positive"
"journey","anticipation"
"journey","fear"
"journey","joy"
"journey","positive"
"journeyman","trust"
"jovial","joy"
"jovial","positive"
"joy","joy"
"joy","positive"
"joyful","joy"
"joyful","positive"
"joyful","trust"
"joyous","joy"
"joyous","positive"
"jubilant","joy"
"jubilant","positive"
"jubilant","surprise"
"jubilant","trust"
"jubilee","joy"
"jubilee","positive"
"jubilee","surprise"
"judgment","surprise"
"judicial","anticipation"
"judicial","positive"
"judicial","trust"
"judiciary","anticipation"
"judiciary","trust"
"judicious","positive"
"judicious","trust"
"jumble","negative"
"jump","joy"
"jump","positive"
"jungle","fear"
"junk","negative"
"junta","negative"
"jurisprudence","sadness"
"jurist","trust"
"jury","trust"
"justice","positive"
"justice","trust"
"justifiable","positive"
"justifiable","trust"
"justification","positive"
"juvenile","negative"
"keepsake","positive"
"ken","positive"
"kennel","sadness"
"kern","negative"
"kerosene","fear"
"keynote","positive"
"keystone","positive"
"khan","fear"
"khan","trust"
"kick","anger"
"kick","negative"
"kicking","anger"
"kidnap","anger"
"kidnap","fear"
"kidnap","negative"
"kidnap","sadness"
"kidnap","surprise"
"kill","fear"
"kill","negative"
"kill","sadness"
"killing","anger"
"killing","fear"
"killing","negative"
"killing","sadness"
"kind","joy"
"kind","positive"
"kind","trust"
"kindness","positive"
"kindred","anticipation"
"kindred","joy"
"kindred","positive"
"kindred","trust"
"king","positive"
"kiss","anticipation"
"kiss","joy"
"kiss","positive"
"kiss","surprise"
"kite","disgust"
"kite","negative"
"kitten","joy"
"kitten","positive"
"kitten","trust"
"knack","positive"
"knell","fear"
"knell","negative"
"knell","sadness"
"knickers","trust"
"knight","positive"
"knotted","negative"
"knowing","positive"
"knowledge","positive"
"kudos","joy"
"kudos","positive"
"label","trust"
"labor","anticipation"
"labor","joy"
"labor","positive"
"labor","surprise"
"labor","trust"
"labored","negative"
"labored","sadness"
"laborious","negative"
"labyrinth","anticipation"
"labyrinth","negative"
"lace","anger"
"lace","fear"
"lace","negative"
"lace","positive"
"lace","sadness"
"lace","trust"
"lack","negative"
"lacking","negative"
"lackluster","negative"
"laden","negative"
"lag","negative"
"lagging","anger"
"lagging","anticipation"
"lagging","disgust"
"lagging","negative"
"lagging","sadness"
"lair","negative"
"lamb","joy"
"lamb","positive"
"lamb","trust"
"lament","disgust"
"lament","fear"
"lament","negative"
"lament","sadness"
"lamenting","sadness"
"land","positive"
"landed","positive"
"landmark","trust"
"landslide","fear"
"landslide","negative"
"landslide","sadness"
"languid","negative"
"languish","negative"
"languishing","fear"
"languishing","negative"
"languishing","sadness"
"lapse","negative"
"larceny","disgust"
"larceny","negative"
"larger","disgust"
"larger","surprise"
"larger","trust"
"laser","positive"
"laser","trust"
"lash","anger"
"lash","fear"
"lash","negative"
"late","negative"
"late","sadness"
"lateness","negative"
"latent","anger"
"latent","anticipation"
"latent","disgust"
"latent","negative"
"latent","surprise"
"latrines","disgust"
"latrines","negative"
"laudable","positive"
"laugh","joy"
"laugh","positive"
"laugh","surprise"
"laughable","disgust"
"laughable","negative"
"laughing","joy"
"laughing","positive"
"laughter","anticipation"
"laughter","joy"
"laughter","positive"
"laughter","surprise"
"launch","anticipation"
"launch","positive"
"laureate","positive"
"laureate","trust"
"laurel","positive"
"laurels","joy"
"laurels","positive"
"lava","anger"
"lava","fear"
"lava","negative"
"lavatory","disgust"
"lavish","positive"
"law","trust"
"lawful","positive"
"lawful","trust"
"lawlessness","anger"
"lawlessness","fear"
"lawlessness","negative"
"lawsuit","anger"
"lawsuit","disgust"
"lawsuit","fear"
"lawsuit","negative"
"lawsuit","sadness"
"lawsuit","surprise"
"lawyer","anger"
"lawyer","disgust"
"lawyer","fear"
"lawyer","negative"
"lax","negative"
"lax","sadness"
"laxative","disgust"
"laxative","fear"
"laxative","negative"
"lazy","negative"
"lead","positive"
"leader","positive"
"leader","trust"
"leading","trust"
"league","positive"
"leak","negative"
"leakage","negative"
"leaky","negative"
"leaning","trust"
"learn","positive"
"learning","positive"
"leave","negative"
"leave","sadness"
"leave","surprise"
"lecturer","positive"
"leech","negative"
"leeches","disgust"
"leeches","fear"
"leeches","negative"
"leer","disgust"
"leer","negative"
"leery","surprise"
"leeway","positive"
"legal","positive"
"legal","trust"
"legalized","anger"
"legalized","fear"
"legalized","joy"
"legalized","positive"
"legalized","trust"
"legendary","positive"
"legibility","positive"
"legible","positive"
"legislator","trust"
"legislature","trust"
"legitimacy","trust"
"leisure","anticipation"
"leisure","joy"
"leisure","positive"
"leisure","surprise"
"leisure","trust"
"leisurely","positive"
"lemma","positive"
"lemon","disgust"
"lemon","negative"
"lender","trust"
"lenient","positive"
"leprosy","disgust"
"leprosy","fear"
"leprosy","negative"
"leprosy","sadness"
"lesbian","disgust"
"lesbian","negative"
"lesbian","sadness"
"lessen","anticipation"
"lessen","negative"
"lesser","disgust"
"lesser","negative"
"lesson","anticipation"
"lesson","positive"
"lesson","trust"
"lethal","disgust"
"lethal","fear"
"lethal","negative"
"lethal","sadness"
"lethargy","negative"
"lethargy","sadness"
"letter","anticipation"
"lettered","anticipation"
"lettered","positive"
"lettered","trust"
"leukemia","anger"
"leukemia","fear"
"leukemia","negative"
"leukemia","sadness"
"levee","trust"
"level","positive"
"level","trust"
"leverage","positive"
"levy","negative"
"lewd","disgust"
"lewd","negative"
"liaison","negative"
"liar","disgust"
"liar","negative"
"libel","anger"
"libel","fear"
"libel","negative"
"libel","trust"
"liberal","negative"
"liberal","positive"
"liberate","anger"
"liberate","anticipation"
"liberate","joy"
"liberate","positive"
"liberate","surprise"
"liberate","trust"
"liberation","anticipation"
"liberation","joy"
"liberation","positive"
"liberation","surprise"
"liberty","anticipation"
"liberty","joy"
"liberty","positive"
"liberty","surprise"
"liberty","trust"
"library","positive"
"lick","disgust"
"lick","negative"
"lie","anger"
"lie","disgust"
"lie","negative"
"lie","sadness"
"lieutenant","trust"
"lifeblood","positive"
"lifeless","fear"
"lifeless","negative"
"lifeless","sadness"
"lighthouse","positive"
"lightning","anger"
"lightning","fear"
"lightning","surprise"
"liking","joy"
"liking","positive"
"liking","trust"
"limited","anger"
"limited","negative"
"limited","sadness"
"limp","negative"
"lines","fear"
"linger","anticipation"
"linguist","positive"
"linguist","trust"
"lint","negative"
"lion","fear"
"lion","positive"
"liquor","anger"
"liquor","joy"
"liquor","negative"
"liquor","sadness"
"listless","negative"
"listless","sadness"
"lithe","positive"
"litigant","negative"
"litigate","anger"
"litigate","anticipation"
"litigate","disgust"
"litigate","fear"
"litigate","negative"
"litigate","sadness"
"litigation","negative"
"litigious","anger"
"litigious","disgust"
"litigious","negative"
"litter","negative"
"livid","anger"
"livid","disgust"
"livid","negative"
"loaf","negative"
"loafer","negative"
"loath","anger"
"loath","negative"
"loathe","anger"
"loathe","disgust"
"loathe","negative"
"loathing","disgust"
"loathing","negative"
"loathsome","anger"
"loathsome","disgust"
"loathsome","negative"
"lobbyist","negative"
"localize","anticipation"
"lockup","fear"
"lockup","negative"
"lockup","sadness"
"locust","fear"
"locust","negative"
"lodging","trust"
"lofty","negative"
"logical","positive"
"lone","sadness"
"loneliness","fear"
"loneliness","negative"
"loneliness","sadness"
"lonely","anger"
"lonely","disgust"
"lonely","fear"
"lonely","negative"
"lonely","sadness"
"lonesome","negative"
"lonesome","sadness"
"long","anticipation"
"longevity","positive"
"longing","anticipation"
"longing","sadness"
"loo","disgust"
"loo","negative"
"loom","anticipation"
"loom","fear"
"loom","negative"
"loon","disgust"
"loon","negative"
"loony","negative"
"loot","negative"
"lord","disgust"
"lord","negative"
"lord","positive"
"lord","trust"
"lordship","positive"
"lose","anger"
"lose","disgust"
"lose","fear"
"lose","negative"
"lose","sadness"
"lose","surprise"
"losing","anger"
"losing","negative"
"losing","sadness"
"loss","anger"
"loss","fear"
"loss","negative"
"loss","sadness"
"lost","negative"
"lost","sadness"
"lottery","anticipation"
"loudness","anger"
"loudness","negative"
"lounge","negative"
"louse","disgust"
"louse","negative"
"lovable","joy"
"lovable","positive"
"lovable","trust"
"love","joy"
"love","positive"
"lovely","anticipation"
"lovely","joy"
"lovely","positive"
"lovely","sadness"
"lovely","surprise"
"lovely","trust"
"lovemaking","joy"
"lovemaking","positive"
"lovemaking","trust"
"lover","anticipation"
"lover","joy"
"lover","positive"
"lover","trust"
"loving","joy"
"loving","positive"
"loving","trust"
"lower","negative"
"lower","sadness"
"lowering","negative"
"lowest","negative"
"lowest","sadness"
"lowlands","negative"
"lowly","negative"
"lowly","sadness"
"loyal","fear"
"loyal","joy"
"loyal","positive"
"loyal","surprise"
"loyal","trust"
"loyalty","positive"
"loyalty","trust"
"luck","anticipation"
"luck","joy"
"luck","positive"
"luck","surprise"
"lucky","joy"
"lucky","positive"
"lucky","surprise"
"ludicrous","negative"
"lull","anticipation"
"lumbering","negative"
"lump","negative"
"lumpy","disgust"
"lumpy","negative"
"lunacy","anger"
"lunacy","disgust"
"lunacy","fear"
"lunacy","negative"
"lunacy","sadness"
"lunatic","anger"
"lunatic","disgust"
"lunatic","fear"
"lunatic","negative"
"lunge","surprise"
"lurch","negative"
"lure","negative"
"lurid","disgust"
"lurid","negative"
"lurk","negative"
"lurking","negative"
"luscious","anticipation"
"luscious","joy"
"luscious","positive"
"lush","disgust"
"lush","negative"
"lush","sadness"
"lust","anticipation"
"lust","negative"
"luster","joy"
"luster","positive"
"lustful","negative"
"lustrous","positive"
"lusty","disgust"
"luxuriant","positive"
"luxurious","joy"
"luxurious","positive"
"luxury","joy"
"luxury","positive"
"lying","anger"
"lying","disgust"
"lying","negative"
"lynch","anger"
"lynch","disgust"
"lynch","fear"
"lynch","negative"
"lynch","sadness"
"lyre","joy"
"lyre","positive"
"lyrical","joy"
"lyrical","positive"
"mace","fear"
"mace","negative"
"machine","trust"
"mad","anger"
"mad","disgust"
"mad","fear"
"mad","negative"
"mad","sadness"
"madden","anger"
"madden","fear"
"madden","negative"
"madman","anger"
"madman","fear"
"madman","negative"
"madness","anger"
"madness","fear"
"madness","negative"
"mafia","fear"
"mafia","negative"
"mage","fear"
"maggot","disgust"
"maggot","negative"
"magical","anticipation"
"magical","joy"
"magical","positive"
"magical","surprise"
"magician","surprise"
"magnet","positive"
"magnet","trust"
"magnetism","positive"
"magnetite","positive"
"magnificence","anticipation"
"magnificence","joy"
"magnificence","positive"
"magnificence","trust"
"magnificent","anticipation"
"magnificent","joy"
"magnificent","positive"
"magnificent","surprise"
"magnificent","trust"
"maiden","positive"
"mail","anticipation"
"main","positive"
"mainstay","positive"
"mainstay","trust"
"maintenance","trust"
"majestic","anticipation"
"majestic","joy"
"majestic","positive"
"majestic","surprise"
"majestic","trust"
"majesty","positive"
"majesty","trust"
"major","positive"
"majority","joy"
"majority","positive"
"majority","trust"
"makeshift","negative"
"malady","negative"
"malaise","negative"
"malaise","sadness"
"malaria","disgust"
"malaria","fear"
"malaria","negative"
"malaria","sadness"
"malevolent","anger"
"malevolent","disgust"
"malevolent","fear"
"malevolent","negative"
"malevolent","sadness"
"malfeasance","disgust"
"malfeasance","negative"
"malformation","negative"
"malice","anger"
"malice","fear"
"malice","negative"
"malicious","anger"
"malicious","disgust"
"malicious","fear"
"malicious","negative"
"malicious","sadness"
"malign","anger"
"malign","disgust"
"malign","negative"
"malignancy","fear"
"malignancy","negative"
"malignancy","sadness"
"malignant","anger"
"malignant","fear"
"malignant","negative"
"malpractice","anger"
"malpractice","negative"
"mamma","trust"
"manage","positive"
"manage","trust"
"management","positive"
"management","trust"
"mandamus","fear"
"mandamus","negative"
"mandarin","positive"
"mandarin","trust"
"mange","disgust"
"mange","fear"
"mange","negative"
"mangle","anger"
"mangle","disgust"
"mangle","fear"
"mangle","negative"
"mangle","sadness"
"manhood","positive"
"mania","negative"
"maniac","anger"
"maniac","fear"
"maniac","negative"
"maniacal","negative"
"manifestation","fear"
"manifested","positive"
"manipulate","negative"
"manipulation","anger"
"manipulation","fear"
"manipulation","negative"
"manly","positive"
"manna","positive"
"mannered","positive"
"manners","positive"
"manslaughter","anger"
"manslaughter","disgust"
"manslaughter","fear"
"manslaughter","negative"
"manslaughter","sadness"
"manslaughter","surprise"
"manual","trust"
"manufacturer","positive"
"manure","disgust"
"manure","negative"
"mar","negative"
"march","positive"
"margin","negative"
"margin","sadness"
"marine","trust"
"marked","positive"
"marketable","positive"
"maroon","negative"
"marquis","positive"
"marriage","anticipation"
"marriage","joy"
"marriage","positive"
"marriage","trust"
"marrow","joy"
"marrow","positive"
"marrow","trust"
"marry","anticipation"
"marry","fear"
"marry","joy"
"marry","positive"
"marry","surprise"
"marry","trust"
"marshal","positive"
"marshal","trust"
"martial","anger"
"martingale","negative"
"martyr","fear"
"martyr","negative"
"martyr","sadness"
"martyrdom","fear"
"martyrdom","negative"
"martyrdom","sadness"
"marvel","positive"
"marvel","surprise"
"marvelous","joy"
"marvelous","positive"
"marvelously","joy"
"marvelously","positive"
"masculine","positive"
"masochism","anger"
"masochism","disgust"
"masochism","fear"
"masochism","negative"
"massacre","anger"
"massacre","disgust"
"massacre","fear"
"massacre","negative"
"massacre","sadness"
"massage","joy"
"massage","positive"
"master","positive"
"masterpiece","joy"
"masterpiece","positive"
"mastery","anger"
"mastery","joy"
"mastery","positive"
"mastery","trust"
"matchmaker","anticipation"
"mate","positive"
"mate","trust"
"materialism","negative"
"materialist","disgust"
"materialist","negative"
"maternal","anticipation"
"maternal","negative"
"maternal","positive"
"mathematical","trust"
"matrimony","anticipation"
"matrimony","joy"
"matrimony","positive"
"matrimony","trust"
"matron","positive"
"matron","trust"
"mausoleum","sadness"
"maxim","trust"
"maximum","positive"
"mayor","positive"
"meadow","positive"
"meandering","negative"
"meaningless","negative"
"meaningless","sadness"
"measles","disgust"
"measles","fear"
"measles","negative"
"measles","sadness"
"measure","trust"
"measured","positive"
"measured","trust"
"medal","anticipation"
"medal","joy"
"medal","positive"
"medal","surprise"
"medal","trust"
"meddle","anger"
"meddle","negative"
"mediate","anticipation"
"mediate","positive"
"mediate","trust"
"mediation","positive"
"mediator","anticipation"
"mediator","positive"
"mediator","trust"
"medical","anticipation"
"medical","fear"
"medical","positive"
"medical","trust"
"mediocre","negative"
"mediocrity","negative"
"meditate","anticipation"
"meditate","joy"
"meditate","positive"
"meditate","trust"
"mediterranean","positive"
"medley","positive"
"meek","sadness"
"melancholic","negative"
"melancholic","sadness"
"melancholy","negative"
"melancholy","sadness"
"melee","fear"
"melee","negative"
"melodrama","anger"
"melodrama","negative"
"melodrama","sadness"
"meltdown","negative"
"meltdown","sadness"
"memento","positive"
"memorable","joy"
"memorable","positive"
"memorable","surprise"
"memorable","trust"
"memorials","sadness"
"menace","anger"
"menace","fear"
"menace","negative"
"menacing","anger"
"menacing","fear"
"menacing","negative"
"mending","positive"
"menial","negative"
"menses","positive"
"mentor","positive"
"mentor","trust"
"mercenary","fear"
"mercenary","negative"
"merchant","trust"
"merciful","positive"
"merciless","fear"
"merciless","negative"
"mercy","positive"
"merge","anticipation"
"merge","positive"
"merit","positive"
"merit","trust"
"meritorious","joy"
"meritorious","positive"
"meritorious","trust"
"merriment","joy"
"merriment","positive"
"merriment","surprise"
"merry","joy"
"merry","positive"
"mess","disgust"
"mess","negative"
"messenger","trust"
"messy","disgust"
"messy","negative"
"metastasis","negative"
"methanol","negative"
"metropolitan","positive"
"mettle","positive"
"microscope","trust"
"microscopy","positive"
"midwife","anticipation"
"midwife","joy"
"midwife","negative"
"midwife","positive"
"midwife","trust"
"midwifery","positive"
"mighty","anger"
"mighty","fear"
"mighty","joy"
"mighty","positive"
"mighty","trust"
"mildew","disgust"
"mildew","negative"
"military","fear"
"militia","anger"
"militia","fear"
"militia","negative"
"militia","sadness"
"mill","anticipation"
"mime","positive"
"mimicry","negative"
"mimicry","surprise"
"mindful","positive"
"mindfulness","positive"
"minimize","negative"
"minimum","negative"
"ministry","joy"
"ministry","positive"
"ministry","trust"
"minority","negative"
"miracle","anticipation"
"miracle","joy"
"miracle","positive"
"miracle","surprise"
"miracle","trust"
"miraculous","joy"
"miraculous","positive"
"miraculous","surprise"
"mire","disgust"
"mire","negative"
"mirth","joy"
"mirth","positive"
"misbehavior","anger"
"misbehavior","disgust"
"misbehavior","negative"
"misbehavior","surprise"
"miscarriage","fear"
"miscarriage","negative"
"miscarriage","sadness"
"mischief","negative"
"mischievous","negative"
"misconception","anger"
"misconception","disgust"
"misconception","fear"
"misconception","negative"
"misconduct","disgust"
"misconduct","negative"
"miserable","anger"
"miserable","disgust"
"miserable","negative"
"miserable","sadness"
"miserably","negative"
"miserably","sadness"
"misery","anger"
"misery","disgust"
"misery","fear"
"misery","negative"
"misery","sadness"
"misfortune","fear"
"misfortune","negative"
"misfortune","sadness"
"misguided","disgust"
"misguided","negative"
"mishap","disgust"
"mishap","fear"
"mishap","negative"
"mishap","sadness"
"mishap","surprise"
"misinterpretation","negative"
"mislead","anger"
"mislead","fear"
"mislead","negative"
"mislead","trust"
"misleading","anger"
"misleading","disgust"
"misleading","negative"
"mismanagement","negative"
"mismatch","negative"
"misnomer","negative"
"misplace","anger"
"misplace","disgust"
"misplace","negative"
"misplaced","negative"
"misrepresent","negative"
"misrepresentation","negative"
"misrepresentation","sadness"
"misrepresented","anger"
"misrepresented","negative"
"missile","fear"
"missing","fear"
"missing","negative"
"missing","sadness"
"missionary","positive"
"misstatement","anger"
"misstatement","disgust"
"misstatement","negative"
"mistake","negative"
"mistake","sadness"
"mistaken","fear"
"mistaken","negative"
"mistress","anger"
"mistress","disgust"
"mistress","negative"
"mistrust","disgust"
"mistrust","fear"
"mistrust","negative"
"misunderstand","negative"
"misunderstanding","anger"
"misunderstanding","negative"
"misunderstanding","sadness"
"misuse","negative"
"mite","disgust"
"mite","negative"
"moan","fear"
"moan","sadness"
"moat","trust"
"mob","anger"
"mob","fear"
"mob","negative"
"mobile","anticipation"
"mockery","disgust"
"mockery","negative"
"mocking","anger"
"mocking","disgust"
"mocking","negative"
"mocking","sadness"
"model","positive"
"moderate","positive"
"moderator","positive"
"moderator","trust"
"modest","positive"
"modest","trust"
"modesty","positive"
"modify","surprise"
"molestation","anger"
"molestation","disgust"
"molestation","fear"
"molestation","negative"
"molestation","sadness"
"momentum","anticipation"
"momentum","positive"
"monetary","anticipation"
"monetary","positive"
"money","anger"
"money","anticipation"
"money","joy"
"money","positive"
"money","surprise"
"money","trust"
"monk","positive"
"monk","trust"
"monochrome","disgust"
"monochrome","negative"
"monogamy","trust"
"monopolist","negative"
"monsoon","negative"
"monsoon","sadness"
"monster","fear"
"monster","negative"
"monstrosity","anger"
"monstrosity","disgust"
"monstrosity","fear"
"monstrosity","negative"
"monstrosity","surprise"
"monument","positive"
"moody","anger"
"moody","negative"
"moody","sadness"
"moorings","trust"
"moot","negative"
"moral","anger"
"moral","positive"
"moral","trust"
"morality","positive"
"morality","trust"
"morals","anger"
"morals","anticipation"
"morals","disgust"
"morals","joy"
"morals","positive"
"morals","surprise"
"morals","trust"
"morbid","negative"
"morbid","sadness"
"morbidity","anger"
"morbidity","disgust"
"morbidity","fear"
"morbidity","negative"
"morbidity","sadness"
"morgue","disgust"
"morgue","fear"
"morgue","negative"
"morgue","sadness"
"moribund","negative"
"moribund","sadness"
"morn","anticipation"
"moron","negative"
"moronic","negative"
"morrow","anticipation"
"morsel","negative"
"mortal","negative"
"mortality","anger"
"mortality","fear"
"mortality","negative"
"mortality","sadness"
"mortar","positive"
"mortgage","fear"
"mortgagee","trust"
"mortgagor","fear"
"mortification","anticipation"
"mortification","disgust"
"mortification","fear"
"mortification","negative"
"mortification","sadness"
"mortuary","fear"
"mortuary","negative"
"mortuary","sadness"
"mosque","anger"
"mosquito","anger"
"mosquito","disgust"
"mosquito","negative"
"mother","anticipation"
"mother","joy"
"mother","negative"
"mother","positive"
"mother","sadness"
"mother","trust"
"motherhood","joy"
"motherhood","positive"
"motherhood","trust"
"motion","anticipation"
"motive","positive"
"mountain","anticipation"
"mourn","negative"
"mourn","sadness"
"mournful","anger"
"mournful","fear"
"mournful","negative"
"mournful","sadness"
"mourning","negative"
"mourning","sadness"
"mouth","surprise"
"mouthful","disgust"
"movable","positive"
"mover","positive"
"muck","disgust"
"muck","negative"
"mucous","disgust"
"mucus","disgust"
"mud","negative"
"muddle","negative"
"muddled","negative"
"muddy","disgust"
"muddy","negative"
"muff","anger"
"muff","disgust"
"muff","negative"
"mug","anger"
"mug","fear"
"mug","negative"
"mug","positive"
"mug","sadness"
"mule","anger"
"mule","negative"
"mule","trust"
"mum","fear"
"mum","negative"
"mumble","negative"
"mumps","negative"
"murder","anger"
"murder","disgust"
"murder","fear"
"murder","negative"
"murder","sadness"
"murder","surprise"
"murderer","anger"
"murderer","disgust"
"murderer","fear"
"murderer","negative"
"murderer","sadness"
"murderous","anger"
"murderous","disgust"
"murderous","fear"
"murderous","negative"
"murderous","sadness"
"murderous","surprise"
"murky","disgust"
"murky","negative"
"murky","sadness"
"muscular","positive"
"music","joy"
"music","positive"
"music","sadness"
"musical","anger"
"musical","anticipation"
"musical","joy"
"musical","positive"
"musical","sadness"
"musical","surprise"
"musical","trust"
"musket","fear"
"muss","negative"
"musty","disgust"
"musty","negative"
"mutable","anticipation"
"mutable","positive"
"mutant","negative"
"mutilated","disgust"
"mutilated","negative"
"mutilation","anger"
"mutilation","disgust"
"mutilation","fear"
"mutilation","negative"
"mutilation","sadness"
"mutiny","anger"
