"tmpID","ReligiousContributorInHome","PoliticalContributerInHome","DonatesEnvironmentCauseInHome","DonatesToCharityInHome","DonatestoAnimalWelfare","DonatestoArtsandCulture","DonatestoChildrensCauses","DonatestoHealthcare","DonatestoInternationalAidCauses","DonatestoVeteransCauses","DonatestoHealthcare1","DonatestoInternationalAidCauses1","DonatestoWildlifePreservation","DonatestoLocalCommunity"
1706,"","","Yes","Yes","","","","","","","","","Yes","Yes"
4890,"","","Unknown","Unknown","","","","","","","","","",""
3775,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","Yes"
5464,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
5543,"","","Unknown","Unknown","","","","","","","","","","Yes"
5120,"","","Yes","Yes","","","","","","","","","",""
5942,"","","Unknown","Unknown","","","","","","","","","",""
697,"","","Unknown","Yes","","","","","","","","","",""
752,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
5798,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2777,"","1 political contribution  in home","Unknown","Unknown","Yes","","","","","","","","",""
5690,"","","Unknown","Unknown","","","","","","","","","","Yes"
4743,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
4689,"","","Unknown","Yes","","","","","","","","","",""
4646,"","","Unknown","Unknown","","","","","","","","","",""
12,"","","Unknown","Yes","","","","","","","","","",""
904,"","","Unknown","Yes","","","","","","","","","",""
3479,"","","Unknown","Yes","","","","","","","","","",""
1659,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
208,"","","Yes","Unknown","","","","","","","","","",""
4662,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
2239,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
606,"","1 political contribution  in home","Yes","Unknown","","","","","","","","","Yes","Yes"
5417,"","2 political contributions in home","Unknown","Unknown","","","","","","","","","","Yes"
3,"","","Unknown","Unknown","","","","","","","","","",""
1528,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes",""
4860,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4037,"","","Unknown","Yes","","","","","","","","","",""
4505,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
2211,"","","Unknown","Unknown","","","","","","","","","",""
633,"","","Unknown","Yes","","","","","","","","","",""
5503,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","","","Yes","","",""
1790,"","3 political contributions in home","Unknown","Yes","","","","","","","","","",""
2818,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
5553,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
4284,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
3600,"","","Unknown","Yes","","","","","","","","","",""
622,"","","Unknown","Yes","","","","","","","","","",""
3603,"","","Unknown","Unknown","","","","","","","","","","Yes"
2380,"","","Yes","Yes","","","","","","","","","",""
1833,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
5496,"","","Unknown","Yes","","","","","","","","","",""
5625,"","","Unknown","Yes","","","","","","","","","",""
5083,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
3096,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","Yes","Yes"
3819,"","","Unknown","Unknown","","","","","","","","","Yes","Yes"
4487,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2871,"","","Unknown","Unknown","","","","","","","","","",""
3491,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
371,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
5583,"","","Unknown","Unknown","","","","","","","","","",""
562,"","","Unknown","Unknown","Yes","","","","","","","","",""
5638,"","","Unknown","Yes","","","","","","","","","",""
5991,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4894,"","","Unknown","Unknown","","","","","","","","","","Yes"
3742,"","","Unknown","Unknown","","","","","","","","","",""
3311,"","","Unknown","Yes","","","","","","","","","",""
1839,"","","Unknown","Unknown","","","","","","","","","Yes","Yes"
5156,"","","Unknown","Yes","","","","","","","","","",""
5525,"","","Unknown","Unknown","","","","","","","","","",""
983,"","","Unknown","Yes","Yes","","","Yes","","","Yes","","","Yes"
4934,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
5425,"","","Unknown","Yes","","","","","","","","","",""
4708,"","","Unknown","Yes","","","","","","","","","",""
2760,"","","Unknown","Unknown","","","","","","","","","","Yes"
2213,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4221,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
308,"","","Unknown","Yes","","","","","","","","","",""
5395,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4949,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2461,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4992,"","","Unknown","Yes","","","","","","","","","",""
282,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
1235,"","","Unknown","Yes","","","","","","","","","","Yes"
5396,"2 religious contributions in home","","Unknown","Unknown","","","","","","","","","",""
2821,"","","Unknown","Yes","","","","","","","","","",""
2268,"","","Unknown","Yes","","","","","","","","","","Yes"
5148,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","Yes",""
3470,"","2 political contributions in home","Unknown","Unknown","","","","","","","","","",""
4049,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1658,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
880,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4627,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2939,"","","Unknown","Yes","","","","","","","","","","Yes"
5615,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
2770,"","","Unknown","Unknown","","","","","","","","","",""
2784,"","","Unknown","Unknown","","","","","","","","","","Yes"
5320,"1 religious contribution  in home","","Unknown","Unknown","Yes","","","","","","","","","Yes"
15,"","","Unknown","Yes","","","","","","","","","",""
4804,"","","Unknown","Yes","","","","","","","","","",""
192,"","","Yes","Unknown","","","","","","","","","",""
5961,"","","Unknown","Yes","","","","","","","","","","Yes"
2015,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
2044,"","","Unknown","Yes","","","","","","","","","",""
3314,"","","Unknown","Yes","","","","","","","","","",""
3213,"","","Unknown","Yes","","","Yes","","","","","","","Yes"
1289,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4156,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4669,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
5351,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
2622,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","Yes",""
4696,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4257,"","","Unknown","Unknown","","","","","","","","","Yes",""
1298,"","","Yes","Yes","","","","","","","","","",""
5888,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
1699,"","","Unknown","Yes","","","","","","","","","","Yes"
402,"","","Unknown","Yes","","","","","","","","","",""
1199,"","","Unknown","Unknown","","","","","","","","","Yes","Yes"
3415,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
3883,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
3990,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
221,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
2120,"","","Unknown","Unknown","","","","","","","","","",""
2953,"","1 political contribution  in home","Unknown","Unknown","","","Yes","","","Yes","","","","Yes"
2488,"","","Unknown","Unknown","","","","","","","","","",""
2532,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
4977,"","","Unknown","Unknown","","","","Yes","","Yes","Yes","","","Yes"
3514,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","","Yes","","Yes",""
3670,"","","Unknown","Yes","","","","","","","","","",""
1301,"","","Unknown","Yes","","","","","","","","","",""
766,"","","Unknown","Unknown","","","","","","","","","",""
5026,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
5534,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","",""
4019,"","","Unknown","Unknown","","","","","","","","","",""
3575,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","Yes","","Yes","Yes","","Yes"
818,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
5161,"","1 political contribution  in home","Yes","Unknown","","","","","","","","","",""
324,"","","Unknown","Yes","","","","","","","","","",""
379,"","","Unknown","Unknown","","","","","","","","","","Yes"
922,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","","Yes"
3313,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
1804,"1 religious contribution  in home","","Unknown","Unknown","Yes","","","Yes","","","Yes","","",""
3786,"1 religious contribution  in home","","Unknown","Unknown","Yes","","","","","","","","",""
2152,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
5722,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2704,"","","Unknown","Unknown","","","","","","","","","",""
1226,"","","Unknown","Yes","","","","","","","","","",""
760,"","","Unknown","Yes","","","","","","","","","",""
939,"1 religious contribution  in home","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
3435,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","","Yes"
271,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","","Yes"
830,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","Yes",""
2297,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4198,"","","Unknown","Yes","","","","","","","","","","Yes"
2906,"","1 political contribution  in home","Yes","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
909,"","","Unknown","Unknown","","","","","","","","","",""
3292,"","","Unknown","Unknown","","","","","","","","","",""
3316,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","Yes"
4082,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
564,"","","Unknown","Unknown","","","","","","","","","",""
505,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
5494,"","","Unknown","Unknown","","","","","","","","","",""
5151,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","","Yes","","Yes","Yes"
4400,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
1800,"","","Unknown","Unknown","","","","","","","","","",""
1250,"","","Unknown","Yes","","","","","","","","","",""
1739,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
744,"","","Unknown","Unknown","","","","","","","","","",""
1340,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
2269,"","","Unknown","Unknown","","","","","","","","","",""
5826,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4259,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
2476,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes",""
1894,"","","Unknown","Yes","","","","","","","","","",""
4798,"","1 political contribution  in home","Unknown","Yes","","Yes","","","","","","","",""
1776,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
2124,"","","Unknown","Yes","","","","","","","","","",""
5328,"","","Unknown","Unknown","","","","","","","","","",""
1307,"","","Unknown","Yes","","","","","","","","","Yes","Yes"
2944,"","","Unknown","Unknown","","","Yes","","","","","","Yes","Yes"
463,"","","Unknown","Yes","","","","","","","","","",""
2496,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5480,"","","Unknown","Yes","","","","","","","","","",""
2409,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
4864,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
648,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
3451,"","","Unknown","Unknown","","","","","","","","","",""
5883,"","","Unknown","Yes","","","","","","","","","",""
3356,"","1 political contribution  in home","Unknown","Yes","","","Yes","","","","","","","Yes"
195,"","","Unknown","Yes","Yes","","","","","","","","",""
1216,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
1136,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
972,"1 religious contribution  in home","","Yes","Unknown","","","","","","","","","",""
4362,"","","Unknown","Unknown","Yes","","","","","","","","",""
2372,"","","Unknown","Yes","","","","","","","","","",""
3688,"","","Unknown","Yes","Yes","","","","","","","","",""
2973,"","","Unknown","Unknown","","","","","","","","","",""
2978,"","","Unknown","Yes","","","","","","","","","",""
5876,"","","Unknown","Yes","","","","","","","","","",""
1420,"","","Unknown","Unknown","","","","","","","","","",""
4771,"","","Unknown","Yes","","","","","","","","","",""
669,"","","Unknown","Yes","","","","","","","","","",""
340,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","Yes","","","","","","","","",""
5206,"","","Unknown","Unknown","","","","","","","","","",""
1418,"","","Unknown","Yes","","","","","","","","","",""
3198,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
2750,"","","Unknown","Unknown","","","","","","","","","",""
2358,"","","Unknown","Unknown","","","","","","","","","",""
1202,"","","Unknown","Unknown","","","","","","","","","","Yes"
3289,"","","Unknown","Unknown","","","","","","","","","",""
332,"","","Unknown","Yes","","","","","","","","","",""
2916,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","Yes","","","","","","","","",""
4407,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
5260,"","","Unknown","Yes","","","","","","","","","",""
4891,"","","Unknown","Yes","","","","","","","","","",""
3879,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
3493,"","2 political contributions in home","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
2672,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1806,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
2997,"","1 political contribution  in home","Unknown","Unknown","Yes","","Yes","Yes","","Yes","Yes","","Yes","Yes"
3971,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4563,"","","Unknown","Unknown","","","","","","","","","",""
4665,"","","Unknown","Unknown","","","","","","","","","",""
1798,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","Yes"
5034,"","","Unknown","Unknown","","","","","","","","","",""
519,"","","Unknown","Unknown","","","","Yes","","Yes","Yes","","","Yes"
1464,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
2956,"","","Unknown","Yes","","","","","","","","","",""
3591,"","","Unknown","Yes","","","","","","","","","",""
721,"","","Unknown","Yes","","","","","","","","","",""
1392,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
265,"","","Unknown","Yes","","","","","","","","","",""
4234,"","","Unknown","Yes","","","","","","","","","",""
237,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","","Yes"
3924,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3223,"","","Unknown","Unknown","","","","","","","","","",""
1919,"","","Unknown","Unknown","","","","","","","","","",""
5492,"","","Unknown","Yes","","","","","","","","","",""
5519,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","Yes","Yes"
4365,"","","Yes","Unknown","","","","","","","","","",""
5257,"","","Unknown","Unknown","","","","","","","","","",""
3326,"","","Unknown","Yes","","","","","","","","","",""
941,"","","Unknown","Yes","","","","","","","","","","Yes"
4494,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
4406,"1 religious contribution  in home","","Yes","Unknown","","","","","","","","","",""
372,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
3691,"","","Yes","Yes","","","","","","","","","",""
555,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
907,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes",""
3849,"","","Unknown","Yes","","","","","","","","","",""
955,"","","Unknown","Unknown","","","","Yes","","Yes","Yes","","Yes","Yes"
2028,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5549,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
5138,"","","Unknown","Unknown","","","","","","","","","",""
5729,"","","Yes","Unknown","","","","","","","","","",""
3669,"","","Unknown","Yes","","","","","","","","","","Yes"
3729,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3960,"","","Unknown","Unknown","","","","","","","","","",""
5304,"","","Unknown","Unknown","","","","","","","","","",""
5322,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
459,"","","Unknown","Unknown","","","","","","","","","Yes","Yes"
5703,"","","Unknown","Yes","","","","","","","","","",""
3769,"","","Unknown","Yes","","","","","","","","","",""
3686,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
239,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1497,"","","Unknown","Yes","","","","","","","","","",""
5305,"1 religious contribution  in home","","Yes","Unknown","","","","","","","","","",""
427,"1 religious contribution  in home","","Yes","Yes","","","","","","Yes","","","","Yes"
3664,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
1861,"","","Unknown","Yes","","","","","","","","","Yes","Yes"
4706,"","","Unknown","Yes","","","","","","","","","",""
620,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes",""
58,"1 religious contribution  in home","","Unknown","Unknown","","","","Yes","","","Yes","","",""
5073,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
628,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
1040,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
273,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
2286,"","","Yes","Unknown","","","","","","","","","",""
5337,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
4336,"","","Unknown","Unknown","","","","","","","","","",""
315,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4664,"","","Unknown","Unknown","Yes","","","Yes","","Yes","Yes","","Yes","Yes"
2099,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4074,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
341,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5323,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
2571,"","","Unknown","Yes","","","","","","","","","Yes","Yes"
1480,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","",""
2030,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
3805,"","","Unknown","Unknown","","","","","","","","","",""
1076,"","","Unknown","Unknown","","","","","","","","","",""
4938,"","","Unknown","Yes","","","","","","","","","",""
1483,"1 religious contribution  in home","1 political contribution  in home","Yes","Yes","","","","","","","","","","Yes"
1787,"","","Unknown","Unknown","","","","","","","","","","Yes"
4536,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
5803,"","","Unknown","Yes","Yes","","","","","","","","",""
5223,"","","Unknown","Yes","","","","","","","","","",""
3320,"","","Yes","Unknown","","","","","","","","","",""
2345,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
2118,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
4787,"","","Unknown","Yes","","","","","","Yes","","","","Yes"
3869,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
286,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
2591,"1 religious contribution  in home","1 political contribution  in home","Yes","Yes","","","","","","","","","",""
4567,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3727,"","","Unknown","Unknown","","","","","","","","","",""
5233,"","","Unknown","Unknown","","","","","","","","","",""
4202,"","","Unknown","Yes","","","","","","","","","",""
3717,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
1145,"","","Unknown","Yes","Yes","","Yes","Yes","","","Yes","","Yes","Yes"
5854,"","","Unknown","Unknown","","","","","","","","","",""
5275,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
5014,"","","Unknown","Unknown","","","","","","","","","",""
3256,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","Yes","Yes","","Yes","Yes"
4761,"","","Unknown","Yes","","","","","","","","","",""
521,"","","Unknown","Yes","Yes","","","","","","","","",""
4820,"","","Unknown","Unknown","","","","","","","","","",""
2166,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
2456,"1 religious contribution  in home","","Unknown","Unknown","Yes","","","","","","","","",""
5721,"","","Unknown","Unknown","","","","","","","","","",""
4093,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
3171,"","","Unknown","Yes","","","","","","","","","",""
802,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
33,"","","Unknown","Unknown","Yes","","","","","","","","",""
2952,"","","Unknown","Yes","","","","","","","","","",""
865,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
2910,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
3404,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4075,"","","Unknown","Yes","","","","","","","","","",""
3651,"","","Unknown","Yes","","","","","","","","","",""
1869,"","","Unknown","Unknown","","","","","","","","","",""
553,"","2 political contributions in home","Yes","Yes","","","","","","","","","",""
1968,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
2705,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1196,"","","Unknown","Unknown","Yes","","","","","","","","",""
4355,"","","Unknown","Yes","Yes","Yes","Yes","Yes","","","Yes","","",""
1939,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
612,"","","Unknown","Unknown","","","","","","","","","",""
2399,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
8,"","","Unknown","Unknown","","","Yes","","","","","","","Yes"
4901,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
3609,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
1912,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
2352,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3550,"1 religious contribution  in home","","Unknown","Unknown","Yes","","","","","","","","",""
5739,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","","Yes"
2344,"","","Unknown","Yes","","","","","","","","","",""
4367,"","","Unknown","Unknown","","","","","","","","","Yes",""
837,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
516,"","","Unknown","Yes","","","","","","","","","","Yes"
3643,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
2647,"","","Unknown","Unknown","","","","","","","","","",""
641,"","","Unknown","Unknown","","","","","","","","","",""
4125,"","","Unknown","Yes","","","","","","","","","",""
790,"","","Unknown","Yes","","","","","","","","","",""
5385,"","","Yes","Yes","","","","","","","","","",""
1204,"","","Unknown","Unknown","","","","","","","","","",""
3743,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2032,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
4294,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
2143,"6 religious contributions in home","","Unknown","Yes","","","","","","","","","",""
5642,"","1 political contribution  in home","Unknown","Unknown","Yes","","","","","","","","",""
3533,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1384,"","","Unknown","Unknown","","","","","","","","","",""
3102,"","","Unknown","Unknown","","","","","","","","","",""
2965,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
1781,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1866,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
5680,"","2 political contributions in home","Unknown","Unknown","","","","","","","","","",""
4060,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
682,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1756,"","","Unknown","Unknown","","","","","","","","","",""
5952,"","","Unknown","Unknown","","","","","","","","","","Yes"
4762,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
3009,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2436,"","","Unknown","Unknown","","","","","","","","","",""
1625,"","","Unknown","Unknown","Yes","","","","","","","","",""
5775,"","","Unknown","Yes","","","","","","","","","","Yes"
4224,"","","Unknown","Unknown","","","","","","","","","",""
3328,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
3972,"","","Unknown","Yes","","","","","","","","","",""
2856,"","","Unknown","Yes","","","","","","","","","Yes","Yes"
1554,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
1353,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
3636,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5919,"","","Unknown","Yes","","","","","","","","","",""
5816,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
4191,"","","Unknown","Unknown","Yes","","","","","","","","",""
250,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4590,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
157,"","","Unknown","Yes","Yes","","","","","","","","","Yes"
3226,"","","Unknown","Yes","","","","","","","","","",""
2387,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","Yes","Yes"
3426,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
2355,"","1 political contribution  in home","Unknown","Yes","Yes","","","","","","","","",""
889,"","","Unknown","Unknown","","","","","","","","","","Yes"
495,"","","Unknown","Unknown","","","","","","","","","",""
2726,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4084,"","","Unknown","Unknown","","","","","","","","","","Yes"
3532,"","","Unknown","Yes","","","","","","","","","",""
2060,"","","Unknown","Unknown","","","","","","","","","",""
1687,"","1 political contribution  in home","Yes","Yes","","","","","","","","","","Yes"
5085,"","","Unknown","Unknown","","","","","","","","","","Yes"
952,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4935,"","","Yes","Unknown","","","","","","","","","",""
5209,"","","Unknown","Yes","","","","","","Yes","","","Yes","Yes"
5544,"","","Unknown","Unknown","","","","","","","","","",""
4623,"","1 political contribution  in home","Unknown","Unknown","Yes","","","","","","","","",""
1918,"","","Unknown","Yes","","","","","","","","","",""
4834,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
223,"6 religious contributions in home","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
3640,"","","Yes","Yes","","","","","","","","","","Yes"
2899,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
5725,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
3460,"","","Unknown","Unknown","","","","","","","","","",""
1675,"","","Unknown","Unknown","","","","","","","","","",""
3260,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
5050,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","Yes","Yes"
2955,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
1429,"","","Yes","Yes","","","Yes","","","","","","Yes","Yes"
1674,"","","Unknown","Unknown","","","","","","","","","",""
2555,"","","Yes","Unknown","","","","","","","","","",""
1354,"","","Unknown","Yes","Yes","","","","","","","","",""
3434,"","","Unknown","Unknown","","","","","","","","","",""
