"tmpID","FamilyMagazineInHome","FemaleOrientedMagazineInHome","ReligiousMagazineInHome","GardeningMagazineInHome","CulinaryInterestMagazineInHome","HealthFitnessMagazineInHome","DoItYourselfMagazineInHome","FinancialMagazineInHome","InterestinCurrentAffairsPoliticsInHousehold"
1413,"3 family-oriented magazine purchases","3 female magazine purchases","","","2 culinary magazine purchases","6 health and fitness magazine purchases","6 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
5226,"","","","","","","","","Yes"
1057,"","","","","","","","","Yes"
2460,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","4 financial magazine purchases",""
806,"1 family-oriented magazine purchase ","","","","","","","",""
3453,"","","","","","","","",""
5966,"","","","","","","","1 financial magazine purchase ","Yes"
1980,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","5 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases","Yes"
4809,"1 family-oriented magazine purchase ","","","","","","","",""
4514,"","","","","","","","",""
3119,"","","","","","","","","Yes"
4836,"","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
2307,"","","","","","","","",""
3992,"2 family-oriented magazine purchases","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","5 Do-It-Yourself magazine purchases","","Yes"
5519,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
5518,"","","","","","5 health and fitness magazine purchases","","",""
5638,"","","","","","","","",""
2879,"","","","","","","","",""
1624,"","","","","","","","",""
774,"","","","","","1 health and fitness magazine purchase ","","",""
718,"","","","","","","","",""
5784,"1 family-oriented magazine purchase ","","","","","6 health and fitness magazine purchases","","4 financial magazine purchases",""
5196,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ","Yes"
2412,"","","","","","","","",""
2510,"","","","","","","","",""
4718,"","","","","","","","",""
30,"","","","","","","","",""
1044,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
4493,"","","","","","","","",""
3319,"","","","","","","","",""
4035,"","","","","","","","",""
3735,"","","","1 gardening magazine purchase ","","4 health and fitness magazine purchases","4 Do-It-Yourself magazine purchases","",""
5576,"4 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
3376,"","","","","","","","",""
1264,"","","","","","","","",""
2584,"","","","","","","","1 financial magazine purchase ",""
3125,"","","","","","","","","Yes"
3690,"","","","","","","","","Yes"
1354,"","","","","","","","",""
1591,"3 family-oriented magazine purchases","","","","","","1 Do-It-Yourself magazine purchase ","",""
387,"","","","","","","","","Yes"
5296,"","","","","","","","","Yes"
3395,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","Yes"
115,"","","","","","","","",""
5117,"","","","","","5 health and fitness magazine purchases","","",""
3791,"","","","","","","","",""
2297,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","","","",""
4269,"","","","","","","","",""
4934,"","","","","","","","",""
529,"","","","","","","","","Yes"
5709,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ",""
5424,"","","","","","","","",""
5361,"","","","","","","","",""
3162,"3 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
5869,"1 family-oriented magazine purchase ","","","","","","","",""
5553,"","","","","","","","",""
2968,"1 family-oriented magazine purchase ","","","","","","","",""
407,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
5693,"","","","","","","","",""
5461,"","","","","","","","",""
1842,"","","1 religious magazine purchase ","","","","","",""
520,"","","","","","","","",""
5315,"1 family-oriented magazine purchase ","","","","","","","",""
393,"","","","","","","","",""
3602,"","","","","","","","",""
3242,"","","","","","","","",""
3580,"","","","","","","","",""
4143,"","","","","","","","",""
5429,"","","","","","","","",""
3369,"","","","","","2 health and fitness magazine purchases","","",""
1412,"","","","","","","","",""
2547,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","","Yes"
1068,"","","","","","","","",""
3467,"","","","","","","","",""
2588,"","","","","","5 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
1709,"","","","","","","","",""
1994,"","","","","","","","","Yes"
901,"2 family-oriented magazine purchases","","","","","","","2 financial magazine purchases","Yes"
4115,"","","","","","1 health and fitness magazine purchase ","","",""
4211,"","","","","","","","",""
5430,"","","","","","","","",""
2410,"","","","","","2 health and fitness magazine purchases","","",""
337,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","","1 Do-It-Yourself magazine purchase ","","Yes"
2058,"1 family-oriented magazine purchase ","","","","","","","3 financial magazine purchases",""
4981,"","","","","","","","",""
3824,"","","","","","","","",""
2374,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
3477,"","","","","","","","",""
768,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","3 financial magazine purchases",""
3584,"","","","","","","","",""
4633,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
965,"","","","","","","","",""
5186,"","","","","","","","","Yes"
5617,"","","","","","","","","Yes"
4789,"","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","","Yes"
4360,"","","","","","","","",""
5637,"","","","","","","","","Yes"
3532,"","","","","","","","",""
617,"","","","","","","","",""
4277,"","","","","","","","",""
1691,"","","","","","","","1 financial magazine purchase ",""
3848,"","","","","","","","",""
3895,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","","",""
1500,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","2 financial magazine purchases",""
66,"","","","","","1 health and fitness magazine purchase ","","",""
2920,"","","","","","","","",""
1103,"","","","","","","","","Yes"
2424,"","","","","","","","",""
4525,"","","","","","","","","Yes"
5172,"","","","","","","","",""
3740,"","","","","","1 health and fitness magazine purchase ","","","Yes"
3148,"","","","","","","","",""
4434,"","","","","","","","","Yes"
4926,"","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
1128,"1 family-oriented magazine purchase ","","","2 gardening magazine purchases","","","1 Do-It-Yourself magazine purchase ","",""
2373,"","","","","","","","",""
5438,"","","","","","","","",""
4568,"1 family-oriented magazine purchase ","","","","","","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
2681,"","","","","","","","",""
14,"","","","","","","","",""
5460,"","","","","","","","",""
2544,"","","","","","","","",""
2638,"","","","","","","","",""
5700,"","","","","","4 health and fitness magazine purchases","","",""
4676,"","","","","","1 health and fitness magazine purchase ","","","Yes"
3249,"","","","","","","","",""
618,"","","","","","","","",""
648,"3 family-oriented magazine purchases","","","","1 culinary magazine purchase ","8 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
4473,"","","","","","","","",""
42,"","","","","","","","","Yes"
119,"","","","","","","","",""
1289,"","","","","","","","",""
4088,"","","","","","","","","Yes"
795,"","","","","","","","",""
1763,"","","","","","","","",""
2057,"","","","","","1 health and fitness magazine purchase ","","","Yes"
5679,"","","","","","","","",""
4045,"","","","","","","","",""
4697,"","","","","","2 health and fitness magazine purchases","","",""
4148,"","","","","","","","",""
2445,"","","","","","","","",""
3611,"","","","","","","","",""
3051,"","","","","","","","",""
4918,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","",""
2288,"","","","","","","","",""
2193,"","","","","","5 health and fitness magazine purchases","","1 financial magazine purchase ",""
2805,"","","","","","","","",""
1180,"","","","3 gardening magazine purchases","","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
1048,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
4352,"","","","","","","","",""
1874,"","","","","","","","","Yes"
5645,"","","","","","","","",""
1238,"","","","","","","","",""
3758,"","","","","","","","","Yes"
4375,"","","","","","","","",""
5492,"","","","","","","","",""
1315,"","","","","","","","",""
735,"1 family-oriented magazine purchase ","","","","","","","",""
5600,"","","","","","","","","Yes"
5563,"","","","","","","","",""
5302,"","","","","","","","",""
4687,"","","","","","","","",""
2066,"","","","","","","","","Yes"
1592,"","","","","","","","",""
5409,"","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
3805,"","","","","","","","",""
131,"2 family-oriented magazine purchases","","","2 gardening magazine purchases","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","2 financial magazine purchases",""
5112,"","","","","","1 health and fitness magazine purchase ","","",""
5858,"","","","","","","","",""
5120,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
2523,"","","","","","1 health and fitness magazine purchase ","","",""
850,"","","","","","","","1 financial magazine purchase ",""
2428,"","","","","","","","",""
5731,"","","","","","","","","Yes"
382,"","","","","","","","",""
4683,"","","","","","","","",""
3443,"","","","","","","","",""
5788,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","","","","2 financial magazine purchases","Yes"
1761,"","","","","","","","",""
3973,"","","","","","","","",""
4486,"1 family-oriented magazine purchase ","","","","","3 health and fitness magazine purchases","","",""
4759,"","","","","","","","","Yes"
1120,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
3488,"","","","","","","","",""
3028,"","","","","","","","",""
3545,"","1 female magazine purchase ","","","","","","1 financial magazine purchase ",""
4046,"","","","","","","","",""
4326,"","","","","","","","",""
4223,"2 family-oriented magazine purchases","","","","1 culinary magazine purchase ","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
1182,"1 family-oriented magazine purchase ","","","","","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
3473,"","","","","","","","",""
4797,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","1 culinary magazine purchase ","1 health and fitness magazine purchase ","","2 financial magazine purchases",""
2395,"","","","","","","","",""
5040,"","","","","","1 health and fitness magazine purchase ","","",""
3323,"","","","","","","","",""
3445,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
5786,"1 family-oriented magazine purchase ","","","","","","","",""
1025,"","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","",""
2141,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","","",""
2046,"","","","","","1 health and fitness magazine purchase ","","",""
4531,"","","","","","","","",""
3302,"1 family-oriented magazine purchase ","","","","","","","",""
3010,"","","","","","","","",""
2195,"","","","","","","","","Yes"
4163,"","","","","","","","",""
2747,"","","","","","","","","Yes"
5662,"4 family-oriented magazine purchases","","","1 gardening magazine purchase ","1 culinary magazine purchase ","4 health and fitness magazine purchases","","4 financial magazine purchases",""
5190,"3 family-oriented magazine purchases","","","","","","1 Do-It-Yourself magazine purchase ","5 financial magazine purchases","Yes"
4810,"","","","","","","","",""
3508,"","","","","","","","","Yes"
4743,"4 family-oriented magazine purchases","2 female magazine purchases","","","","6 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","",""
3929,"","","","","","","","",""
3099,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
4066,"","","","","","","","",""
1973,"","","","","","","","",""
3681,"1 family-oriented magazine purchase ","","","","","","","","Yes"
5721,"","","","","","","","",""
5068,"","","","","","","","","Yes"
953,"","","","","","","","",""
1287,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","","Yes"
2187,"","","","","","","","",""
277,"","1 female magazine purchase ","","","","","","",""
5597,"","","","","","1 health and fitness magazine purchase ","","",""
905,"","1 female magazine purchase ","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
297,"","","","","","","","",""
2682,"","","","","","","","",""
3607,"","","","","","3 health and fitness magazine purchases","","",""
4570,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","2 financial magazine purchases","Yes"
1184,"4 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","3 financial magazine purchases",""
5305,"","","","","","","","",""
787,"","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ","Yes"
5021,"","","","","","","","",""
5219,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","7 health and fitness magazine purchases","","4 financial magazine purchases",""
3750,"","","","","","","","",""
1836,"","","","","","","","",""
4252,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","5 financial magazine purchases",""
3029,"","","","","","","","1 financial magazine purchase ",""
3544,"","","","","","","","","Yes"
1923,"","","","","","","","",""
4798,"","","","","","","","",""
346,"","","","","","","1 Do-It-Yourself magazine purchase ","",""
5168,"","","","","","","","","Yes"
4848,"","","","","","","","",""
4318,"","","","","","2 health and fitness magazine purchases","","",""
4367,"4 family-oriented magazine purchases","","","1 gardening magazine purchase ","2 culinary magazine purchases","1 health and fitness magazine purchase ","","4 financial magazine purchases",""
2889,"","","","","","1 health and fitness magazine purchase ","","",""
3310,"","","","","","","","",""
3496,"","","","","","","","",""
2139,"1 family-oriented magazine purchase ","","","","","","","",""
4007,"1 family-oriented magazine purchase ","","","","","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
3853,"","","","","","","","",""
1616,"","","","","","","","","Yes"
1987,"","","","","","3 health and fitness magazine purchases","","","Yes"
1840,"","","","","","","","",""
17,"","","","","","","","",""
1719,"","","","","","","","",""
4849,"","","","","","","","1 financial magazine purchase ","Yes"
5669,"","","","","","","","","Yes"
4180,"","","","","","","","",""
2995,"","","","","","","","",""
2707,"","","","","","","","",""
4893,"2 family-oriented magazine purchases","1 female magazine purchase ","","2 gardening magazine purchases","2 culinary magazine purchases","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
2478,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
4350,"","","","","","","","",""
1659,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","5 health and fitness magazine purchases","","1 financial magazine purchase ",""
4108,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","1 culinary magazine purchase ","9 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","5 financial magazine purchases",""
1074,"","","","","","","","",""
1685,"","","","","","","","","Yes"
3982,"","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
823,"4 family-oriented magazine purchases","1 female magazine purchase ","","","1 culinary magazine purchase ","4 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","3 financial magazine purchases",""
1054,"3 family-oriented magazine purchases","2 female magazine purchases","","3 gardening magazine purchases","","9 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
5522,"","","","","","","","",""
3118,"","","","","","","","",""
5697,"","","","","","","","",""
5354,"","","","","","","","",""
604,"","","","","","","","",""
1479,"","","","","","","","2 financial magazine purchases",""
3117,"","","","","","","","",""
1152,"2 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
1713,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ","Yes"
2572,"","","","","","1 health and fitness magazine purchase ","","","Yes"
1648,"","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
3951,"","","","","","","","","Yes"
2690,"","","","","","","","",""
2599,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","2 financial magazine purchases",""
4186,"","","","","","","","",""
1013,"","","","","","","","",""
672,"","","","","","","","1 financial magazine purchase ",""
3635,"","","","","","","","",""
632,"","1 female magazine purchase ","","","","","","",""
2930,"","","","","","","","",""
810,"","","","","","","","",""
4624,"","","","","","","","",""
2915,"","","","","","","","",""
2589,"","","","","","","","",""
4437,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","5 health and fitness magazine purchases","","","Yes"
2084,"","","","","","","","",""
3200,"","","","","","","","",""
2189,"","","","","","1 health and fitness magazine purchase ","","",""
5055,"","","","","","","","","Yes"
1727,"","","","","","2 health and fitness magazine purchases","","",""
3831,"3 family-oriented magazine purchases","","","","","","","",""
130,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","2 health and fitness magazine purchases","","",""
4380,"","","","","","1 health and fitness magazine purchase ","","","Yes"
3752,"","","","","","","","","Yes"
5060,"","","","","","","","","Yes"
4401,"","","","","","2 health and fitness magazine purchases","","","Yes"
3869,"1 family-oriented magazine purchase ","1 female magazine purchase ","","1 gardening magazine purchase ","2 culinary magazine purchases","1 health and fitness magazine purchase ","","2 financial magazine purchases",""
3169,"","","","","","","","","Yes"
4776,"2 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
1383,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ",""
4987,"","","","","","","","",""
3388,"","","","","","","","",""
5946,"","","","","","","","",""
3855,"","","","","","","","","Yes"
902,"","","","","","","","",""
1789,"","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
4412,"","","","","","","","",""
1384,"","","","","","","","",""
2246,"","","","","","","","",""
2615,"1 family-oriented magazine purchase ","","","","","","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
338,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","3 financial magazine purchases",""
3680,"","","","","","2 health and fitness magazine purchases","","","Yes"
1327,"","","","","","1 health and fitness magazine purchase ","","",""
5207,"","2 female magazine purchases","","","","1 health and fitness magazine purchase ","","",""
2512,"2 family-oriented magazine purchases","","","","","5 health and fitness magazine purchases","","3 financial magazine purchases",""
5644,"","","","","","3 health and fitness magazine purchases","","",""
4151,"","","","","","","","",""
3727,"","","","","","","","","Yes"
484,"6 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
5558,"","","","","","","","",""
3006,"","","","","","2 health and fitness magazine purchases","","",""
1915,"","","","","","","","","Yes"
5792,"3 family-oriented magazine purchases","1 female magazine purchase ","","","","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ","Yes"
1147,"1 family-oriented magazine purchase ","","","","","5 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
1651,"","","","","","","","",""
4780,"","","","","","","","","Yes"
3653,"","1 female magazine purchase ","","","","","","","Yes"
5778,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
5895,"","","","","","","","",""
1567,"","","","","","1 health and fitness magazine purchase ","","",""
576,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
1926,"4 family-oriented magazine purchases","","","1 gardening magazine purchase ","1 culinary magazine purchase ","1 health and fitness magazine purchase ","","",""
5304,"","","1 religious magazine purchase ","","","1 health and fitness magazine purchase ","","","Yes"
2940,"","","","","","","","",""
594,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","","Yes"
570,"","","","","","","","",""
4464,"","","","","","","","",""
3397,"","","","","","","","",""
1907,"","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
3313,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","2 health and fitness magazine purchases","","","Yes"
4424,"1 family-oriented magazine purchase ","","","","","","","",""
3228,"","","","","","","","",""
141,"","","","","","3 health and fitness magazine purchases","","","Yes"
3804,"","","","","","","","",""
1519,"1 family-oriented magazine purchase ","","","","","4 health and fitness magazine purchases","","",""
209,"","","","","","","","",""
4476,"","","","","","1 health and fitness magazine purchase ","","","Yes"
251,"","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","",""
4287,"4 family-oriented magazine purchases","1 female magazine purchase ","","","1 culinary magazine purchase ","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","2 financial magazine purchases",""
2763,"","","","","","","","",""
3045,"","","","","","1 health and fitness magazine purchase ","","",""
2483,"","","","","","","","",""
2207,"","","","","","","","",""
358,"3 family-oriented magazine purchases","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","2 financial magazine purchases",""
4801,"","","","","","","","",""
3223,"2 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","","",""
3095,"","","","","","","","",""
1312,"","","","","","","","","Yes"
1034,"","","","","","1 health and fitness magazine purchase ","","",""
1106,"","","","","","","","",""
5856,"1 family-oriented magazine purchase ","","","","","","","",""
4309,"","","","","","","","","Yes"
2069,"","","","","","","","",""
1877,"","","","","","","","",""
4261,"","","","","","","","",""
37,"","","","","","1 health and fitness magazine purchase ","","","Yes"
2132,"2 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","3 financial magazine purchases",""
958,"2 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","","6 financial magazine purchases",""
1977,"","","","","","","","",""
1767,"","","","","","","","",""
1679,"","","","","","1 health and fitness magazine purchase ","","",""
5912,"","","","","","","","","Yes"
3511,"2 family-oriented magazine purchases","","","","","","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
5410,"","","","","","","","",""
1640,"","","","","","2 health and fitness magazine purchases","","",""
1661,"","","","","","","","",""
3492,"2 family-oriented magazine purchases","1 female magazine purchase ","","1 gardening magazine purchase ","2 culinary magazine purchases","1 health and fitness magazine purchase ","","",""
2884,"","","","","","","","",""
5237,"","","","","","","","","Yes"
2913,"","","","","","","","",""
5081,"1 family-oriented magazine purchase ","","","","","","","",""
3591,"","","","","","","","",""
2865,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","1 culinary magazine purchase ","","","","Yes"
796,"","","","","","","","",""
375,"","","","","","","","",""
2590,"","","","","","","","",""
2265,"1 family-oriented magazine purchase ","2 female magazine purchases","","1 gardening magazine purchase ","1 culinary magazine purchase ","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
3060,"1 family-oriented magazine purchase ","","","","","","","","Yes"
3873,"","","","","","","","",""
5813,"","","","","","","","",""
5725,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ","Yes"
3994,"","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
2663,"","","","","","","","",""
859,"","","","","","","","",""
4300,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","","","Yes"
2454,"","","","","","5 health and fitness magazine purchases","","3 financial magazine purchases",""
283,"","","","","","","","",""
552,"","","","","","","","","Yes"
4749,"1 family-oriented magazine purchase ","","","","","","","",""
1819,"","","","","","","","",""
172,"","","","","","","","",""
3175,"","","","","","1 health and fitness magazine purchase ","","",""
1895,"1 family-oriented magazine purchase ","","","","","5 health and fitness magazine purchases","","",""
3774,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","3 culinary magazine purchases","6 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
3798,"","","","","","1 health and fitness magazine purchase ","","",""
2848,"","","","","","","","","Yes"
615,"","","","","","","","",""
3710,"1 family-oriented magazine purchase ","","","","","4 health and fitness magazine purchases","","2 financial magazine purchases","Yes"
142,"","","","","","","","",""
2617,"","","","","","","","","Yes"
1991,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","","","1 financial magazine purchase ",""
3730,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","","","","Yes"
1324,"","","","","","","","",""
2672,"","","","","","","","",""
4478,"","","","","","","","",""
2303,"","","","","","","","",""
5336,"","","","","","2 health and fitness magazine purchases","","",""
1779,"","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ","Yes"
2155,"","","","","","","","",""
1670,"","","","","","","","",""
330,"","","","","","","","",""
2906,"","","","","","","","",""
547,"","","","","","","","",""
1388,"","","","","","","","",""
3144,"","","","","","","","",""
1543,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
471,"","","","","","1 health and fitness magazine purchase ","","",""
2370,"","","","","","","","",""
5431,"","","","","","1 health and fitness magazine purchase ","","4 financial magazine purchases",""
778,"","1 female magazine purchase ","","","","2 health and fitness magazine purchases","","",""
4610,"","","","","","","","",""
614,"","","","","","","","",""
4978,"","","","","","","","",""
5227,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","1 culinary magazine purchase ","3 health and fitness magazine purchases","","2 financial magazine purchases",""
3295,"","","","","","","","",""
610,"","","","","","","","",""
5935,"3 family-oriented magazine purchases","","","","","","","",""
3000,"","","","","","","","",""
1553,"","","","","","","","",""
1930,"2 family-oriented magazine purchases","","","","","","","1 financial magazine purchase ",""
1249,"","","","","","","","",""
456,"","","","","","","","","Yes"
4874,"","","","","","","","",""
1139,"","","","","","","","",""
4543,"","","","","","1 health and fitness magazine purchase ","","",""
2864,"","","","","","","","",""
1067,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","","",""
4919,"","","","","","","","","Yes"
1347,"","","","","","","","",""
4529,"","","","","","","","",""
2092,"","","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","","Yes"
5978,"1 family-oriented magazine purchase ","","","","","","","",""
1656,"","","","","","","","",""
681,"","","","","","","","","Yes"
4013,"","","","","","","","",""
3131,"","","","","","","","",""
3513,"","","","1 gardening magazine purchase ","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
3800,"","","","1 gardening magazine purchase ","","","","","Yes"
3610,"","","","","","","","",""
4433,"","","","","","1 health and fitness magazine purchase ","","",""
4246,"","","","","","","","",""
419,"2 family-oriented magazine purchases","","","","","","","",""
3737,"","1 female magazine purchase ","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
963,"","","","","","","","",""
5888,"","","1 religious magazine purchase ","","","1 health and fitness magazine purchase ","","","Yes"
3025,"","","","","","","","",""
313,"","","","","","","","",""
4508,"","","","","","","","1 financial magazine purchase ",""
4351,"1 family-oriented magazine purchase ","","","","","","1 Do-It-Yourself magazine purchase ","","Yes"
1688,"2 family-oriented magazine purchases","","","3 gardening magazine purchases","1 culinary magazine purchase ","5 health and fitness magazine purchases","6 Do-It-Yourself magazine purchases","2 financial magazine purchases",""
4081,"","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
396,"4 family-oriented magazine purchases","1 female magazine purchase ","","","","4 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","3 financial magazine purchases",""
1341,"1 family-oriented magazine purchase ","","","","","","","",""
5926,"","","","","","1 health and fitness magazine purchase ","","","Yes"
3454,"","","","","","","","",""
5764,"2 family-oriented magazine purchases","","","","1 culinary magazine purchase ","4 health and fitness magazine purchases","","",""
1286,"","","","","","","","",""
1107,"","","","","","","","",""
2165,"","","","","","1 health and fitness magazine purchase ","","",""
1569,"","","","","","","","",""
1104,"","","","","","","","",""
5979,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","","","",""
234,"3 family-oriented magazine purchases","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","5 financial magazine purchases",""
982,"","","","","","1 health and fitness magazine purchase ","","",""
4114,"","","","","","1 health and fitness magazine purchase ","","",""
3002,"","","","","","","","",""
3502,"","","","","","","","","Yes"
1095,"","","","","","","","",""
4753,"","","","","","","","1 financial magazine purchase ",""
