"tmpID","ReligiousContributorInHome","PoliticalContributerInHome","DonatesEnvironmentCauseInHome","DonatesToCharityInHome","DonatestoAnimalWelfare","DonatestoArtsandCulture","DonatestoChildrensCauses","DonatestoHealthcare","DonatestoInternationalAidCauses","DonatestoVeteransCauses","DonatestoHealthcare1","DonatestoInternationalAidCauses1","DonatestoWildlifePreservation","DonatestoLocalCommunity"
633,"","","Unknown","Unknown","","","","","","","","","",""
1568,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
3000,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
10035,"","","Unknown","Yes","Yes","","","","","","","","",""
1808,"","","Unknown","Unknown","","","","","","","","","",""
2915,"","","Unknown","Yes","","","","","","","","","",""
3391,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
8685,"","","Unknown","Unknown","","","","","","","","","","Yes"
13013,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
11926,"","","Unknown","Yes","","Yes","","Yes","","","Yes","","Yes","Yes"
2,"","7 political contributions in home","Unknown","Yes","","","","","","","","","",""
14458,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
1485,"","","Unknown","Unknown","","","","","","","","","",""
4371,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
1398,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
8233,"","1 political contribution  in home","Unknown","Unknown","","","","","","Yes","","","","Yes"
5142,"","1 political contribution  in home","Yes","Unknown","","","","","","","","","",""
309,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
8160,"","","Yes","Unknown","","","","Yes","","","Yes","","Yes","Yes"
14702,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
11615,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
4323,"","","Unknown","Unknown","","","","","","","","","",""
10456,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
8388,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4718,"","4 political contributions in home","Unknown","Yes","","","","","","","","","",""
3528,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","","Yes","Yes","","","Yes"
1999,"","","Unknown","Yes","","","","","","","","","",""
12058,"","","Yes","Unknown","","","","Yes","","Yes","Yes","","","Yes"
11393,"","2 political contributions in home","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
3285,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
10551,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4832,"","","Unknown","Yes","Yes","","","","","","","","",""
10206,"","","Unknown","Unknown","","","","","","","","","",""
8178,"1 religious contribution  in home","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
12553,"","1 political contribution  in home","Unknown","Yes","Yes","","","Yes","","","Yes","","","Yes"
7353,"","","Unknown","Yes","Yes","","","","","","","","",""
4875,"","","Unknown","Unknown","","","","","","","","","",""
335,"","","Unknown","Yes","","","","","","","","","",""
6306,"","","Unknown","Yes","","","","","","","","","",""
1279,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
8409,"","","Unknown","Yes","","","","","","","","","",""
8304,"","","Unknown","Unknown","","","","","","","","","",""
14301,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
6829,"","","Unknown","Yes","","","","","","","","","",""
7201,"","","Unknown","Yes","","","","","","","","","",""
1306,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
5464,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
9160,"1 religious contribution  in home","","Unknown","Unknown","Yes","","","","","","","","",""
11769,"","","Unknown","Yes","","","","","","","","","",""
3669,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
3174,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
545,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","","","Yes","","",""
14508,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes",""
11750,"1 religious contribution  in home","","Unknown","Unknown","","","","Yes","Yes","","Yes","Yes","","Yes"
981,"","","Unknown","Yes","","","","","","","","","","Yes"
10020,"1 religious contribution  in home","","Unknown","Unknown","","","Yes","","","","","","",""
2279,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
11467,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
12583,"","","Unknown","Yes","","","","","","","","","",""
11160,"","","Unknown","Unknown","","","","","","","","","",""
4639,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
9352,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1166,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
7903,"","","Unknown","Unknown","","","","","","","","","",""
9003,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes",""
9462,"","","Yes","Yes","","Yes","","","","","","","",""
3220,"","","Unknown","Unknown","","Yes","","","","","","","",""
7004,"","","Unknown","Yes","","","","","","","","","",""
2853,"","","Unknown","Yes","","","","","","","","","","Yes"
14494,"","","Unknown","Unknown","","","","","","","","","",""
10721,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
11038,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5703,"","","Unknown","Yes","","","","","","","","","",""
14455,"","","Unknown","Yes","","","","","","","","","",""
5306,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
14119,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes",""
8707,"","","Unknown","Unknown","","","","","","","","","",""
14372,"","","Unknown","Unknown","","","","","","","","","",""
9167,"","","Unknown","Unknown","","","","","","Yes","","","","Yes"
7091,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
10705,"","","Yes","Unknown","Yes","","","","","","","","",""
2667,"","","Unknown","Yes","","","","","","","","","","Yes"
13972,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
6421,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
8619,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
3475,"","","Unknown","Yes","","","","","","","","","",""
7065,"","","Unknown","Yes","","","","","","","","","",""
2333,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
12055,"","","Unknown","Yes","","","Yes","","","","","","Yes","Yes"
2027,"","3 political contributions in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
14454,"","","Unknown","Yes","","","","","","","","","",""
9553,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
14686,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
1515,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
8299,"","","Unknown","Yes","","","","","","","","","",""
9321,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
2756,"","","Unknown","Unknown","","","","","","","","","",""
2107,"","","Unknown","Unknown","","","","","","","","","",""
4334,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
4450,"","","Unknown","Yes","","","","","","","","","",""
3782,"","","Unknown","Unknown","","","","","","","","","",""
12133,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
5571,"","","Unknown","Yes","","","","","","","","","",""
356,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
11224,"3 religious contributions in home","","Unknown","Yes","","","","","","","","","",""
2034,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
10234,"","","Unknown","Unknown","","","","","","","","","",""
4322,"","","Unknown","Unknown","","","","","","","","","","Yes"
3136,"","","Yes","Yes","","","","","","","","","",""
5906,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
1332,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
4611,"","","Unknown","Unknown","","","","","","","","","","Yes"
11083,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
13797,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","",""
14158,"","","Yes","Unknown","","","Yes","Yes","","","Yes","","Yes","Yes"
13106,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
3067,"","","Unknown","Unknown","","","","","","","","","",""
7064,"","","Unknown","Yes","","","","","","","","","",""
9327,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2896,"","","Yes","Unknown","","","","Yes","","Yes","Yes","","","Yes"
13816,"","","Unknown","Unknown","Yes","","","","","","","","",""
7170,"1 religious contribution  in home","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
6817,"","","Unknown","Yes","","","","","","","","","","Yes"
373,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
1654,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
3406,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
14228,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
5953,"","","Unknown","Unknown","","","","","","","","","",""
11048,"","2 political contributions in home","Unknown","Unknown","","","","","","","","","",""
11953,"","","Unknown","Yes","","","","","","","","","",""
7368,"","","Unknown","Unknown","","","","","","","","","",""
7781,"","","Unknown","Yes","","","","","","","","","",""
7633,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
466,"2 religious contributions in home","","Unknown","Yes","","","","","","","","","","Yes"
2010,"","1 political contribution  in home","Unknown","Yes","Yes","","","Yes","","Yes","Yes","","","Yes"
1256,"","","Unknown","Unknown","","","","","","","","","",""
10124,"","","Unknown","Yes","","","","","","","","","","Yes"
452,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
10317,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
3953,"","","Unknown","Yes","","","","","","","","","","Yes"
5556,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
2595,"","","Unknown","Yes","","","","","","","","","",""
320,"1 religious contribution  in home","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
2489,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
2967,"","","Unknown","Yes","","","","Yes","","Yes","Yes","","Yes","Yes"
8567,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","Yes","Yes","","Yes","Yes"
11258,"","","Unknown","Unknown","","","","","","","","","",""
14088,"","","Unknown","Yes","","","","","","","","","",""
2868,"","","Yes","Unknown","","","","","","","","","",""
4085,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
11124,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
1301,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
996,"","","Unknown","Unknown","","","","","","","","","",""
58,"","","Unknown","Yes","","","","Yes","","Yes","Yes","","",""
11345,"","","Unknown","Unknown","","","","","","","","","",""
12745,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
2422,"","","Unknown","Yes","","","","","","","","","",""
13037,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
1477,"","","Unknown","Yes","","","","","","","","","",""
3454,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
8922,"","","Unknown","Unknown","Yes","","","","","","","","",""
150,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2073,"","","Unknown","Unknown","","","","Yes","","Yes","Yes","","","Yes"
7369,"","","Yes","Yes","","","Yes","Yes","","","Yes","","","Yes"
12954,"","","Unknown","Yes","Yes","","Yes","Yes","","Yes","Yes","","","Yes"
8320,"","","Unknown","Yes","","","","","","","","","",""
1176,"2 religious contributions in home","","Unknown","Yes","","","","","","","","","",""
10266,"","","Unknown","Yes","","","","","","","","","",""
8867,"","","Unknown","Yes","","","","","","","","","",""
798,"","","Unknown","Yes","","","","","","","","","",""
2930,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
3900,"","","Unknown","Unknown","","","","","","","","","",""
6670,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
10657,"","","Unknown","Yes","","","","","","","","","",""
11885,"","","Unknown","Yes","","","","","","","","","",""
7407,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","Yes","Yes"
5073,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
7692,"","","Unknown","Unknown","Yes","","","","","","","","",""
10792,"","","Unknown","Unknown","","","","","","","","","",""
592,"","","Unknown","Unknown","","","","","","","","","",""
12137,"","1 political contribution  in home","Unknown","Yes","Yes","","","","","","","","",""
14513,"","","Unknown","Yes","","","","","","","","","",""
3010,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
1609,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
7774,"","1 political contribution  in home","Unknown","Yes","Yes","","","","","","","","",""
10717,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
444,"","","Unknown","Yes","Yes","","","","","","","","Yes",""
14145,"","","Unknown","Yes","","","","","","","","","",""
12396,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
8557,"","","Unknown","Yes","","","","","","","","","","Yes"
5120,"3 religious contributions in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
2434,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
12720,"","","Unknown","Unknown","","","","","","","","","",""
11628,"","","Unknown","Unknown","","","","","","","","","",""
6368,"","","Unknown","Unknown","","","","","","","","","",""
10403,"","","Unknown","Unknown","","","","","","","","","",""
10380,"","","Unknown","Unknown","","","","","","","","","",""
6111,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
5202,"","","Yes","Yes","","","","","","","","","",""
14669,"","","Unknown","Yes","","","","","","","","","",""
7367,"","","Unknown","Yes","","","","","","","","","",""
3822,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
6592,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
9624,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
12902,"","","Unknown","Yes","","","","","","","","","","Yes"
8710,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
10303,"","","Unknown","Unknown","","","","","","","","","",""
6286,"1 religious contribution  in home","","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
8127,"1 religious contribution  in home","","Yes","Yes","","","","","","","","","",""
9682,"","","Unknown","Unknown","","","","","","","","","",""
6595,"","1 political contribution  in home","Unknown","Yes","Yes","","","","","","","","",""
13203,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
4397,"","","Unknown","Yes","","","","","","","","","",""
11626,"","","Unknown","Yes","","","","","","","","","","Yes"
3858,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","","Yes"
4664,"","","Unknown","Yes","Yes","","","","","","","","","Yes"
14958,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
4926,"","","Unknown","Unknown","","","","","","","","","",""
12267,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1647,"","","Unknown","Unknown","","","","","","","","","",""
11864,"","","Unknown","Unknown","","","","","","","","","",""
11247,"1 religious contribution  in home","","Unknown","Yes","Yes","","","","","","","","",""
11717,"","","Unknown","Yes","","","","","","","","","",""
12903,"","","Unknown","Unknown","","","","","","","","","",""
13492,"","","Yes","Unknown","","","","","","","","","",""
13722,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
7640,"","","Unknown","Yes","","","","","","","","","",""
2690,"","","Unknown","Unknown","","","","","","","","","",""
4122,"","","Unknown","Unknown","","","","","","","","","",""
12159,"","","Unknown","Unknown","","","","","","","","","","Yes"
9797,"","","Unknown","Yes","","","","","","","","","Yes","Yes"
6580,"","","Unknown","Yes","Yes","","","","","","","","",""
3305,"","","Unknown","Unknown","","","","","","","","","",""
4544,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
5074,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
11563,"","","Unknown","Unknown","","","","","","","","","",""
14188,"","","Unknown","Unknown","Yes","","","","","","","","",""
6624,"","4 political contributions in home","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
6114,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
11235,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2408,"","","Unknown","Yes","","","","","","","","","",""
13054,"","","Unknown","Unknown","","","","","","","","","",""
843,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3422,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
3286,"","","Unknown","Unknown","","","","","","","","","",""
8322,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
13685,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3888,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
1956,"","","Unknown","Yes","","","","","","","","","",""
4460,"","","Unknown","Unknown","","","","","","Yes","","","","Yes"
10333,"1 religious contribution  in home","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
6210,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","Yes"
10675,"","","Unknown","Unknown","","","","","","","","","",""
7244,"","","Unknown","Yes","","","","","","","","","",""
4161,"1 religious contribution  in home","","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
6267,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
6036,"","","Unknown","Yes","","","","","","","","","",""
8896,"","","Unknown","Yes","","","","","","","","","",""
1980,"","","Unknown","Unknown","","","","","","Yes","","","","Yes"
10893,"","","Yes","Yes","","","","","","","","","",""
13461,"","","Unknown","Unknown","","","","","","","","","",""
2925,"","","Unknown","Unknown","Yes","","","","","","","","",""
411,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
10061,"","1 political contribution  in home","Yes","Yes","","","","","","","","","",""
7706,"","","Unknown","Unknown","","","","","","","","","",""
1946,"","","Unknown","Yes","","","","","","","","","","Yes"
14662,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
5981,"","","Unknown","Unknown","","","","","","","","","","Yes"
12251,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
5008,"","","Unknown","Yes","","","","","","","","","",""
3648,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","Yes"
3635,"","","Unknown","Unknown","Yes","","","","","","","","",""
13295,"","","Unknown","Unknown","","","","","","","","","","Yes"
149,"","","Unknown","Unknown","","","","","","","","","","Yes"
3585,"","","Unknown","Unknown","Yes","","","","","","","","",""
85,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
7536,"","","Unknown","Unknown","","","","","","","","","",""
12363,"","","Yes","Unknown","","","","","","","","","",""
10631,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1027,"","","Unknown","Yes","","","","","","","","","",""
2259,"","","Unknown","Yes","","","","","","","","","","Yes"
2362,"1 religious contribution  in home","","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
540,"","","Unknown","Unknown","","","","","","","","","",""
6094,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4143,"","","Unknown","Yes","","","","","","","","","",""
11072,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
12719,"","","Unknown","Yes","","","","","","","","","","Yes"
14471,"","","Unknown","Unknown","","","","","","","","","Yes","Yes"
5862,"","","Unknown","Unknown","","","","","","","","","",""
3127,"","","Unknown","Yes","","","","","","","","","",""
6949,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
11374,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
286,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
7530,"","","Unknown","Unknown","","","Yes","","","","","","","Yes"
11010,"","","Unknown","Yes","","","","","","","","","",""
8236,"","","Unknown","Unknown","","","","","","","","","",""
5662,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","Yes"
12468,"","","Unknown","Yes","","","","","","","","","",""
2180,"","","Unknown","Yes","","","","","","","","","",""
11391,"2 religious contributions in home","","Unknown","Unknown","","","","","","","","","",""
2680,"","","Unknown","Yes","","","","","","","","","",""
9365,"","","Unknown","Unknown","","","","","","","","","",""
4634,"","","Unknown","Unknown","","","","","","","","","",""
11246,"","","Unknown","Yes","","","","","","","","","",""
14699,"","","Yes","Unknown","","","","","","","","","",""
4064,"","","Yes","Unknown","","","","","","","","","",""
9406,"","","Unknown","Yes","","","","","","","","","","Yes"
2439,"","","Unknown","Unknown","Yes","","","","","","","","","Yes"
1354,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
7784,"","","Unknown","Yes","","","Yes","","","","","","","Yes"
391,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
87,"","","Unknown","Unknown","","","","","","","","","",""
1240,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
740,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
7564,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
3826,"","","Unknown","Yes","","","","","","","","","",""
13305,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
6468,"","","Unknown","Yes","","","","","","","","","","Yes"
14680,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
11503,"","","Unknown","Unknown","","","","","","","","","","Yes"
9943,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
3029,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1249,"","","Unknown","Unknown","Yes","","","","","","","","",""
14221,"","","Unknown","Unknown","Yes","","","","","","","","",""
13993,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
12660,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2652,"","","Yes","Unknown","","","","","","","","","",""
5777,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3013,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
12912,"","1 political contribution  in home","Unknown","Yes","Yes","","","","","","","","",""
14920,"","","Unknown","Unknown","","","","","","","","","",""
11869,"1 religious contribution  in home","","Unknown","Yes","Yes","","","Yes","","","Yes","","",""
5964,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
9900,"","","Unknown","Yes","","","","","","","","","",""
8581,"","","Unknown","Yes","","","","","","","","","",""
11654,"","","Unknown","Yes","","","","","","","","","",""
3115,"","","Unknown","Yes","","","","","","","","","",""
12284,"","","Unknown","Yes","","","","","","","","","","Yes"
539,"2 religious contributions in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
3065,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
8762,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
11776,"","","Yes","Yes","","","","","","","","","",""
1864,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
5083,"","","Unknown","Yes","","","","","","","","","",""
5353,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
2379,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
6203,"","","Unknown","Yes","","","","","","","","","",""
1854,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
9825,"","","Unknown","Yes","","","","","","","","","",""
14822,"","","Yes","Unknown","","","","","","","","","",""
13314,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
11881,"","","Unknown","Unknown","","","","","","","","","",""
7428,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
338,"","","Unknown","Unknown","Yes","","","","","","","","",""
10691,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
7768,"","","Unknown","Yes","","","","","","","","","",""
6953,"","","Unknown","Yes","","","","","","","","","",""
9285,"","","Unknown","Yes","","","","","","","","","",""
2615,"","","Unknown","Yes","","","","","","","","","",""
1909,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5509,"","","Unknown","Unknown","","","","","","","","","",""
110,"","1 political contribution  in home","Unknown","Yes","","","","","","Yes","","","Yes","Yes"
7946,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
5579,"","","Unknown","Unknown","","","Yes","","","Yes","","","Yes","Yes"
11344,"","","Unknown","Yes","","","","","","","","","",""
11445,"","","Unknown","Yes","","","","","","","","","",""
2251,"","","Unknown","Yes","","","","","","","","","","Yes"
13147,"","","Yes","Unknown","","","","","","","","","","Yes"
8276,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
530,"","","Unknown","Yes","","Yes","","","","","","","",""
12844,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
6668,"","","Unknown","Yes","","","","","","","","","","Yes"
1489,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
13683,"","","Unknown","Unknown","","","","","","","","","",""
10279,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","Yes"
12752,"","","Yes","Unknown","","","","","","","","","Yes","Yes"
4493,"1 religious contribution  in home","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
8308,"","","Unknown","Yes","","","","","","","","","",""
8661,"","","Unknown","Yes","","","","","","","","","",""
4427,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
3673,"","1 political contribution  in home","Unknown","Unknown","Yes","","","","","","","","",""
7312,"","","Unknown","Yes","","","","","","","","","",""
221,"","","Unknown","Unknown","","","","","","","","","","Yes"
13119,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
14761,"","","Unknown","Unknown","","","","","","","","","",""
2513,"","7 political contributions in home","Unknown","Yes","","","","Yes","","","Yes","","Yes",""
9965,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
9649,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
13804,"","6 political contributions in home","Unknown","Yes","","","","","","","","","Yes",""
14030,"","","Unknown","Unknown","","","","","","","","","",""
2866,"","","Unknown","Yes","","","","","","","","","",""
10770,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
7797,"","","Unknown","Yes","","","","","","","","","",""
3804,"","","Unknown","Unknown","Yes","","","","","","","","",""
495,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
3143,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
13376,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2006,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2268,"","","Yes","Unknown","","","","","","","","","",""
13067,"","","Yes","Unknown","","","","Yes","","","Yes","","",""
6436,"","","Unknown","Unknown","","","","","","","","","",""
9151,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
4542,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
11772,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
3494,"","","Unknown","Unknown","","","","","","","","","",""
5446,"2 religious contributions in home","","Unknown","Unknown","","","","","","","","","","Yes"
154,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
7223,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
10420,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","Yes","Yes"
7049,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
10213,"","","Unknown","Unknown","","","","","","","","","","Yes"
13483,"","","Unknown","Yes","","","","","","","","","","Yes"
2716,"","","Unknown","Unknown","","Yes","","","","","","","",""
9758,"","","Unknown","Yes","Yes","","","","","","","","",""
6071,"","","Yes","Yes","","","","","","","","","",""
10427,"1 religious contribution  in home","","Unknown","Unknown","","","","","","Yes","","","","Yes"
7097,"","","Unknown","Unknown","","","","","","","","","",""
