"tmpID","PartiesDescription","ReligionsDescription","LikelyUnionMember","GunOwner","Veteran","supportsAffordableCareAct","supportsGayMarriage","supportsGunControl","supportsTaxesRaise","overallsocialviews","DonatestoConservativeCauses","DonatestoLiberalCauses"
900,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4160,"Republican","","","Unknown","Unknown","","","","","","",""
2208,"Republican","","","Unknown","Unknown","","","","","","",""
3466,"Democratic","","","Unknown","Unknown","","","","","","",""
301,"Democratic","Jewish","","Yes","Yes","","","","","","",""
1732,"Democratic","","","Unknown","Unknown","","","","","","",""
444,"Republican","","","Unknown","Unknown","","Oppose","","","Conservative","",""
3464,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
379,"Republican","Christian","","Yes","Unknown","","","","","","",""
2433,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
1056,"Republican","","","Unknown","Unknown","","","","","","",""
1550,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2399,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
590,"Democratic","","","Unknown","Unknown","","","","","","",""
3071,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
3265,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5244,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
874,"Democratic","","","Unknown","Unknown","","","","","","",""
3803,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3000,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3370,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
296,"Republican","Protestant","","Unknown","Yes","","","","","","",""
3817,"Democratic","Eastern Orthodox","","Unknown","Unknown","","","","","","",""
4856,"Republican","Protestant","","Unknown","Unknown","","","","","Liberal","",""
4657,"Non-Partisan","","","Yes","Unknown","","","","","","",""
5217,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4304,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
1578,"Non-Partisan","Catholic","","Unknown","Unknown","","","","","","",""
4398,"Republican","","","Unknown","Unknown","","","","","","",""
1882,"Democratic","Catholic","","Yes","Unknown","","","","","","",""
4815,"Republican","Protestant","","Yes","Unknown","","","","","","",""
3204,"Non-Partisan","Protestant","","Yes","Yes","","","","","","",""
482,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1765,"Democratic","","","Unknown","Unknown","","","","","","",""
162,"Republican","Protestant","","Yes","Unknown","","","","","","",""
3345,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
1731,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3390,"Republican","","","Yes","Unknown","","","","","","",""
3484,"Republican","","","Unknown","Unknown","","","","","","",""
3355,"Democratic","Christian","","Unknown","Unknown","","","","","","",""
361,"Non-Partisan","","","Unknown","Unknown","","Oppose","","","Conservative","",""
195,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
878,"Republican","","","Unknown","Unknown","","","","","","",""
2169,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
869,"Democratic","Greek Orthodox","","Unknown","Unknown","","","","","","",""
2666,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
952,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
5889,"Republican","","","Unknown","Unknown","","","","","","",""
1920,"Republican","Catholic","Yes","Unknown","Unknown","","","","","","",""
2507,"Democratic","","","Yes","Unknown","","","","","","",""
1688,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4155,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
509,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1537,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
676,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
1363,"Republican","","","Unknown","Unknown","","","","","","",""
86,"Democratic","","","Unknown","Unknown","","","","","","",""
5676,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1408,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4192,"Democratic","","","Unknown","Unknown","","","","","","",""
4786,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
4528,"Republican","","","Unknown","Unknown","","","","","","",""
5272,"Republican","","","Yes","Unknown","","","","","","",""
2718,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1021,"Republican","Protestant","","Yes","Unknown","","","","","","",""
5533,"Republican","","","Unknown","Unknown","","","","","","",""
1858,"Democratic","","","Unknown","Unknown","","","","","","",""
4172,"Democratic","","","Yes","Unknown","","","","","","",""
4562,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3881,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
5559,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4701,"Democratic","","","Unknown","Unknown","","","","","","",""
5744,"Democratic","","","Unknown","Unknown","","","","","","",""
5409,"Republican","Protestant","","Yes","Unknown","","","","","","",""
4301,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
4118,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4338,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4821,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4385,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5641,"Democratic","Protestant","Yes","Unknown","Unknown","","Oppose","","Oppose","","",""
3523,"Republican","","","Unknown","Unknown","","","","","","",""
1396,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
2468,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
231,"Non-Partisan","Catholic","","Unknown","Unknown","","","","","","",""
5043,"Democratic","","","Unknown","Unknown","","","","","","",""
3089,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5030,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
2296,"Democratic","Protestant","Yes","Yes","Unknown","","","","","","",""
3005,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
2969,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5847,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3969,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4215,"Republican","","","Unknown","Unknown","","","","","","",""
303,"Democratic","","","Yes","Unknown","","","","","","",""
462,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4645,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2032,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
994,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2131,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1001,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
588,"Democratic","","","Unknown","Unknown","","","","","","",""
2633,"Democratic","","","Yes","Unknown","","","","","","",""
4530,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2543,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5459,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
635,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
204,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3048,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5442,"Democratic","Catholic","","Yes","Unknown","","","","","","",""
2178,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2083,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2171,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
932,"Republican","","","Unknown","Unknown","","","","","","",""
4869,"Republican","","","Unknown","Unknown","","","","","","",""
5789,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
5269,"Democratic","","","Unknown","Unknown","","","","","","",""
5139,"Democratic","","","Unknown","Unknown","","","","","","",""
4159,"Democratic","","","Unknown","Unknown","","","","","","",""
2638,"Democratic","","","Unknown","Unknown","","","","","","",""
1591,"Democratic","","","Unknown","Unknown","","","","","","",""
4612,"Republican","","","Unknown","Unknown","","","","","","",""
146,"Non-Partisan","Protestant","","Unknown","Unknown","Support","","","","","",""
1473,"Democratic","","","Unknown","Unknown","","","","","","",""
531,"Democratic","Christian","","Unknown","Unknown","","","","","","",""
2387,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2643,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
5550,"Republican","Protestant","","Yes","Unknown","","","","","","",""
5458,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3594,"Democratic","","","Yes","Unknown","","","","","","",""
4693,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
2640,"Republican","Christian","","Yes","Unknown","","","","","","",""
4686,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
5836,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
5952,"Democratic","","","Unknown","Unknown","","","","","","",""
1342,"Democratic","","","Unknown","Unknown","","","","","","",""
2413,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
2057,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1559,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5379,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
4377,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3189,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1357,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
1032,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
3572,"Democratic","","","Yes","Unknown","","","","","","",""
497,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3120,"Democratic","","","Unknown","Unknown","","","","","","",""
1938,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4817,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
1956,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4820,"Republican","","","Unknown","Unknown","","","","","","",""
3450,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
3056,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
2812,"Democratic","Protestant","","Yes","Yes","","","","","","",""
733,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4637,"Democratic","Catholic","Yes","Unknown","Unknown","","","","","","",""
2765,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3581,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
4083,"Democratic","","","Unknown","Unknown","","","","","","",""
5003,"Democratic","","","Yes","Unknown","","","","","","",""
1665,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1625,"Democratic","","","Yes","Unknown","","","","","","",""
2528,"Democratic","Jewish","","Yes","Unknown","","","","","","",""
1628,"Republican","Protestant","","Yes","Unknown","","","","","","",""
5635,"Non-Partisan","","Yes","Yes","Unknown","","","","","","",""
5447,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
3820,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
453,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
855,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2834,"Democratic","","","Unknown","Unknown","","","","","","",""
4727,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
1417,"Republican","","","Unknown","Unknown","","","","","","",""
4692,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
718,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5527,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5959,"Republican","Catholic","","Unknown","Yes","","","","","","",""
1739,"Democratic","","","Yes","Unknown","","","","","","",""
983,"Republican","Protestant","","Unknown","Yes","","","","","","",""
3999,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
4031,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1118,"Republican","Protestant","Yes","Yes","Yes","","","","","","",""
3169,"Republican","","","Unknown","Unknown","","","","","","Yes",""
2280,"Non-Partisan","Catholic","","Yes","Unknown","","","","","","",""
3512,"Democratic","Protestant","","Unknown","Yes","","","","","","",""
4205,"Non-Partisan","Protestant","Yes","Unknown","Unknown","","","","","","",""
2873,"Democratic","Greek Orthodox","","Unknown","Unknown","","","","","","",""
5025,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3479,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4533,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
3827,"Democratic","","","Unknown","Unknown","","","","","","",""
826,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4296,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5592,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5752,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5768,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
1111,"Republican","Catholic","","Unknown","Unknown","","","","","","Yes",""
1923,"Republican","","","Yes","Unknown","","","","","","",""
3529,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
2844,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
5848,"Republican","Protestant","","Yes","Unknown","","","","","","",""
1724,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1645,"Non-Partisan","Protestant","","Yes","Unknown","","","","","","",""
5160,"Democratic","","","Unknown","Unknown","","","","","","",""
2802,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
5856,"Democratic","","","Unknown","Unknown","","","","","","",""
3332,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4538,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5915,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
5453,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1802,"Republican","","","Yes","Unknown","","","","","","",""
3524,"Non-Partisan","Protestant","","Yes","Unknown","","","","","","",""
5037,"Republican","","","Unknown","Unknown","","","","","","",""
2333,"Democratic","Protestant","","Yes","Yes","","","","","","",""
8,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
4796,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
2004,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4431,"Democratic","","","Unknown","Unknown","","","","","","",""
2502,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4685,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4121,"Republican","Protestant","","Yes","Unknown","","","","","","",""
5882,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
2088,"Democratic","","","Unknown","Unknown","","","","","","",""
663,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4541,"Democratic","","","Unknown","Unknown","","","","","","",""
400,"Democratic","Protestant","","Unknown","Unknown","","","","","Liberal","",""
4800,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
1007,"Democratic","","","Unknown","Unknown","","","","","","",""
3275,"Democratic","","","Unknown","Unknown","","","","","","",""
5397,"Republican","","","Unknown","Unknown","","","","","","",""
2166,"Republican","Protestant","","Unknown","Unknown","","","","","","Yes",""
4073,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1618,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4723,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
3013,"Democratic","","","Unknown","Unknown","","","","","","",""
1624,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1668,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1879,"Democratic","","","Yes","Unknown","","","","","","",""
2617,"Democratic","","","Unknown","Unknown","","","","","","",""
2629,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5838,"Democratic","","","Unknown","Unknown","","","","","","",""
97,"Republican","","","Unknown","Unknown","","","","","","",""
1428,"Republican","Catholic","","Yes","Yes","","","","","","",""
1722,"Democratic","","","Unknown","Unknown","","","","","","",""
1273,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1884,"Democratic","","","Unknown","Unknown","","","","","","",""
1253,"Republican","Protestant","Yes","Yes","Unknown","","","","","","",""
4687,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4847,"Republican","Protestant","","Unknown","Yes","","","","","","",""
2201,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
623,"Democratic","","","Yes","Unknown","","","","","","",""
1508,"Republican","","","Yes","Unknown","","","","","","",""
5591,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
5236,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
5390,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
5841,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
2486,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
1225,"Republican","Protestant","Yes","Yes","Unknown","","","","","","",""
911,"Republican","Protestant","","Unknown","Unknown","","","","","Liberal","",""
4472,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4253,"Republican","","","Yes","Unknown","","","","","","",""
987,"Democratic","","","Unknown","Unknown","","","","","","",""
3742,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2275,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
3066,"Democratic","","","Unknown","Unknown","","","","","","",""
3598,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
1770,"Republican","","","Unknown","Unknown","","","","","","",""
3680,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
6,"Republican","","","Unknown","Unknown","","","","","","",""
4825,"Republican","","","Unknown","Unknown","","","","","","",""
4907,"Democratic","","","Unknown","Unknown","","","","","","",""
5834,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1808,"Republican","Eastern Orthodox","","Unknown","Unknown","","","","","","",""
2851,"Democratic","","","Unknown","Unknown","","","","","","",""
485,"Republican","","","Unknown","Unknown","","","","","","",""
2907,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
2901,"Democratic","Catholic","","Yes","Yes","","","","","","",""
1487,"Republican","","","Unknown","Yes","","","","","","",""
2122,"Democratic","","","Unknown","Unknown","","","","","","",""
1035,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
254,"Democratic","","","Unknown","Unknown","","","","","","",""
2294,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2269,"Democratic","","","Unknown","Unknown","","","","","","",""
2589,"Democratic","Catholic","","Unknown","Yes","","","","","","",""
3728,"Republican","Greek Orthodox","","Yes","Unknown","","Oppose","Oppose","Oppose","Conservative","",""
484,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2552,"Republican","Catholic","","Unknown","Yes","","","","","","",""
4875,"Non-Partisan","Protestant","","Yes","Unknown","","","","","","",""
2492,"Republican","","","Unknown","Unknown","","","","","","",""
617,"Democratic","","","Unknown","Unknown","","","","","","",""
3104,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5659,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
903,"Republican","Eastern Orthodox","","Unknown","Unknown","","","","","","",""
4145,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
5510,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
806,"Republican","","","Yes","Unknown","","","","","","",""
3607,"Democratic","","","Unknown","Unknown","","","","","","",""
4802,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1648,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3596,"Democratic","","","Unknown","Unknown","","","","","","",""
5933,"Democratic","","","Unknown","Unknown","","","","","","",""
732,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1966,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
5707,"Democratic","Protestant","","Unknown","Yes","","","","","","",""
1239,"Democratic","","","Unknown","Unknown","","","","","","",""
1009,"Republican","","","Unknown","Unknown","","","","","","",""
414,"Republican","","","Unknown","Unknown","","","","","","",""
1875,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5755,"Democratic","","","Unknown","Unknown","","","","","","",""
5287,"Republican","","","Unknown","Unknown","","","","","","",""
26,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4180,"Republican","","","Unknown","Unknown","","","","","","",""
4770,"Republican","","","Unknown","Unknown","","","","","","",""
780,"Republican","Protestant","","Unknown","Yes","","","","","","",""
3542,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
722,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
745,"Democratic","","","Yes","Unknown","","","","","","",""
1868,"Democratic","Protestant","","Unknown","Yes","","","","","","",""
3252,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1305,"Democratic","","","Unknown","Unknown","","","","","","",""
4068,"Republican","","","Yes","Unknown","","","","","","",""
540,"Democratic","","","Unknown","Unknown","","","","","","",""
4799,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1933,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5140,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
2095,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4980,"Republican","","","Unknown","Unknown","","","","","","",""
2467,"Non-Partisan","Protestant","","Yes","Unknown","","","","","","",""
1763,"Republican","","","Unknown","Unknown","","","","","","",""
5010,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
3073,"Republican","","","Unknown","Unknown","","","","","","",""
3724,"Republican","Protestant","","Yes","Unknown","","","","","","",""
15,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
1231,"Democratic","","","Unknown","Unknown","","","","","","",""
3858,"Non-Partisan","Catholic","","Unknown","Unknown","","","","","","",""
247,"Republican","","","Unknown","Unknown","","","","","","",""
305,"Republican","Catholic","","Yes","Unknown","","","","","","",""
1100,"Democratic","Protestant","Yes","Unknown","Unknown","","Oppose","","","Conservative","",""
3589,"Democratic","Catholic","","Yes","Unknown","","","","","","",""
5202,"Democratic","","","Unknown","Unknown","","","","","","",""
5545,"Democratic","","","Unknown","Unknown","","","","","","",""
5033,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2783,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
650,"Republican","","","Yes","Unknown","","","","","","",""
2148,"Democratic","Catholic","","Yes","Unknown","","","","","","",""
853,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5124,"Republican","","","Unknown","Unknown","","","","","","",""
5194,"Republican","Catholic","","Yes","Unknown","","","","","","",""
989,"Republican","Protestant","","Yes","Unknown","","","","","","",""
5606,"Non-Partisan","Protestant","Yes","Unknown","Unknown","","","","","","",""
2031,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2276,"Democratic","","","Unknown","Unknown","","","","","","",""
2774,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4430,"Republican","","","Yes","Unknown","","","","","","",""
4120,"Republican","Protestant","","Yes","Unknown","","","","","","",""
5090,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3068,"Republican","","Yes","Unknown","Unknown","","","","","","",""
3851,"Democratic","","","Yes","Unknown","","","","","","",""
137,"Republican","Jewish","Yes","Unknown","Unknown","","","","","","",""
4462,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2768,"Republican","Jewish","","Yes","Unknown","","","","","","",""
4453,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2623,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5722,"Democratic","","","Unknown","Unknown","","","","","","",""
5200,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
5428,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3551,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3810,"Democratic","","","Unknown","Unknown","","","","","","",""
2523,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
317,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5008,"Republican","Protestant","","Yes","Yes","","","","","","",""
3072,"Republican","","","Unknown","Unknown","","","","","","",""
66,"Democratic","","","Unknown","Unknown","","","","","","",""
2203,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
3373,"Democratic","","","Unknown","Unknown","","","","","","",""
4776,"Republican","Jewish","Yes","Unknown","Unknown","","","","","","",""
4263,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
2070,"Democratic","","","Unknown","Unknown","","","","","","",""
4195,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
4942,"Republican","Protestant","","Yes","Unknown","","","","","","",""
4058,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5036,"Democratic","","","Unknown","Unknown","","","","","","",""
5650,"Democratic","","","Unknown","Unknown","","","","","","",""
5917,"Republican","Catholic","","Yes","Unknown","","","","","","",""
3918,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
12,"Republican","Protestant","","Yes","Unknown","","","","","","",""
2675,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1698,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4833,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
1014,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2398,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
4473,"Democratic","","","Yes","Unknown","","","","","","",""
1391,"Non-Partisan","","","Yes","Unknown","","","","","","",""
2072,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
3620,"Republican","","","Yes","Yes","","","","","","",""
1293,"Democratic","Protestant","Yes","Yes","Unknown","","","","","","",""
2950,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3959,"Republican","Protestant","","Yes","Unknown","","","","","","",""
3360,"Republican","Eastern Orthodox","","Unknown","Unknown","","","","","","",""
3098,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4794,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
4054,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5046,"Republican","","","Unknown","Unknown","","","","","","",""
843,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2278,"Democratic","","","Yes","Unknown","","","","","","",""
5211,"Republican","Catholic","Yes","Yes","Yes","","","","","","",""
2316,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3681,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
943,"Non-Partisan","Protestant","Yes","Unknown","Unknown","","","","","","",""
4233,"Republican","Protestant","","Yes","Yes","","","","","","",""
1086,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
3709,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
5373,"Democratic","","","Unknown","Unknown","","","","","","",""
263,"Democratic","","","Yes","Unknown","","","","","","",""
490,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4596,"Republican","Protestant","Yes","Unknown","Yes","","","","","","",""
2412,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1462,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3878,"Republican","","","Unknown","Unknown","","","","","","",""
3476,"Republican","","","Unknown","Yes","","","","","","",""
626,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1052,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3231,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4865,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4682,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2420,"Republican","Catholic","","Yes","Unknown","","","","","","",""
1054,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
2933,"Democratic","","","Unknown","Unknown","","","","","","",""
1781,"Republican","Protestant","","Yes","Unknown","","","","","","",""
4275,"Republican","Protestant","","Yes","Unknown","","","","","","",""
5962,"Democratic","","","Unknown","Unknown","","","","","","",""
4019,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
950,"Democratic","","","Unknown","Unknown","","","","","","",""
1048,"Republican","Jewish","","Yes","Unknown","","","","","","",""
925,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
4007,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4494,"Democratic","","","Unknown","Unknown","","","","","","",""
2438,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2448,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
5103,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
3592,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1013,"Democratic","","","Unknown","Unknown","","","","","","",""
