"tmpID","ResidenceHHGenderDescription","EthnicDescription","BroadEthnicGroupings","PresenceOfChildrenCode","ISPSA","HomeOwnerRenter","MosaicZ4","MedianEducationYears","NetWorth","Investor","BusinessOwner","Education","OccupationIndustry","HorseOwner","CatOwner","DogOwner","OtherPetOwner","HomeOffice","BookBuyerInHome","UpscaleBuyerInHome","BuyerofAntiquesinHousehold","BuyerofArtinHousehold","GeneralCollectorinHousehold","BooksAudioReadinginHousehold","ComputerOwnerInHome"
7983,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",16,"$50000-99999","Yes","","Unknown","Unknown","","","","","","","","","","","","Yes"
7567,"Mixed Gender Household","English/Welsh","Irish","Not Likely to have a child",9,"Likely Homeowner","",16,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","Yes","5 book purchases in home","","","","","","Yes"
13043,"Mixed Gender Household","German","English/Welsh","Known Data",9,"Likely Homeowner","",13,"$100000-249999","","","Grad Degree - Extremely Likely","Clerical/Office","","","","","","","","","Yes","Yes","","Yes"
10835,"Mixed Gender Household","German","Irish","Not Likely to have a child",6,"Likely Homeowner","Rooted Flower Power",16,"$100000-249999","","","HS Diploma - Likely","Financial Services","","Yes","","","","","","","","","","Yes"
11693,"Mixed Gender Household","Italian","Austrian","Not Likely to have a child",7,"Likely Homeowner","",15,"$50000-99999","Yes","Yes","Unknown","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
12933,"Mixed Gender Household","Scots","English/Welsh","Known Data",8,"Likely Homeowner","Silver Sophisticates",15,"$50000-99999","Yes","","Grad Degree - Likely","Unknown","","","","","","5 book purchases in home","","","Yes","Yes","","Yes"
4774,"Female Only Household","Scots","Irish","Known Data",1,"Likely Renter","",15,"$250000-499999","","","HS Diploma - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
14479,"Female Only Household","Swedish","German","Not Likely to have a child",8,"Likely Homeowner","",16,"$100000-249999","Yes","","Grad Degree - Likely","Civil Servant","","","","","Yes","","","","","","","Yes"
1138,"Mixed Gender Household","German","German","Not Likely to have a child",8,"Likely Homeowner","",16,"","","","Grad Degree - Likely","Education","","","","","Yes","","","","","Yes","","Yes"
9929,"Female Only Household","English/Welsh","German","Not Likely to have a child",9,"Likely Homeowner","Silver Sophisticates",15,"$100000-249999","Yes","","Some College - Likely","Unknown","","","","","","","","","","","","Yes"
1598,"Mixed Gender Household","Scots","English/Welsh","Known Data",7,"Likely Homeowner","",NA,"$50000-99999","","","Unknown","Unknown","","","","","","","","","","","","Yes"
6746,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",6,"Likely Renter","Reaping Rewards",NA,"$25000-49999","Yes","","Unknown","Education","","","","","","","","","","Yes","","Yes"
11339,"Mixed Gender Household","German","English/Welsh","Not Likely to have a child",NA,"Likely Homeowner","",14,"$250000-499999","","","Bach Degree - Extremely Likely","Unknown","","","","","","2 book purchases in home","","","","Yes","","Yes"
4371,"Mixed Gender Household","Norwegian","English/Welsh","Known Data",5,"Likely Homeowner","Silver Sophisticates",15,"$100000-249999","","","Grad Degree - Extremely Likely","Financial Services","","","","","","1 book purchase in home ","","","","Yes","","Yes"
11663,"Mixed Gender Household","English/Welsh","Irish","Not Likely to have a child",9,"Likely Homeowner","",15,"$50000-99999","","","Some College - Likely","Unknown","","","","","","","","","Yes","","","Unknown"
2935,"Female Only Household","Scots","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",12,"$250000-499999","Yes","","Grad Degree - Likely","Unknown","","Yes","","","Yes","1 book purchase in home ","","","","","","Yes"
5299,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","Known Data",7,"Likely Renter","",12,"$50000-99999","","","Bach Degree - Extremely Likely","Unknown","","","","Yes","","","1 upscale merchandise purchase ","","Yes","Yes","","Yes"
1764,"Female Only Household","English/Welsh","English/Welsh","Known Data",9,"Likely Homeowner","",13,"$100000-249999","Yes","","Grad Degree - Likely","Unknown","","","Yes","","","5 book purchases in home","","","Yes","","","Yes"
4381,"Male Only Household","German","Likely Af-Am (Modeled)","Not Likely to have a child",5,"Likely Homeowner","",15,"","","","HS Diploma - Extremely Likely","Management","","","","","","","","","","Yes","","Yes"
2372,"Mixed Gender Household","Dutch (Netherlands)","English/Welsh","Known Data",9,"Likely Renter","Family Fun-tastic",14,"$5000-9999","","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","Yes","Yes","","Yes"
6692,"Mixed Gender Household","Scots","English/Welsh","",8,"Likely Homeowner","",16,"$50000-99999","Yes","","Bach Degree - Likely","Financial Services","","","Yes","","","","","","","","","Unknown"
13306,"Mixed Gender Household","English/Welsh","German","Known Data",8,"Likely Homeowner","",13,"$499999+","","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","","","","Unknown"
11442,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",NA,"Likely Homeowner","Rooted Flower Power",13,"","","","Unknown","Unknown","","","","","","","","","","","","Unknown"
9790,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",7,"Likely Homeowner","No Place like Home",15,"$100000-249999","","","Bach Degree - Extremely Likely","Unknown","","","","","","","1 upscale merchandise purchase ","","","","","Yes"
3854,"Female Only Household","Scots","German","Known Data",9,"Likely Homeowner","",13,"$25000-49999","Yes","","Bach Degree - Likely","Unknown","","","","","Yes","","","","Yes","Yes","","Unknown"
395,"Mixed Gender Household","German","Irish","Not Likely to have a child",7,"","Aging of Aquarius",14,"","","","Bach Degree - Extremely Likely","Unknown","","","","Yes","","","1 upscale merchandise purchase ","","","","","Yes"
9399,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","Not Likely to have a child",9,"Likely Homeowner","Reaping Rewards",14,"$100000-249999","","","Grad Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Unknown"
10145,"Mixed Gender Household","German","Arab","Known Data",7,"Likely Homeowner","",15,"$50000-99999","","","Bach Degree - Extremely Likely","Unknown","","","Yes","","","","","","","","","Yes"
1306,"Female Only Household","English/Welsh","English/Welsh","Modeled Likely to have a child",9,"Likely Homeowner","",16,"$250000-499999","Yes","","Some College -Extremely Likely","Unknown","","","","","","4 book purchases in home","","","","","","Yes"
5794,"Mixed Gender Household","Polish","German","Not Likely to have a child",7,"Likely Homeowner","",16,"$25000-49999","","","Grad Degree - Extremely Likely","Unknown","","Yes","","","","","","","","","","Yes"
6211,"Mixed Gender Household","Swedish","English/Welsh","Not Likely to have a child",7,"Likely Homeowner","",16,"$50000-99999","","","Unknown","Unknown","","","","","","","","","","","","Unknown"
6630,"Mixed Gender Household","","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","",16,"$250000-499999","Yes","Yes","Grad Degree - Extremely Likely","Unknown","","","Yes","","","","","","Yes","Yes","","Yes"
5391,"Female Only Household","","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",15,"$499999+","Yes","","Bach Degree - Extremely Likely","Manufacturing","","Yes","","","","","","","Yes","","","Unknown"
2769,"Mixed Gender Household","","Irish","Not Likely to have a child",9,"Likely Homeowner","",12,"$100000-249999","","","Grad Degree - Extremely Likely","Medical","","","","","Yes","2 book purchases in home","","","","","","Yes"
14114,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",8,"Likely Homeowner","Rooted Flower Power",14,"","Yes","","Some College -Extremely Likely","Unknown","","","","","","","","","","Yes","","Yes"
359,"Female Only Household","Dutch (Netherlands)","English/Welsh","Known Data",6,"Likely Homeowner","",16,"$250000-499999","","","HS Diploma - Likely","Education","","Yes","Yes","","","","","","","","","Yes"
4166,"Mixed Gender Household","English/Welsh","English/Welsh","Modeled Likely to have a child",7,"Likely Homeowner","",16,"$250000-499999","","","Unknown","Unknown","","","","","","4 book purchases in home","","","","","","Yes"
11427,"Female Only Household","German","Danish","Not Likely to have a child",8,"Likely Homeowner","",15,"","Yes","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Yes"
5290,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",17,"$100000-249999","Yes","Yes","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
8621,"Mixed Gender Household","French","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","Reaping Rewards",13,"$25000-49999","Yes","","HS Diploma - Likely","Unknown","","","Yes","","","1 book purchase in home ","","","","","","Yes"
8646,"Mixed Gender Household","Irish","","Known Data",8,"Likely Homeowner","",13,"$250000-499999","Yes","","Grad Degree - Extremely Likely","Management","","","","","","5 book purchases in home","","","","","","Yes"
12860,"Male Only Household","Korean","English/Welsh","",7,"Likely Homeowner","Silver Sophisticates",16,"$25000-49999","Yes","","HS Diploma - Likely","Unknown","","","","","","","","","Yes","","","Yes"
13126,"Mixed Gender Household","Hispanic","","Modeled Likely to have a child",4,"Likely Renter","",13,"$5000-9999","","","HS Diploma - Likely","Other","","","","","","3 book purchases in home","","","","","","Yes"
1135,"Male Only Household","Scots","English/Welsh","Known Data",6,"Likely Homeowner","",16,"$25000-49999","","","Some College -Extremely Likely","Other","","","","","","","3 upscale merchandise purchases","","Yes","","","Yes"
278,"Mixed Gender Household","","Scots","Modeled Not as Likely to have a child",7,"Likely Homeowner","Silver Sophisticates",16,"$100000-249999","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","","2 book purchases in home","","","","Yes","","Unknown"
8577,"Mixed Gender Household","Austrian","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","Status Seeking Singles",13,"$50000-99999","","","HS Diploma - Extremely Likely","Manufacturing","","","Yes","","Yes","","","","","","","Yes"
7894,"Mixed Gender Household","Latvian","English/Welsh","Modeled Likely to have a child",8,"Likely Homeowner","",15,"","Yes","","Grad Degree - Extremely Likely","Education","","","","","","2 book purchases in home","","","","","","Yes"
7523,"Female Only Household","English/Welsh","English/Welsh","Known Data",8,"Likely Homeowner","Rooted Flower Power",16,"$250000-499999","","","Grad Degree - Likely","Unknown","","","","","Yes","","","","Yes","","","Yes"
1448,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",8,"","",13,"","","","Some College -Extremely Likely","Unknown","","","","","","","","","Yes","","","Yes"
393,"Mixed Gender Household","Danish","Italian","Modeled Not as Likely to have a child",7,"Likely Homeowner","",15,"","","","Some College - Likely","Management","","","","","","","","","Yes","Yes","","Yes"
8222,"Mixed Gender Household","German","Indian/Hindu","Not Likely to have a child",9,"Likely Homeowner","",14,"$250000-499999","Yes","","Bach Degree - Extremely Likely","Other","","","","Yes","","1 book purchase in home ","","","","","","Unknown"
8705,"Female Only Household","","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","Yes","","","","","","","","Unknown"
11391,"Mixed Gender Household","German","Vietnamese","Modeled Not as Likely to have a child",8,"Likely Homeowner","Soul Survivors",15,"$250000-499999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","Yes","","","","","","Yes","","Yes"
3394,"Female Only Household","Scots","Scots","Not Likely to have a child",7,"Likely Homeowner","",16,"$25000-49999","","","Some College -Extremely Likely","Management","","","","","Yes","","","","","","","Unknown"
13006,"Mixed Gender Household","English/Welsh","Norwegian","Known Data",NA,"Likely Homeowner","",16,"$50000-99999","","","HS Diploma - Extremely Likely","Unknown","","","","Yes","Yes","","","","","","","Yes"
9791,"Mixed Gender Household","Irish","English/Welsh","Not Likely to have a child",2,"Likely Homeowner","",14,"$50000-99999","","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","Yes","Yes","","Yes"
2516,"Female Only Household","Scots","Irish","Not Likely to have a child",9,"Likely Homeowner","Aging in Place",12,"$100000-249999","Yes","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Yes"
2719,"Female Only Household","Dutch (Netherlands)","English/Welsh","Modeled Not as Likely to have a child",7,"","",NA,"$50000-99999","Yes","","HS Diploma - Extremely Likely","Other","","","","","","","","","","","","Yes"
9890,"Male Only Household","","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",14,"$100000-249999","","","Unknown","Other","","","","","","","","","","Yes","","Yes"
11369,"Mixed Gender Household","English/Welsh","German","Known Data",8,"Likely Homeowner","",14,"$100000-249999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","Yes","","","","","","","Unknown"
8491,"Mixed Gender Household","English/Welsh","Irish","Not Likely to have a child",7,"Likely Renter","",12,"","","","Grad Degree - Extremely Likely","Skilled Trades","","","","","","","","","","","","Yes"
12035,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","Known Data",6,"Likely Homeowner","Rooted Flower Power",12,"$100000-249999","","","Bach Degree - Likely","Unknown","","","","","","2 book purchases in home","","","","","","Yes"
12654,"Male Only Household","Likely Af-Am (Modeled)","Chinese","Known Data",3,"Likely Homeowner","",12,"$250000-499999","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","Yes","Yes","","Yes"
2512,"Mixed Gender Household","Likely Af-Am (Modeled)","Irish","Not Likely to have a child",9,"Likely Homeowner","Aging in Place",12,"$250000-499999","Yes","","Bach Degree - Likely","Medical","","","","","","","","","","","","Yes"
12779,"Mixed Gender Household","English/Welsh","German","Known Data",7,"Likely Homeowner","",14,"","","","Bach Degree - Extremely Likely","Unknown","","Yes","Yes","Yes","","","","","","","","Unknown"
6717,"Male Only Household","German","English/Welsh","Modeled Not as Likely to have a child",4,"Likely Homeowner","",13,"$250000-499999","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","","4 book purchases in home","","","","Yes","","Unknown"
14482,"Mixed Gender Household","","Scots","Not Likely to have a child",0,"Likely Homeowner","",16,"$50000-99999","","","Unknown","Manufacturing","","","Yes","","","6 book purchases in home","","","","","","Yes"
7984,"Mixed Gender Household","German","Chinese","Modeled Likely to have a child",9,"Likely Homeowner","",13,"","","","Some College - Likely","Unknown","","","","","","","","","","","","Yes"
13460,"Male Only Household","German","","Modeled Not as Likely to have a child",8,"Likely Homeowner","",16,"$100000-249999","","","HS Diploma - Extremely Likely","Sales/Marketing","","","","","","1 book purchase in home ","","","","","","Unknown"
14846,"Male Only Household","Irish","Scots","Known Data",9,"Likely Homeowner","",15,"$50000-99999","Yes","","Unknown","Unknown","","","","Yes","","","","","","Yes","","Yes"
4212,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",12,"$100000-249999","Yes","","Grad Degree - Likely","Unknown","","Yes","","","","","","","","","","Yes"
2375,"Male Only Household","English/Welsh","French","Not Likely to have a child",7,"Likely Homeowner","Silver Sophisticates",15,"$250000-499999","Yes","","Unknown","Unknown","","","","","Yes","1 book purchase in home ","","","Yes","Yes","","Yes"
8379,"Male Only Household","English/Welsh","English/Welsh","Modeled Likely to have a child",8,"Likely Homeowner","Picture Perfect Families",15,"$250000-499999","Yes","","Grad Degree - Extremely Likely","Management","","","","","","","","","","","","Yes"
12221,"Mixed Gender Household","German","Likely Af-Am (Modeled)","Known Data",7,"Likely Homeowner","",12,"$250000-499999","","","Bach Degree - Extremely Likely","Skilled Trades","","Yes","","","","5 book purchases in home","","","","","","Yes"
11032,"Female Only Household","Croatian","English/Welsh","Not Likely to have a child",7,"Likely Homeowner","",13,"$25000-49999","","","Grad Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","Yes","","Yes"
1803,"Mixed Gender Household","English/Welsh","Irish","Not Likely to have a child",5,"Likely Homeowner","",15,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Financial Services","","","","","","2 book purchases in home","","","","","","Yes"
12583,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",8,"Likely Homeowner","",13,"$100000-249999","","","Grad Degree - Extremely Likely","Medical","","","Yes","","","","","","","","","Yes"
4803,"Female Only Household","Scots","Irish","",1,"Likely Homeowner","",14,"$50000-99999","","","Bach Degree - Extremely Likely","Skilled Trades","","","","Yes","","","","","Yes","Yes","","Yes"
13496,"Mixed Gender Household","","German","Not Likely to have a child",8,"Likely Homeowner","",13,"$250000-499999","","","Grad Degree - Extremely Likely","Unknown","","","","Yes","","","","","","Yes","","Yes"
2664,"Mixed Gender Household","Scots","Scots","Known Data",7,"Likely Homeowner","",15,"$100000-249999","","","Some College -Extremely Likely","Unknown","","","","","","","","","","","","Yes"
642,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",9,"Likely Homeowner","",14,"$250000-499999","","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
14820,"Female Only Household","Likely Af-Am (Modeled)","English/Welsh","Not Likely to have a child",7,"Likely Homeowner","",13,"$100000-249999","Yes","","Unknown","Unknown","","","Yes","","","","","","","","","Yes"
10951,"Mixed Gender Household","Likely Af-Am (Modeled)","Irish","Known Data",1,"Likely Homeowner","",12,"$25000-49999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","Yes","Yes","","Unknown"
5963,"Female Only Household","Scots","English/Welsh","Known Data",8,"Likely Renter","",15,"$50000-99999","","","Unknown","Clerical/Office","","","","","","2 book purchases in home","","","","Yes","","Yes"
152,"Mixed Gender Household","Polish","Irish","Not Likely to have a child",1,"Likely Renter","Reaping Rewards",16,"$50000-99999","","","Bach Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
4353,"Mixed Gender Household","Likely Af-Am (Modeled)","Irish","",7,"Likely Homeowner","",15,"$499999+","Yes","","Some College -Extremely Likely","Unknown","","","Yes","","","","","","","","","Yes"
10607,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",15,"$50000-99999","","","Unknown","Unknown","","Yes","","","","","","","","Yes","","Yes"
1731,"Mixed Gender Household","Hispanic","Scots","",9,"Likely Renter","",14,"","","","Grad Degree - Extremely Likely","Unknown","","","","Yes","","","","","","","","Yes"
3177,"Mixed Gender Household","Scots","English/Welsh","",9,"","",13,"","","","Grad Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
5153,"Female Only Household","English/Welsh","Likely Af-Am (Modeled)","",2,"Likely Homeowner","Generational Soup",14,"$499999+","Yes","","Less than HS Diploma - Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
5612,"Female Only Household","English/Welsh","English/Welsh","Not Likely to have a child",6,"Likely Renter","",13,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Financial Services","","","","","Yes","","","","","","","Unknown"
4330,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",8,"Likely Renter","",14,"","","","Grad Degree - Extremely Likely","Unknown","","","","Yes","","","","","Yes","","","Yes"
8068,"Female Only Household","Irish","English/Welsh","",9,"Likely Homeowner","",16,"","","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","","","","","Yes","","Unknown"
24,"Female Only Household","English/Welsh","German","Modeled Not as Likely to have a child",9,"Likely Homeowner","",13,"$25000-49999","Yes","Yes","Grad Degree - Likely","Unknown","","","","","Yes","1 book purchase in home ","","","","","","Unknown"
12525,"Mixed Gender Household","Irish","English/Welsh","Known Data",8,"Likely Renter","",14,"$250000-499999","","","Grad Degree - Extremely Likely","Medical","","","","","","","","","","","","Yes"
9131,"Mixed Gender Household","English/Welsh","English/Welsh","",6,"Likely Homeowner","",16,"$50000-99999","Yes","","Grad Degree - Extremely Likely","Unknown","","Yes","","","","","","","Yes","Yes","","Yes"
266,"Mixed Gender Household","German","Irish","Modeled Not as Likely to have a child",8,"Likely Renter","No Place like Home",16,"$5000-9999","","","Unknown","Clerical/Office","","","","","","","","","","","","Yes"
12677,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Known Data",6,"Likely Homeowner","",16,"$100000-249999","","","HS Diploma - Likely","Management","","","","","","3 book purchases in home","","","","","","Yes"
10512,"Female Only Household","Irish","English/Welsh","Known Data",7,"Likely Homeowner","",12,"$100000-249999","","","Some College - Likely","Skilled Trades","","","","","","","","","Yes","","","Unknown"
9494,"Mixed Gender Household","German","","Not Likely to have a child",1,"Likely Homeowner","",16,"$50000-99999","","","Grad Degree - Extremely Likely","Manufacturing","Yes","","","","","2 book purchases in home","","","","","","Yes"
3476,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",15,"$250000-499999","","","HS Diploma - Extremely Likely","Management","Yes","Yes","","Yes","","1 book purchase in home ","","","Yes","Yes","","Yes"
3544,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",9,"Likely Homeowner","",14,"$25000-49999","Yes","","Unknown","Maintenance Services","","","","Yes","Yes","1 book purchase in home ","","","Yes","Yes","","Yes"
10682,"Female Only Household","English/Welsh","English/Welsh","Modeled Not as Likely to have a child",6,"Likely Homeowner","Family Fun-tastic",15,"$50000-99999","","","Unknown","Unknown","","","","Yes","","","","","","","","Yes"
950,"Male Only Household","French","Irish","Known Data",4,"Likely Homeowner","",13,"$50000-99999","","","HS Diploma - Extremely Likely","Unknown","","","","","Yes","4 book purchases in home","","","Yes","Yes","","Yes"
7618,"Female Only Household","Scots","Norwegian","Not Likely to have a child",8,"Likely Homeowner","",15,"$250000-499999","","","Unknown","Unknown","","","","","","","","","","","","Yes"
12744,"Male Only Household","English/Welsh","English/Welsh","Known Data",9,"Likely Homeowner","",15,"$50000-99999","","","Grad Degree - Extremely Likely","Clerical/Office","","","","","Yes","","","","","","","Yes"
8804,"Female Only Household","Scots","Norwegian","Known Data",9,"Likely Homeowner","",16,"$50000-99999","","","Unknown","Unknown","","","","","","","","","","Yes","","Yes"
7443,"Mixed Gender Household","Scots","Irish","Not Likely to have a child",8,"Likely Homeowner","Reaping Rewards",16,"$250000-499999","","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","Yes","","Yes"
947,"Female Only Household","English/Welsh","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","",16,"$25000-49999","","","HS Diploma - Likely","Management","","Yes","","","","","","","","","","Yes"
3382,"Mixed Gender Household","Indian/Hindu","German","Not Likely to have a child",9,"Likely Homeowner","Aging of Aquarius",16,"$10000-24999","","","Grad Degree - Likely","Unknown","","","","","","3 book purchases in home","","","","Yes","","Unknown"
8421,"Female Only Household","Irish","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","",15,"$25000-49999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
9446,"Mixed Gender Household","German","Likely Af-Am (Modeled)","Not Likely to have a child",0,"Likely Homeowner","",15,"","Yes","","HS Diploma - Extremely Likely","Management","","","Yes","","","","","","","","","Unknown"
3446,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","Reaping Rewards",15,"$250000-499999","Yes","","Unknown","Other","","Yes","","","","","","","","","","Yes"
441,"Mixed Gender Household","","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","Aging of Aquarius",14,"$50000-99999","","","Unknown","Unknown","","","Yes","","","","","","","Yes","","Yes"
4755,"Male Only Household","German","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",16,"$250000-499999","Yes","","Unknown","Unknown","","","","","","","","","","","","Unknown"
99,"Mixed Gender Household","English/Welsh","Irish","Modeled Not as Likely to have a child",5,"Likely Homeowner","",12,"$25000-49999","","","Bach Degree - Extremely Likely","Unknown","","","","","Yes","","","","Yes","Yes","","Yes"
8818,"Mixed Gender Household","Armenian","English/Welsh","Known Data",8,"Likely Homeowner","",12,"$50000-99999","","","Grad Degree - Extremely Likely","Other","","","","","","","","","Yes","Yes","","Unknown"
9395,"Mixed Gender Household","","German","Not Likely to have a child",6,"Likely Homeowner","",15,"$50000-99999","","","Bach Degree - Extremely Likely","Other","","","","","","1 book purchase in home ","","","","","","Yes"
13078,"Male Only Household","English/Welsh","German","Known Data",9,"Likely Homeowner","",13,"","","","Grad Degree - Extremely Likely","Management","","","","","","2 book purchases in home","4 upscale merchandise purchases","","","","","Yes"
9136,"Male Only Household","Likely Af-Am (Modeled)","German","Not Likely to have a child",3,"Likely Homeowner","Kids and Cabernet",13,"$50000-99999","Yes","","Unknown","Manufacturing","","","Yes","Yes","","2 book purchases in home","","","","","","Unknown"
14696,"Mixed Gender Household","German","","",8,"Likely Homeowner","",13,"","","","HS Diploma - Extremely Likely","Unknown","","","","Yes","","4 book purchases in home","","","","","","Yes"
4740,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Modeled Not as Likely to have a child",8,"Likely Homeowner","",16,"$50000-99999","","","Unknown","Unknown","","","","Yes","","2 book purchases in home","","","","","","Unknown"
14546,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","",NA,"$100000-249999","","","Bach Degree - Likely","Unknown","","Yes","","","","","","","","","","Yes"
9108,"Mixed Gender Household","","German","Not Likely to have a child",9,"Likely Renter","",NA,"","","","Grad Degree - Extremely Likely","Other","Yes","","Yes","","","4 book purchases in home","","","","","","Unknown"
5082,"Female Only Household","Likely Af-Am (Modeled)","English/Welsh","",7,"Likely Renter","Aging in Place",NA,"$100000-249999","","","HS Diploma - Extremely Likely","Management","","Yes","Yes","","","","","","","","","Yes"
7303,"Mixed Gender Household","French","English/Welsh","Known Data",8,"Likely Renter","",16,"$100000-249999","","Yes","Some College -Extremely Likely","Unknown","","","","","Yes","","","","","Yes","","Yes"
13645,"Mixed Gender Household","French","Irish","",8,"Likely Homeowner","",15,"$25000-49999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","Yes","","","Yes"
3910,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",8,"Likely Renter","No Place like Home",12,"$100000-249999","Yes","","Bach Degree - Extremely Likely","Other","","","","Yes","","","","","Yes","","","Unknown"
14949,"Mixed Gender Household","German","German","Modeled Not as Likely to have a child",9,"","",17,"","Yes","","Unknown","Other","","Yes","","","","","","","","Yes","","Yes"
504,"Mixed Gender Household","German","French","",3,"Likely Homeowner","",15,"$50000-99999","","","Some College -Extremely Likely","Clerical/Office","","","","","","","","","","","","Yes"
4536,"Mixed Gender Household","English/Welsh","Italian","Not Likely to have a child",9,"Likely Homeowner","",15,"$50000-99999","Yes","","Grad Degree - Extremely Likely","Skilled Trades","","Yes","","","","2 book purchases in home","","","","","","Unknown"
8612,"Mixed Gender Household","English/Welsh","Irish","Modeled Likely to have a child",9,"Likely Homeowner","Rooted Flower Power",12,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Education","","","Yes","","","2 book purchases in home","","","Yes","","","Yes"
2282,"Mixed Gender Household","English/Welsh","Irish","Not Likely to have a child",7,"Likely Renter","",16,"","","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Yes"
5544,"Female Only Household","Likely Af-Am (Modeled)","Scots","Not Likely to have a child",9,"Likely Renter","",12,"","Yes","","Less than HS Diploma - Likely","Unknown","Yes","Yes","","","","","","","","","","Yes"
7215,"Mixed Gender Household","Polish","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","",13,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","Yes","1 book purchase in home ","","","","Yes","","Unknown"
7512,"Male Only Household","German","Italian","Not Likely to have a child",9,"Likely Homeowner","",16,"$100000-249999","","","Some College - Likely","Unknown","","","","","","","","","","","","Yes"
7280,"Female Only Household","Chinese","Irish","Known Data",8,"","Soul Survivors",16,"","","","Bach Degree - Likely","Clerical/Office","","","Yes","","","","","","","","","Yes"
11728,"Female Only Household","English/Welsh","Swedish","Not Likely to have a child",7,"Likely Homeowner","",15,"","Yes","","Grad Degree - Extremely Likely","Manufacturing","","","","Yes","","1 book purchase in home ","","","","","","Unknown"
13730,"Female Only Household","English/Welsh","Swedish","Known Data",9,"Likely Renter","",13,"$25000-49999","","","Grad Degree - Extremely Likely","Skilled Trades","","","","","","","","","","","","Yes"
