City,Country,Latitude,Longitude
Uden,Netherlands,51.66083,5.61944
Amsterdam,Netherlands,52.37403,4.88969
Leiden,Netherlands,52.15833,4.49306
Groningen,Netherlands,53.21917,6.56667
Utrecht,Netherlands,52.09083,5.12222
Hilversum,Netherlands,52.22333,5.17639
Hilversum,Netherlands,52.22333,5.17639
Amsterdam,Netherlands,52.37403,4.88969
Wageningen,Netherlands,51.97,5.66667
Houten,Netherlands,52.02833,5.16806
Odijk,Netherlands,,
Sassenheim,Netherlands,52.225,4.52222
Utrecht,Netherlands,52.09083,5.12222
Amsterdam,Netherlands,52.37403,4.88969
Rotterdam,Netherlands,51.9225,4.47917
Usquert,Netherlands,,
Windhoek,Namibia,-22.55941,17.08323
Maputo,Mozambique,-25.96553,32.58322
Maputo,Mozambique,-25.96553,32.58322
Cidade de Maputo,Mozambique,,
Ulaanbaatar,Mongolia,47.90771,106.88324
Monaco,Monaco,43.73333,7.41667
Monaco,Monaco,43.73333,7.41667
98000 Monte Carlo,Monaco,,
Mexico City,Mexico,19.42847,-99.12766
Lomas de Santa Fe,Mexico,,
Mexico,Mexico,,
Mexico,Mexico,,
Mexico DF,Mexico,,
Mexico City,Mexico,19.42847,-99.12766
Mexico City,Mexico,19.42847,-99.12766
Mexico D.F.,Mexico,,
Mexico City - DF,Mexico,,
Del Cuahutemoc,Mexico,,
Mexico City,Mexico,19.42847,-99.12766
Mexico,Mexico,,
Mexico City,Mexico,19.42847,-99.12766
"Mexico City, DF",Mexico,,
"Mexico, D.F.",Mexico,,
Mexico DF,Mexico,,
"Mexico City, DF",Mexico,,
Mexico City,Mexico,19.42847,-99.12766
Mexico,Mexico,,
M??xico DF,Mexico,,
Mexico DF,Mexico,,
Aguascalientes,Mexico,21.88333,-102.3
Baja California,Mexico,,
Coahuila,Mexico,,
Coahuila,Mexico,,
Coahuila,Mexico,,
Zapopan,Mexico,20.72356,-103.38479
Tlaquepaque,Mexico,20.6409,-103.29327
Huixquilucan,Mexico,19.35985,-99.35016
Atizapan de Zaragoza,Mexico,,
Naucalpan,Mexico,,
Naucalpan,Mexico,,
Cuautitlan Izcalli,Mexico,19.64388,-99.21598
Edo De Mexico,Mexico,,
Morelos,Mexico,22.86255,-102.61051
Merida Yucatan97310,Mexico,,
San Luis Potosi,Mexico,22.15,-100.98333
Guadalajara,Mexico,20.66667,-103.33333
Caborca,Mexico,,
Ciudad de M??xico,Mexico,,
Guadalajara,Mexico,20.66667,-103.33333
Los Reyes La Paz,Mexico,,
Mexico City,Mexico,19.42847,-99.12766
Puerto Vallarta,Mexico,20.62041,-105.23066
Guadalajara,Mexico,20.66667,-103.33333
Tlaquepaque,Mexico,20.6409,-103.29327
Zapopan,Mexico,20.72356,-103.38479
Tlaquepaque,Mexico,20.6409,-103.29327
Tlaquepaque,Mexico,20.6409,-103.29327
Tlaquepaque,Mexico,20.6409,-103.29327
Guadalajara,Mexico,20.66667,-103.33333
Guadalajara,Mexico,20.66667,-103.33333
Guadalajara,Mexico,20.66667,-103.33333
Guadalajara,Mexico,20.66667,-103.33333
Guadalajara,Mexico,20.66667,-103.33333
Hermosillo,Mexico,29.06667,-110.96667
Mexico City,Mexico,19.42847,-99.12766
Mexico City,Mexico,19.42847,-99.12766
Miguel Hidalgo,Mexico,17.27796,-91.15881
Ciudad valles,Mexico,21.98333,-99.01667
Mexico,Mexico,,
Mexico,Mexico,,
Monterrey,Mexico,25.66667,-100.31667
SAINT PIERRE,Mauritius,-20.2175,57.52083
Fort de france,Martinique,,
Attard,Malta,35.88972,14.4425
Msida,Malta,,
St. Venera,Malta,,
Sliema,Malta,35.9125,14.50194
Kuala Lumpur,Malaysia,3.1412,101.68653
"Sintok, Kedah",Malaysia,,
USM,Malaysia,,
Bayan Lepas,Malaysia,,
"BUTTERWORTH, Penang",Malaysia,,
Seberang Perai,Malaysia,,
Kota Bharu,Malaysia,6.13328,102.2386
Kuantan,Malaysia,3.8077,103.326
"Ipoh, Perak",Malaysia,,
"Taiping, Perak",Malaysia,,
"Parit Buntar, Perak",Malaysia,,
"Tanjong Malim, Perak",Malaysia,,
"Shah Alam, Selangor",Malaysia,,
"Shah Alam, Selangor",Malaysia,,
Kajang,Malaysia,,
"Kajang, Selangor",Malaysia,,
Selangor,Malaysia,,
"Bandar Sunway, Selang",Malaysia,,
Kuala Lumpur,Malaysia,3.1412,101.68653
Kuala Lumpur,Malaysia,3.1412,101.68653
Kuala Lumpur,Malaysia,3.1412,101.68653
Kuala Lumpur,Malaysia,3.1412,101.68653
Kuala Lumpur,Malaysia,3.1412,101.68653
Kuala Lumpur,Malaysia,3.1412,101.68653
Putrjaya,Malaysia,,
"Cyberjaya, Selangor",Malaysia,,
"Cyberjaya, Selangor",Malaysia,,
Selangor,Malaysia,,
Batu Caves,Malaysia,,
Bandar Melaka,Malaysia,,
Sarawak,Malaysia,,
Sarawak,Malaysia,,
"Cyberjaya, Selangdr",Malaysia,,
"Cyberjaya, Selangor",Malaysia,,
Changloon,Malaysia,,
Kuala Lumpur,Malaysia,3.1412,101.68653
Kuala Lumpur,Malaysia,3.1412,101.68653
Bukit Jalil,Malaysia,,
Luxenbourg,Luxembourg,,
Vilnius,Lithuania,54.68916,25.2798
Vilnius,Lithuania,54.68916,25.2798
"Vilnius, Vilniaus",Lithuania,,
Vilnius,Lithuania,54.68916,25.2798
Behghazi,Libya,,
Monrovia,Liberia,6.30054,-10.7969
Maseru,Lesotho,-29.31667,27.48333
Balamand,Lebanon,,
Beirut 55103,Lebanon,,
Beirut,Lebanon,33.88894,35.49442
Beirut,Lebanon,33.88894,35.49442
Beirut,Lebanon,33.88894,35.49442
Riga,Latvia,56.946,24.10589
"Salmiya, State",Kuwait,,
DuBai,Kuwait,,
Hawally,Kuwait,,
Kuwait City,Kuwait,29.36972,47.97833
Kuwait,Kuwait,,
NAIROBI,Kenya,-1.28333,36.81667
Kisumy,Kenya,,
Nairobi,Kenya,-1.28333,36.81667
Nairobi,Kenya,-1.28333,36.81667
Ongata Rongai,Kenya,,
Nairobi,Kenya,-1.28333,36.81667
Amman,Jordan,31.95522,35.94503
Amman,Jordan,31.95522,35.94503
Amman,Jordan,31.95522,35.94503
Amman,Jordan,31.95522,35.94503
Amman,Jordan,31.95522,35.94503
Amman,Jordan,31.95522,35.94503
Amman,Jordan,31.95522,35.94503
Fukuoka-shi,Japan,33.60639,130.41806
Tokyo,Japan,35.6895,139.69171
Tokyo,Japan,35.6895,139.69171
Osaka,Japan,34.69374,135.50218
"Chuo-ku, Tokyo",Japan,,
Tokyo,Japan,35.6895,139.69171
Tokyo,Japan,35.6895,139.69171
Tokyo,Japan,35.6895,139.69171
Shinjuku,Japan,35.69384,139.70355
Tokyo,Japan,35.6895,139.69171
"Hiratsuka-shi, Kanaga",Japan,,
Shiga-ken,Japan,,
Kita-gun,Japan,,
"Fukuoka-shi, Fukuoka",Japan,,
"Tokyo, Nakano",Japan,,
Tokyo,Japan,35.6895,139.69171
Tokyo,Japan,35.6895,139.69171
Tokyo,Japan,35.6895,139.69171
Tokyo,Japan,35.6895,139.69171
"Katsushika-ku, Tokyo",Japan,,
Tokyo,Japan,35.6895,139.69171
Tokyo,Japan,35.6895,139.69171
Tokyo,Japan,35.6895,139.69171
"Shinjuku-ku, Tokyo-to",Japan,,
"Shinjuku-ku, Tokyo-to",Japan,,
Suginami,Japan,,
Nerima-ku,Japan,35.73333,139.65
Tokyo,Japan,35.6895,139.69171
"Chofu-shi, Tokyo",Japan,,
Tokyo,Japan,35.6895,139.69171
Fukuoka,Japan,33.60639,130.41806
Tokyo,Japan,35.6895,139.69171
Tokyo,Japan,35.6895,139.69171
Kunitachi,Japan,35.67444,139.435
Nishi Tokyo-shi,Japan,,
Hino-city,Japan,,
"Hachioji, Tokyo",Japan,,
"Machida, Tokyo",Japan,,
"Tokyo, Komae-shi",Japan,,
Kanagawa-ken,Japan,,
"Fujisawa, Kanagawa",Japan,,
"Hiratsuka-shi, Kanaga",Japan,,
Chiba,Japan,35.60472,140.12333
Chiba,Japan,35.60472,140.12333
Chiba,Japan,35.60472,140.12333
Ichikawa,Japan,35.71972,139.92472
Chiba-Prefecture,Japan,,
Ibaraki,Japan,34.81641,135.56828
"Ishioka, Ibaraki",Japan,,
Tochigi,Japan,36.38333,139.73333
"Nasushiobara, Tochigi",Japan,,
Hatogaya-shi,Japan,,
Tsukagoshi 3-17-16,Japan,,
Koshigaya City,Japan,,
"Kuki, Saitama",Japan,,
Tokyo,Japan,35.6895,139.69171
Nagoya,Japan,35.18147,136.90641
Nagoya,Japan,35.18147,136.90641
"Hirakata, Osaka",Japan,,
Higashi Osaka City,Japan,,
Sakaishi,Japan,,
Sakai-shi,Japan,,
Kyoto,Japan,35.02107,135.75385
Kyoto City,Japan,,
"Soraku-gun, Kyoto Fu",Japan,,
"Nantan, Kyoto",Japan,,
Kobe,Japan,34.6913,135.183
"Ashiya, Hyogo",Japan,,
Hyogo-ken,Japan,,
Okayama,Japan,34.66167,133.935
Okayama,Japan,34.66167,133.935
Hiroshima,Japan,34.39627,132.45937
"Kitakyushu-shi, Fukuo",Japan,,
"Kitakyushu, Fukuoka-k",Japan,,
Fukuoka,Japan,33.60639,130.41806
Fukuoka-shi,Japan,33.60639,130.41806
Fukuoka,Japan,33.60639,130.41806
Fukuoka,Japan,33.60639,130.41806
"Fukuoka-shi, Fukuoka-",Japan,,
Fukuoka,Japan,33.60639,130.41806
Fukuoka,Japan,33.60639,130.41806
Fukuoka,Japan,33.60639,130.41806
"Fukuoka, Fukuoka-shi",Japan,,
Fukuoka,Japan,33.60639,130.41806
Fukuoka-shi,Japan,33.60639,130.41806
Fukuoka,Japan,33.60639,130.41806
Fukuoka,Japan,33.60639,130.41806
"Miyawaka-shi, Fukuoka",Japan,,
"Aso, Kumamoto",Japan,,
"Beppu shi,  OIT",Japan,,
Kagoshima City,Japan,,
Niigata,Japan,37.90222,139.02361
Kyoto  600-8372,Japan,,
Saitama 336-0018,Japan,,
Fukouka,Japan,,
Saitama-shi,Japan,,
Bunkyo-ku,Japan,35.71745,139.74729
Shimonoseki,Japan,33.95,130.95
Fukuoka,Japan,33.60639,130.41806
Shinjuku-ku,Japan,,
Onna,Japan,,
Minato-ku,Japan,35.65807,139.7516
Tokyo,Japan,35.6895,139.69171
Izumo,Japan,35.36667,132.76667
Sanda,Japan,34.88333,135.23333
Kawagoe-shi,Japan,,
Kingston,Jamaica,17.99702,-76.79358
Kingston,Jamaica,17.99702,-76.79358
Kingston,Jamaica,17.99702,-76.79358
Kingston,Jamaica,17.99702,-76.79358
Kingston 6,Jamaica,,
Kingston 7,Jamaica,,
"Kingston 7, Mona",Jamaica,,
Fiumicino,Italy,41.76747,12.22907
Roma,Italy,41.89474,12.4839
Rome,Italy,41.89474,12.4839
Rome,Italy,41.89474,12.4839
Rome,Italy,41.89474,12.4839
Rome,Italy,41.89474,12.4839
Rome,Italy,41.89474,12.4839
Rome,Italy,41.89474,12.4839
Roma,Italy,41.89474,12.4839
ROME,Italy,41.89474,12.4839
Rome,Italy,41.89474,12.4839
Perugia,Italy,43.1122,12.38878
"Quattordio, AL",Italy,,
Genoa,Italy,,
Monza,Italy,45.58248,9.27485
Cernusco sul Naviglio,Italy,45.52716,9.3334
Milan,Italy,45.46427,9.18951
Milan,Italy,45.46427,9.18951
Milan,Italy,45.46427,9.18951
Milan,Italy,45.46427,9.18951
Milano,Italy,45.46427,9.18951
Lombardia,Italy,,
Milano,Italy,45.46427,9.18951
Milan,Italy,45.46427,9.18951
Milan,Italy,45.46427,9.18951
Milano,Italy,45.46427,9.18951
Pavia,Italy,45.18446,9.16145
Udine,Italy,46.06194,13.24222
Udine,Italy,46.06194,13.24222
Udine,Italy,46.06194,13.24222
UDINE,Italy,46.06194,13.24222
Padova,Italy,45.41519,11.88181
Verona,Italy,45.43419,10.99779
Verona,Italy,45.43419,10.99779
"Bolzano, BZ",Italy,,
"Medicina, Bologna",Italy,,
"Ozzano Emilia,Bologna",Italy,,
Ozzano Emilia,Italy,,
Bologna,Italy,44.49381,11.33875
Bologna,Italy,44.49381,11.33875
Bologna,Italy,44.49381,11.33875
Bologna,Italy,44.49381,11.33875
Bologna,Italy,44.49381,11.33875
Bologna,Italy,44.49381,11.33875
Modena,Italy,44.64783,10.92539
"Modena, Emila",Italy,,
Reggio Emilia,Italy,,
Parma,Italy,44.80266,10.32898
Fiernze,Italy,,
Calenzano (F1),Italy,,
Firenze,Italy,43.76667,11.25
Calenzano (FI),Italy,,
"Calenzano, (FI)",Italy,,
Calenzano (FI),Italy,,
"Calenzano, Firenze",Italy,,
Calenzano,Italy,43.85595,11.16272
"Firenze, Calenzano",Italy,,
Firenze,Italy,43.76667,11.25
Pistoia,Italy,43.92125,10.92361
Arezzo,Italy,43.46139,11.87691
"Siena, Tuscany",Italy,,
Siena,Italy,43.32004,11.33283
Siena,Italy,43.32004,11.33283
"Pesaro, PS",Italy,,
Pescara,Italy,42.46024,14.21021
"Francavilla al Mare,",Italy,,
"Chieti, Abruzzo",Italy,,
Puglia,Italy,,
San Giovanni rotondo FG,Italy,,
Castellammare Stabia,Italy,,
Naples,Italy,40.83333,14.25
Mercato Sanseverino,Italy,,
Bagheria,Italy,38.07935,13.50935
Palermo,Italy,38.11582,13.35976
Partanna,Italy,37.72784,12.88854
Crema,Italy,45.35877,9.66826
"S. Michele A, Trento",Italy,,
Livorno,Italy,43.54264,10.316
40126 EmiliaRomagna,Italy,,
27100 Pavia,Italy,,
70125 - Bari,Italy,,
Settimo Torinese,Italy,45.14025,7.76802
Chieti,Italy,42.36094,14.13801
Rome,Italy,41.89474,12.4839
Carbonate,Italy,45.68507,8.93814
Padova,Italy,45.41519,11.88181
Padova,Italy,45.41519,11.88181
Milan,Italy,45.46427,9.18951
Rome,Italy,41.89474,12.4839
Tertenia,Italy,39.69806,9.57278
BERGAMO,Italy,45.69798,9.66895
Cadelbosco Sopra,Italy,,
Qiryat Shmona,Israel,,
Haifa,Israel,32.81841,34.9885
Raanana,Israel,,
Holon,Israel,32.01034,34.77918
Tirat Karmel,Israel,32.76021,34.97183
Tel Aviv,Israel,32.08088,34.78057
Tel-Aviv-Yaffo,Israel,,
Tel Aviv,Israel,32.08088,34.78057
Tel Aviv,Israel,32.08088,34.78057
Midreshet Ben-Guion,Israel,,
Midreshet Ben Gurion,Israel,,
Nazareth Illit,Israel,,
Hezilya,Israel,,
Tel-Aviv,Israel,,
Kildare,Ireland,53.15611,-6.91444
Dublin,Ireland,53.33306,-6.24889
Galway,Ireland,,
Drogheda,Ireland,53.71889,-6.34778
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
Wateford,Ireland,,
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
"Londonderry, Derry",Ireland,,
Dublin,Ireland,53.33306,-6.24889
Ballsbridge,Ireland,,
Dublin,Ireland,53.33306,-6.24889
Dublin,Ireland,53.33306,-6.24889
Glasnevin,Ireland,,
Cork,Ireland,51.89797,-8.47061
"Belfield, Dublin 4",Ireland,,
County Kildare,Ireland,,
Dublin 2,Ireland,,
Cork,Ireland,51.89797,-8.47061
Dublin,Ireland,53.33306,-6.24889
Galway,Ireland,,
Cork,Ireland,51.89797,-8.47061
"Collooney, Sligo",Ireland,,
Dublin 1,Ireland,,
"Castlerea, Roscommon",Ireland,,
Lucan,Ireland,,
Cork,Ireland,51.89797,-8.47061
Galway,Ireland,,
Galway,Ireland,,
Youghal,Ireland,51.95,-7.85056
Dublin,Ireland,53.33306,-6.24889
Abbeyfeale,Ireland,52.38139,-9.3025
DUBLIN,Ireland,53.33306,-6.24889
Co. Mayo,Ireland,,
Galway,Ireland,,
Dublin,Ireland,53.33306,-6.24889
Clonskeagh,Ireland,,
Dublin,Ireland,53.33306,-6.24889
Tuam,Ireland,53.51667,-8.85
Cabinteely,Ireland,,
Dublin,Ireland,53.33306,-6.24889
KILNAMANAGH,Ireland,,
Tehran,Iran,35.69439,51.42151
Tehran,Iran,35.69439,51.42151
Tehran,Iran,35.69439,51.42151
Jakarta,Indonesia,-6.21462,106.84513
Jakarta 10710,Indonesia,,
Jakarta,Indonesia,-6.21462,106.84513
Hootagalli,India,,
New Delhi,India,28.63576,77.22445
New Delhi,India,28.63576,77.22445
Delhi,India,28.65381,77.22897
New Dehli,India,,
New Delhi,India,28.63576,77.22445
"Noida, Uttar Pradesh",India,,
"Vadodara, Gujarat",India,,
"Vadodara, Gujarat",India,,
Mumbai,India,19.07283,72.88261
Mumbai,India,19.07283,72.88261
Mumbai,India,19.07283,72.88261
Mumbai,India,19.07283,72.88261
"Mumbai, Maharashtra",India,,
Mumbai,India,19.07283,72.88261
Navi Mumbai,India,19.03681,73.01582
"Pune, Maharashtra",India,,
Pune,India,18.51957,73.85535
Pune,India,18.51957,73.85535
"PUNE, MAHARASHTRA",India,,
Jalgoon,India,,
Jalgoon,India,,
Hyderabad,India,17.38405,78.45636
"Hyderbad, Andhra",India,,
Hyderabad,India,17.38405,78.45636
Goa,India,,
Goa,India,,
Bangalore,India,12.97194,77.59369
Bangalore,India,12.97194,77.59369
Bangalore,India,12.97194,77.59369
Bangalore,India,12.97194,77.59369
"Bangalore, Karnataka",India,,
Bangalore,India,12.97194,77.59369
"Bangalore, Karnataka",India,,
"Bangalore, Karnataka",India,,
"Mysore, Karnataka",India,,
"Udupi, Karnataka",India,,
Chennai,India,13.08784,80.27847
Pune,India,18.51957,73.85535
"Vellore, Tamil Nadu",India,,
"Coimbatore,Tamil Nadu",India,,
Kolkata,India,22.56263,88.36304
West Bengal,India,,
Jamshedpur,India,22.80278,86.18545
Bangalore,India,12.97194,77.59369
Chennai,India,13.08784,80.27847
Vellore,India,12.9184,79.13255
Tamil Nadu,India,,
"Vellore, Tamilnadu",India,,
Paud,India,,
"Bagayam, Vellore",India,,
Anna Nagar West,India,,
Pune,India,18.51957,73.85535
"Kochi, Kerala",India,,
"Panchkula, Haryana",India,,
Amritsar,India,31.63661,74.87476
Pune,India,18.51957,73.85535
Hyderabad,India,17.38405,78.45636
Hyderbad,India,,
Pune,India,18.51957,73.85535
,India,,
,India,,
Bangalore,India,12.97194,77.59369
Velluru,India,,
Jagraon,India,30.79013,75.47492
Hyderabad,India,17.38405,78.45636
Bangalore,India,12.97194,77.59369
Pune,India,18.51957,73.85535
Pune,India,18.51957,73.85535
Delhi,India,28.65381,77.22897
New Delhi,India,28.63576,77.22445
Pune,India,18.51957,73.85535
Navi Mumbai,India,19.03681,73.01582
Mysore,India,12.29791,76.63925
Bangalore,India,12.97194,77.59369
Pune,India,18.51957,73.85535
Pune,India,18.51957,73.85535
Chennai,India,13.08784,80.27847
Pune,India,18.51957,73.85535
Chennai,India,13.08784,80.27847
Bangalore,India,12.97194,77.59369
Chennai,India,13.08784,80.27847
Bangalore,India,12.97194,77.59369
Bangalore,India,12.97194,77.59369
Bangalore,India,12.97194,77.59369
Bangalore,India,12.97194,77.59369
Bangalore,India,12.97194,77.59369
,India,,
Bangalore,India,12.97194,77.59369
Bangalore,India,12.97194,77.59369
Pune,India,18.51957,73.85535
Delhi,India,28.65381,77.22897
Pune,India,18.51957,73.85535
Bangalore,India,12.97194,77.59369
Mumbai,India,19.07283,72.88261
Bangalore,India,12.97194,77.59369
Maharashtra,India,,
Hyderabad,India,17.38405,78.45636
Hyderabad,India,17.38405,78.45636
Kerala,India,,
Bangalore,India,12.97194,77.59369
Bangalore,India,12.97194,77.59369
Reykjavik,Iceland,64.13548,-21.89541
Reykjavik,Iceland,64.13548,-21.89541
Reykjav?,Iceland,,
Akureyri,Iceland,65.68353,-18.0878
Reykjavik,Iceland,64.13548,-21.89541
Reykjavik,Iceland,64.13548,-21.89541
Debrecen,Hungary,47.53333,21.63333
Debregen,Hungary,,
Budapest,Hungary,47.49801,19.03991
H-1204 Budapest,Hungary,,
Budapest,Hungary,47.49801,19.03991
Budapest,Hungary,47.49801,19.03991
Hong Kong,Hong Kong,22.28552,114.15769
Kowloon,Hong Kong,22.31667,114.18333
"Shatin, Tai Wai, N.T.",Hong Kong,,
Hong Kong,Hong Kong,22.28552,114.15769
"Tai Po, N.T.",Hong Kong,,
New Territories,Hong Kong,,
Tsuen Wan,Hong Kong,22.37066,114.10479
Tseung Kwan O,Hong Kong,,
Hong Kong,Hong Kong,22.28552,114.15769
Tsuen Wan,Hong Kong,22.37066,114.10479
"Kowloon, Hong Kong",Hong Kong,,
"Hung Hom, Kowloon",Hong Kong,,
"Hung Hom, Kowloon",Hong Kong,,
"Hung Hom, Kowloon",Hong Kong,,
Hong Kong,Hong Kong,22.28552,114.15769
Kowloon,Hong Kong,22.31667,114.18333
Hong Kong,Hong Kong,22.28552,114.15769
Hong Kong,Hong Kong,22.28552,114.15769
New Territory,Hong Kong,,
Kowloon,Hong Kong,22.31667,114.18333
Hong Kong,Hong Kong,22.28552,114.15769
Tai Po,Hong Kong,,
HONG KONG,Hong Kong,22.28552,114.15769
Central District,Hong Kong,,
Hong Kong,Hong Kong,22.28552,114.15769
Pokfulam,Hong Kong,,
"Hung Hom, Kowloon",Hong Kong,,
Pokfulam,Hong Kong,,
"SHATIN, N.T.",Hong Kong,,
Kowloon,Hong Kong,22.31667,114.18333
SHATIN,Hong Kong,,
Discovery Bay,Hong Kong,,
Kwai Chung,Hong Kong,,
TUNG CHUNG CRESCENT,Hong Kong,,
,Hong Kong,,
New Territories,Hong Kong,,
Hong Kong,Hong Kong,22.28552,114.15769
Clear Water Bay,Hong Kong,,
Midlevels,Hong Kong,,
Port-Au-Prince,Haiti,18.53917,-72.335
Guatemala,Guatemala,,
Guatemala,Guatemala,,
Guatemala,Guatemala,,
Guatemala,Guatemala,,
Ciudad de Guatemala,Guatemala,,
Guatemala,Guatemala,,
Agat,Guam,,
Les Abymes,Guadeloupe,16.27095,-61.50451
"Athens, Attkik",Greece,,
"GALATSI, ATHENS",Greece,,
Athens,Greece,37.97945,23.71622
Athens,Greece,37.97945,23.71622
Athens,Greece,37.97945,23.71622
"Athens, Attiki",Greece,,
Athens,Greece,37.97945,23.71622
"Papagos, Athens",Greece,,
Athens,Greece,37.97945,23.71622
Athens,Greece,37.97945,23.71622
Alimos,Greece,37.91033,23.72361
Alimos,Greece,37.91033,23.72361
Patras,Greece,,
"Chalkida, Euboia",Greece,,
Larissa,Greece,,
Corfu,Greece,,
Thessaloniki,Greece,40.64028,22.94389
"Thessaloniki, Kalamar",Greece,,
Alexandroupoli,Greece,40.8475,25.87444
Athens,Greece,37.97945,23.71622
"Halandri, Athens",Greece,,
Thessaloniki,Greece,40.64028,22.94389
Piraeus,Greece,37.94745,23.63708
Athens,Greece,37.97945,23.71622
?alandri,Greece,,
Thessaloniki,Greece,40.64028,22.94389
Nea Penteli,Greece,,
Rethymno,Greece,35.36472,24.47139
ATHENS,Greece,37.97945,23.71622
Accra,Ghana,5.55602,-0.1969
"Tamale, Northern",Ghana,,
Koforidua,Ghana,6.09408,-0.25913
Saxony,Germany,,
Providence,Germany,,
Halle,Germany,52.06008,8.36083
Halle Saale,Germany,,
Jena,Germany,50.92878,11.5899
Berlin,Germany,52.52437,13.41053
Berlin,Germany,52.52437,13.41053
Berlin,Germany,52.52437,13.41053
Berlin,Germany,52.52437,13.41053
Berlin,Germany,52.52437,13.41053
Berlin,Germany,52.52437,13.41053
Berlin,Germany,52.52437,13.41053
Berlin,Germany,52.52437,13.41053
Berlin,Germany,52.52437,13.41053
Berlin,Germany,52.52437,13.41053
Berlin,Germany,52.52437,13.41053
Berlin,Germany,52.52437,13.41053
Greifswald - Insel Riems,Germany,,
Hamburg,Germany,53.57532,10.01534
Hamburg,Germany,53.57532,10.01534
Hamburg,Germany,53.57532,10.01534
Hamburg,Germany,53.57532,10.01534
Hamburg,Germany,53.57532,10.01534
Hamburg,Germany,53.57532,10.01534
"Kiel, SH",Germany,,
Bremen,Germany,53.07516,8.80777
Bremen,Germany,53.07516,8.80777
Bremen,Germany,53.07516,8.80777
Bremen,Germany,53.07516,8.80777
Bremen,Germany,53.07516,8.80777
Hannover,Germany,52.37052,9.73322
Kassel,Germany,51.31667,9.5
Marburg,Germany,,
"Marburg, Hesse",Germany,,
Marburg,Germany,,
Goettingen,Germany,,
"Goettingen, Lower",Germany,,
"Goettingen, Niedersac",Germany,,
Duesseldorf,Germany,,
Ratingen,Germany,51.29724,6.84929
"Bochum, Northrhine-We",Germany,,
"Bochum, North",Germany,,
"Cologne, NRW",Germany,,
"Cologne, NRW",Germany,,
Aachen,Germany,50.77664,6.08342
Valwig,Germany,50.15,7.21667
Kronberg/Hessen,Germany,,
Gelnhausen,Germany,50.20164,9.18742
"Bensheim, Hessen",Germany,,
"Ludwigshafen, Rhinel",Germany,,
Heidelberg,Germany,49.40768,8.69079
Heidelberg,Germany,49.40768,8.69079
Heidelberg,Germany,49.40768,8.69079
Heidelberg,Germany,49.40768,8.69079
"Tubingen, Waden Buten",Germany,,
"Tubingen, Baden-Wurtt",Germany,,
Tuebingen,Germany,48.52266,9.05222
Reutlingen,Germany,48.49144,9.20427
Schwaebisch Gmuend,Germany,,
"Esslingen, Baden-Wuer",Germany,,
Karlsbad,Germany,,
Konstanz,Germany,47.66033,9.17582
"Konstanz, Baden-Wuert",Germany,,
"Konstanz, Wuerttember",Germany,,
"Freiburg, Potter",Germany,,
Freiburg,Germany,47.9959,7.85222
Freiburg im Breisgau,Germany,,
"Freiburg, Baden-Wuert",Germany,,
Freiburg,Germany,47.9959,7.85222
Freiburg,Germany,47.9959,7.85222
"Muenchen, Bayern",Germany,,
"Munich, Bavaria",Germany,,
"Munich, Bayern",Germany,,
"Munich, Bavaria",Germany,,
Muenchen,Germany,48.13743,11.57549
"Munich, Bavaria",Germany,,
Munich,Germany,48.13743,11.57549
"Munich, Bavaria",Germany,,
"Starnberg, Bavaria",Germany,,
Penzberg,Germany,47.75293,11.377
Hallbergmoos,Germany,48.32747,11.75142
Munich,Germany,48.13743,11.57549
Sinzing,Germany,49,12.03333
Bayreuth,Germany,49.94806,11.57833
Bamberg,Germany,49.89873,10.90067
"Erfurt, Thueringen",Germany,,
Erfurt,Germany,50.9787,11.03283
Eichwalde,Germany,52.36667,13.61667
Niefern-Oeschelbronn,Germany,,
Berlin,Germany,52.52437,13.41053
Berlin,Germany,52.52437,13.41053
Hamburg,Germany,53.57532,10.01534
Hamburb,Germany,,
Wuppertal,Germany,51.27027,7.16755
"Gailingen, Baden-Wuer",Germany,,
D-35392 Giessen,Germany,,
"Regensburg, Bavaria",Germany,,
D-33098 Paderborn,Germany,,
Frankfurt am Main,Germany,50.11552,8.68417
Frankfurt,Germany,50.11552,8.68417
Stechlin,Germany,,
Leipzig,Germany,51.33962,12.37129
Frankfurt,Germany,50.11552,8.68417
Heidelberg,Germany,49.40768,8.69079
Leipzig,Germany,51.33962,12.37129
Mannheim,Germany,49.49671,8.47955
Oldenburg,Germany,53.14118,8.21467
Duesseldorf,Germany,,
Cologne,Germany,50.93333,6.95
Eschbach,Germany,50.21393,7.72717
Munich,Germany,48.13743,11.57549
Haar,Germany,48.10881,11.72653
Braunschweig,Germany,52.26594,10.52673
Munich,Germany,48.13743,11.57549
Hamburg,Germany,53.57532,10.01534
Kiel,Germany,54.32133,10.13489
Munich,Germany,48.13743,11.57549
