"tmpID","ResidenceHHGenderDescription","EthnicDescription","BroadEthnicGroupings","PresenceOfChildrenCode","ISPSA","HomeOwnerRenter","MosaicZ4","MedianEducationYears","NetWorth","Investor","BusinessOwner","Education","OccupationIndustry","HorseOwner","CatOwner","DogOwner","OtherPetOwner","HomeOffice","BookBuyerInHome","UpscaleBuyerInHome","BuyerofAntiquesinHousehold","BuyerofArtinHousehold","GeneralCollectorinHousehold","BooksAudioReadinginHousehold","ComputerOwnerInHome"
5374,"Mixed Gender Household","English/Welsh","German","Modeled Not as Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","","","Grad Degree - Extremely Likely","Management","","","","Yes","","1 book purchase in home ","","","Yes","","","Unknown"
2325,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Known Data",7,"Likely Homeowner","Rooted Flower Power",13,"$250000-499999","Yes","","Unknown","Unknown","","","","","","","","","","","","Unknown"
4107,"Female Only Household","Irish","Likely Af-Am (Modeled)","Not Likely to have a child",9,"Likely Homeowner","",12,"$499999+","Yes","","Grad Degree - Extremely Likely","Management","","","","","","","","","","","","Yes"
5887,"Mixed Gender Household","","English/Welsh","",NA,"Likely Homeowner","",12,"$5000-9999","","","HS Diploma - Likely","Management","","","Yes","","","2 book purchases in home","","","","","","Unknown"
4016,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","Unspoiled Splendor",13,"$10000-24999","","","HS Diploma - Extremely Likely","Unknown","","","","","","2 book purchases in home","","","Yes","","","Yes"
2244,"Mixed Gender Household","Irish","English/Welsh","",9,"Likely Homeowner","",15,"$25000-49999","","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","","","","Yes","Yes","","Yes"
1068,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Modeled Likely to have a child",7,"Likely Homeowner","",NA,"$50000-99999","Yes","","Unknown","Other","","","","","","","","","","Yes","","Unknown"
4921,"Mixed Gender Household","English/Welsh","Vietnamese","",9,"Likely Renter","Aging in Place",13,"$100000-249999","","","Bach Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
105,"Mixed Gender Household","German","German","Known Data",5,"Likely Renter","",14,"$25000-49999","","","Unknown","Unknown","","","","","","","","","","","","Yes"
737,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",5,"Likely Homeowner","Bohemian Groove",15,"$25000-49999","","","Grad Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","Yes","","Yes"
3800,"Female Only Household","English/Welsh","German","Modeled Not as Likely to have a child",1,"Likely Homeowner","",15,"$100000-249999","","","HS Diploma - Extremely Likely","Unknown","","Yes","","","","","","","","","","Yes"
174,"Mixed Gender Household","Dutch (Netherlands)","Hungarian","Known Data",6,"Likely Homeowner","",15,"$100000-249999","Yes","","Unknown","Other","","","","","","","","","","","","Yes"
1532,"Mixed Gender Household","Polish","English/Welsh","Modeled Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
3571,"Female Only Household","English/Welsh","German","Known Data",9,"Likely Renter","Aging in Place",16,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","Yes","1 book purchase in home ","","","","","","Yes"
2183,"Male Only Household","","English/Welsh","Known Data",7,"Likely Renter","Soul Survivors",14,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","4 book purchases in home","","","Yes","","","Yes"
262,"Mixed Gender Household","Irish","English/Welsh","Known Data",8,"Likely Renter","Reaping Rewards",12,"$250000-499999","","","Grad Degree - Likely","Education","","","","Yes","","2 book purchases in home","","","","Yes","","Unknown"
4722,"Female Only Household","English/Welsh","German","",8,"Likely Renter","",16,"","","","Grad Degree - Extremely Likely","Other","","","","","","","","","","","","Yes"
4300,"Mixed Gender Household","Irish","Scots","",7,"Likely Homeowner","No Place like Home",13,"","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","Yes","","","","Yes","","","Yes"
1257,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",7,"","Reaping Rewards",14,"","","","Bach Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
3710,"Mixed Gender Household","Scots","Likely Af-Am (Modeled)","Not Likely to have a child",9,"Likely Homeowner","",16,"$50000-99999","","","Unknown","Unknown","","","Yes","Yes","","","","","","Yes","","Yes"
4521,"Male Only Household","French","Scots","",8,"Likely Homeowner","",15,"$250000-499999","","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
2630,"Male Only Household","German","Dutch (Netherlands)","Not Likely to have a child",3,"Likely Homeowner","",16,"","","","Bach Degree - Extremely Likely","Other","","","","Yes","","1 book purchase in home ","","","Yes","","","Yes"
1120,"Female Only Household","English/Welsh","","Not Likely to have a child",6,"Likely Renter","",12,"","Yes","","Grad Degree - Likely","Management","","","","","","","","","","Yes","","Yes"
5930,"Female Only Household","Irish","English/Welsh","Known Data",9,"","",16,"","Yes","","Grad Degree - Extremely Likely","Clerical/Office","","","","Yes","","","","","","","","Unknown"
1681,"Mixed Gender Household","","Italian","Not Likely to have a child",1,"Likely Homeowner","",13,"","","","HS Diploma - Likely","Engineering","","","","Yes","Yes","","","","","","","Yes"
88,"Mixed Gender Household","English/Welsh","","Not Likely to have a child",9,"Likely Renter","",16,"","","","Some College -Extremely Likely","Unknown","","","","","","","","","","","","Yes"
2911,"Mixed Gender Household","English/Welsh","English/Welsh","Modeled Not as Likely to have a child",6,"Likely Renter","",15,"$250000-499999","Yes","","Unknown","Unknown","","","","","","","","","Yes","Yes","","Yes"
61,"Mixed Gender Household","German","Finnish","Known Data",8,"Likely Renter","",14,"$25000-49999","","","Bach Degree - Likely","Manufacturing","","","Yes","Yes","","","","","","Yes","","Yes"
3093,"Mixed Gender Household","Arab","Hispanic","Not Likely to have a child",7,"Likely Renter","",12,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Financial Services","","","","","Yes","2 book purchases in home","","","Yes","Yes","","Yes"
5944,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",8,"Likely Renter","",15,"","","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
1865,"Mixed Gender Household","German","English/Welsh","",9,"Likely Homeowner","",14,"","Yes","","Grad Degree - Extremely Likely","Unknown","","Yes","","Yes","","6 book purchases in home","","","Yes","Yes","","Yes"
2378,"Female Only Household","Irish","English/Welsh","Modeled Not as Likely to have a child",9,"Likely Homeowner","Aging of Aquarius",15,"","","","Bach Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
4365,"Mixed Gender Household","German","Likely Af-Am (Modeled)","Not Likely to have a child",8,"Likely Renter","",14,"$25000-49999","","","HS Diploma - Extremely Likely","Clerical/Office","","","","","","","","","","Yes","","Unknown"
1566,"Mixed Gender Household","English/Welsh","Hungarian","Known Data",5,"Likely Homeowner","",13,"$100000-249999","Yes","","HS Diploma - Extremely Likely","Medical","","","","","","","","","","","","Yes"
1741,"Male Only Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",16,"","Yes","","Bach Degree - Likely","Unknown","","","","","","","","","Yes","Yes","","Unknown"
3279,"Male Only Household","Likely Af-Am (Modeled)","Scots","Not Likely to have a child",6,"Likely Homeowner","",15,"$250000-499999","","","Bach Degree - Likely","Education","","","","","","2 book purchases in home","","","","Yes","","Unknown"
4635,"Mixed Gender Household","German","English/Welsh","Modeled Not as Likely to have a child",7,"Likely Renter","",13,"$25000-49999","Yes","","Bach Degree - Likely","Unknown","","","Yes","Yes","","","","","","","","Yes"
529,"Female Only Household","English/Welsh","English/Welsh","Not Likely to have a child",5,"Likely Renter","",16,"","Yes","","Some College -Extremely Likely","Unknown","","Yes","Yes","","","","","","Yes","Yes","","Yes"
3945,"Female Only Household","Likely Af-Am (Modeled)","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",12,"$100000-249999","Yes","","Grad Degree - Likely","Unknown","","","","","","3 book purchases in home","","","Yes","Yes","","Unknown"
2336,"Mixed Gender Household","German","English/Welsh","Not Likely to have a child",9,"","",16,"$499999+","","Yes","Unknown","Management","","","","Yes","","1 book purchase in home ","","","","Yes","","Yes"
4200,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",NA,"Likely Homeowner","",16,"$50000-99999","","","Unknown","Other","","","","","","1 book purchase in home ","","","","Yes","","Yes"
5547,"Mixed Gender Household","English/Welsh","English/Welsh","",6,"Likely Homeowner","Unspoiled Splendor",NA,"$50000-99999","","","Unknown","Unknown","","","","","","","","","","","","Unknown"
2609,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",13,"$250000-499999","","","Bach Degree - Extremely Likely","Unknown","","","","","","4 book purchases in home","","","","Yes","","Yes"
997,"Mixed Gender Household","","Hispanic","Not Likely to have a child",8,"Likely Homeowner","",15,"$50000-99999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","Yes","","","","","","","Yes"
3195,"Female Only Household","English/Welsh","English/Welsh","Known Data",9,"Likely Homeowner","",15,"$25000-49999","","","Grad Degree - Extremely Likely","Other","","","","Yes","Yes","1 book purchase in home ","","","","Yes","","Yes"
275,"Male Only Household","Irish","French","Known Data",3,"Likely Homeowner","",16,"$250000-499999","","","Unknown","Unknown","","","","","","","","","","","","Unknown"
3167,"Male Only Household","English/Welsh","English/Welsh","Known Data",6,"Likely Homeowner","",15,"$100000-249999","Yes","","Unknown","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
5592,"Mixed Gender Household","German","Irish","Known Data",9,"Likely Renter","",16,"$50000-99999","","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","Yes","","Yes"
2821,"Mixed Gender Household","","English/Welsh","",7,"Likely Homeowner","",15,"$50000-99999","Yes","","Bach Degree - Likely","Unknown","","","","","","","","","","Yes","","Unknown"
4472,"Mixed Gender Household","","Irish","Not Likely to have a child",8,"Likely Homeowner","",13,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Other","","","","","Yes","","","","","Yes","","Yes"
259,"Male Only Household","German","German","Known Data",7,"Likely Homeowner","",16,"$100000-249999","Yes","","Unknown","Unknown","","Yes","","","","","","","","Yes","","Yes"
3394,"Mixed Gender Household","English/Welsh","Scots","Known Data",NA,"Likely Renter","",16,"$50000-99999","Yes","","Unknown","Unknown","","","","","Yes","","","","","","","Yes"
5154,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","Known Data",9,"Likely Homeowner","",14,"","Yes","","Grad Degree - Extremely Likely","Management","","","Yes","","","1 book purchase in home ","","","","","","Unknown"
308,"Female Only Household","English/Welsh","Likely Af-Am (Modeled)","Not Likely to have a child",9,"Likely Homeowner","",14,"$499999+","","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
1234,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",NA,"$499999+","Yes","","Unknown","Medical","","","","","Yes","","","","","","","Yes"
3242,"Female Only Household","German","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","",16,"$499999+","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","Yes","3 book purchases in home","","","Yes","Yes","","Unknown"
3724,"Mixed Gender Household","English/Welsh","Scots","Known Data",8,"Likely Homeowner","",14,"$250000-499999","","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
3837,"Female Only Household","English/Welsh","English/Welsh","",8,"Likely Homeowner","Soul Survivors",15,"$250000-499999","","","Grad Degree - Extremely Likely","Unknown","","Yes","","","","2 book purchases in home","","","Yes","Yes","","Yes"
590,"Male Only Household","English/Welsh","Irish","Not Likely to have a child",6,"Likely Renter","Senior Discounts",15,"","Yes","","HS Diploma - Likely","Medical","","","Yes","","","","","","","","","Yes"
2413,"Female Only Household","English/Welsh","German","Known Data",9,"Likely Homeowner","Aging of Aquarius",13,"","","","Bach Degree - Extremely Likely","Unknown","","","","","Yes","","","","Yes","","","Yes"
80,"Female Only Household","English/Welsh","","Not Likely to have a child",9,"Likely Homeowner","Silver Sophisticates",15,"$50000-99999","","","Bach Degree - Extremely Likely","Clerical/Office","","","","","","1 book purchase in home ","","","","","","Unknown"
2053,"Mixed Gender Household","English/Welsh","English/Welsh","Modeled Not as Likely to have a child",9,"Likely Renter","",16,"$10000-24999","Yes","","Unknown","Unknown","","","","","","4 book purchases in home","","","","","","Unknown"
728,"Mixed Gender Household","English/Welsh","English/Welsh","Modeled Likely to have a child",4,"Likely Renter","",16,"$50000-99999","","","Bach Degree - Extremely Likely","Unknown","","","","","","4 book purchases in home","","","","Yes","","Yes"
5175,"Female Only Household","Dutch (Netherlands)","English/Welsh","Known Data",8,"Likely Homeowner","",14,"$100000-249999","","","Grad Degree - Extremely Likely","Unknown","","","","","Yes","","","","Yes","Yes","","Yes"
718,"Male Only Household","","","",9,"Likely Homeowner","",14,"$25000-49999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","Yes","","","","","","","","Unknown"
5169,"Mixed Gender Household","Scots","English/Welsh","Not Likely to have a child",7,"Likely Renter","",14,"","Yes","","Grad Degree - Extremely Likely","Unknown","","","","Yes","","","","","","","","Unknown"
5914,"Mixed Gender Household","Swedish","","Not Likely to have a child",8,"Likely Homeowner","",15,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Unknown"
217,"Female Only Household","Swedish","English/Welsh","Modeled Not as Likely to have a child",3,"","",13,"$10000-24999","","","HS Diploma - Extremely Likely","Food Services","","Yes","","","","5 book purchases in home","","","","","","Yes"
2576,"Mixed Gender Household","","Likely Af-Am (Modeled)","Not Likely to have a child",9,"Likely Homeowner","Aging of Aquarius",17,"$5000-9999","","","Some College - Likely","Financial Services","","Yes","","","","","","","Yes","Yes","","Unknown"
4340,"Male Only Household","English/Welsh","Irish","Not Likely to have a child",4,"","",15,"","Yes","","Bach Degree - Extremely Likely","Management","","","","Yes","","2 book purchases in home","","","Yes","Yes","","Yes"
1798,"Female Only Household","English/Welsh","Likely Af-Am (Modeled)","Known Data",5,"Likely Homeowner","",16,"$100000-249999","","","Bach Degree - Extremely Likely","Unknown","","","","Yes","","1 book purchase in home ","","","Yes","Yes","","Yes"
1283,"Mixed Gender Household","","German","Not Likely to have a child",9,"","",15,"","","","Bach Degree - Likely","Unknown","","","","","Yes","","","","Yes","Yes","","Unknown"
1608,"Female Only Household","English/Welsh","German","Not Likely to have a child",9,"Likely Homeowner","",15,"$250000-499999","Yes","","Grad Degree - Likely","Unknown","","","Yes","","","","","","","","","Yes"
1105,"Male Only Household","Scots","English/Welsh","Not Likely to have a child",7,"Likely Homeowner","",14,"$50000-99999","","","Grad Degree - Likely","Other","","Yes","","","","5 book purchases in home","","","Yes","Yes","","Yes"
5202,"Mixed Gender Household","German","English/Welsh","Not Likely to have a child",8,"Likely Renter","",15,"$100000-249999","","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","","","","Yes","Yes","","Unknown"
4231,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","Not Likely to have a child",7,"Likely Homeowner","",16,"$250000-499999","","","Bach Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
1610,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Not Likely to have a child",7,"Likely Homeowner","",13,"$250000-499999","","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","","","","Unknown"
4826,"Mixed Gender Household","French","Italian","Known Data",7,"Likely Homeowner","",12,"$50000-99999","","","HS Diploma - Extremely Likely","Medical","","","","Yes","Yes","2 book purchases in home","","","","Yes","","Yes"
2626,"Female Only Household","","Likely Af-Am (Modeled)","Known Data",9,"Likely Homeowner","",15,"","Yes","","HS Diploma - Likely","Unknown","","","Yes","","Yes","2 book purchases in home","","","","","","Unknown"
5419,"Male Only Household","","English/Welsh","Known Data",4,"Likely Homeowner","",15,"$100000-249999","Yes","","Unknown","Unknown","","","","","","","","","","Yes","","Unknown"
827,"Mixed Gender Household","Latvian","Likely Af-Am (Modeled)","Not Likely to have a child",9,"Likely Homeowner","",12,"$50000-99999","","","HS Diploma - Likely","Manufacturing","","","","","","","","","","Yes","","Unknown"
1961,"Mixed Gender Household","Italian","German","Not Likely to have a child",9,"Likely Renter","Aging in Place",12,"$250000-499999","","","Some College - Likely","Unknown","","","","","","2 book purchases in home","","","","Yes","","Yes"
5973,"Mixed Gender Household","Scots","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","",17,"$50000-99999","","","HS Diploma - Likely","Unknown","","","","","Yes","","","","","","","Unknown"
349,"Female Only Household","Vietnamese","Likely Af-Am (Modeled)","Known Data",9,"Likely Homeowner","",16,"$100000-249999","","","Unknown","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
1406,"Mixed Gender Household","Slovenian","Hispanic","Not Likely to have a child",6,"Likely Renter","Aging of Aquarius",14,"$250000-499999","","","Unknown","Unknown","","","","","","","","","Yes","Yes","","Yes"
1648,"Female Only Household","Irish","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",16,"$50000-99999","","","Grad Degree - Extremely Likely","Other","","","","","","2 book purchases in home","","","","","","Yes"
4083,"Male Only Household","Scots","English/Welsh","Known Data",8,"Likely Homeowner","Kids and Cabernet",16,"$50000-99999","Yes","","Grad Degree - Likely","Clerical/Office","","","","","Yes","","","","","","","Unknown"
143,"Mixed Gender Household","English/Welsh","English/Welsh","",9,"Likely Homeowner","Rooted Flower Power",12,"$100000-249999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Unknown"
5447,"Mixed Gender Household","Dutch (Netherlands)","","Not Likely to have a child",9,"","",15,"$50000-99999","Yes","","Unknown","Unknown","","","","","Yes","","","","","","","Unknown"
3370,"Female Only Household","Swedish","Scots","Modeled Likely to have a child",9,"Likely Renter","",13,"$25000-49999","","","Unknown","Education","","","","","","2 book purchases in home","","","","","","Yes"
5574,"Mixed Gender Household","English/Welsh","Irish","Modeled Not as Likely to have a child",9,"Likely Renter","Reaping Rewards",13,"$499999+","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
134,"Mixed Gender Household","Austrian","English/Welsh","Not Likely to have a child",9,"Likely Renter","",15,"","","","Grad Degree - Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Unknown"
861,"Male Only Household","Likely Af-Am (Modeled)","Swedish","Modeled Not as Likely to have a child",2,"Likely Homeowner","",17,"$250000-499999","","","Bach Degree - Extremely Likely","Unknown","","Yes","","","Yes","","","","","","","Yes"
954,"Mixed Gender Household","","","Not Likely to have a child",0,"Likely Homeowner","",17,"$50000-99999","Yes","","Some College -Extremely Likely","Other","","","","","Yes","","","","","","","Yes"
3317,"Mixed Gender Household","English/Welsh","French","Known Data",2,"Likely Homeowner","",15,"$250000-499999","","","Unknown","Unknown","","","","","","","","","","","","Yes"
3711,"Mixed Gender Household","Norwegian","English/Welsh","Known Data",6,"Likely Homeowner","",16,"","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","Yes","Yes","","Yes"
5375,"Mixed Gender Household","English/Welsh","Russian (omitting former Soviet States)","",7,"Likely Renter","",12,"$250000-499999","Yes","","Less than HS Diploma - Likely","Financial Services","","","","","","","","","","Yes","","Yes"
4331,"Mixed Gender Household","English/Welsh","","Modeled Not as Likely to have a child",9,"Likely Homeowner","Family Fun-tastic",12,"$25000-49999","","Yes","Grad Degree - Likely","Unknown","","","Yes","","","","","","Yes","Yes","","Yes"
5127,"Mixed Gender Household","Likely Af-Am (Modeled)","Likely Af-Am (Modeled)","Not Likely to have a child",8,"Likely Homeowner","",16,"$50000-99999","","","Unknown","Unknown","","","","","","","","","","Yes","","Yes"
4784,"Mixed Gender Household","English/Welsh","Danish","Not Likely to have a child",0,"Likely Homeowner","",15,"","","","HS Diploma - Likely","Clerical/Office","","","","Yes","","","","","Yes","Yes","","Unknown"
3912,"Female Only Household","Scots","English/Welsh","Known Data",9,"Likely Homeowner","",15,"$499999+","","","Grad Degree - Extremely Likely","Unknown","","","","Yes","","","","","Yes","","","Yes"
4679,"Mixed Gender Household","English/Welsh","","Known Data",4,"Likely Homeowner","",15,"$100000-249999","","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","","","","Unknown"
2692,"Female Only Household","","","Known Data",6,"Likely Renter","",NA,"$10000-24999","Yes","","HS Diploma - Likely","Unknown","","","Yes","","","","","","","Yes","","Yes"
636,"Mixed Gender Household","Hispanic","Dutch (Netherlands)","Not Likely to have a child",9,"Likely Homeowner","Aging in Place",15,"","Yes","","HS Diploma - Likely","Clerical/Office","","","","","","7 book purchases in home","","","","","","Unknown"
4557,"Mixed Gender Household","Arab","Irish","Known Data",6,"Likely Homeowner","",15,"$50000-99999","Yes","","Bach Degree - Likely","Management","","","","Yes","Yes","","","","Yes","Yes","","Unknown"
3859,"Mixed Gender Household","English/Welsh","English/Welsh","Modeled Not as Likely to have a child",9,"Likely Homeowner","",16,"$25000-49999","Yes","","Grad Degree - Likely","Unknown","","","","","Yes","","","","Yes","","","Yes"
3179,"Mixed Gender Household","French","Hispanic","Not Likely to have a child",7,"Likely Renter","",15,"","","","Unknown","Unknown","","","Yes","","","","","","","Yes","","Yes"
5087,"Female Only Household","English/Welsh","English/Welsh","Known Data",7,"Likely Renter","",16,"$25000-49999","","Yes","Unknown","Unknown","","","Yes","","","","","","Yes","","","Yes"
625,"Female Only Household","English/Welsh","","Known Data",5,"Likely Homeowner","",12,"","","","Some College - Likely","Unknown","","","","","","","","","","","","Yes"
69,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",5,"Likely Homeowner","",16,"$50000-99999","","","Bach Degree - Extremely Likely","Unknown","","","","Yes","","","","","","Yes","","Yes"
5452,"Mixed Gender Household","English/Welsh","Scots","Not Likely to have a child",3,"Likely Homeowner","Reaping Rewards",12,"$100000-249999","","","Unknown","Unknown","","","","","","","","","","Yes","","Unknown"
4935,"Mixed Gender Household","French","","",7,"Likely Renter","",14,"$1-4999","Yes","","Bach Degree - Likely","Education","","","","","","","","","","Yes","","Unknown"
4422,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","",12,"$100000-249999","","","HS Diploma - Likely","Unknown","","","","Yes","","5 book purchases in home","","","Yes","","","Unknown"
971,"Mixed Gender Household","English/Welsh","Hispanic","Not Likely to have a child",8,"Likely Homeowner","Silver Sophisticates",14,"$1-4999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","Yes","5 book purchases in home","","","","","","Yes"
5308,"Mixed Gender Household","Norwegian","English/Welsh","Known Data",8,"Likely Homeowner","",16,"","Yes","","Bach Degree - Extremely Likely","Education","","","","","","1 book purchase in home ","","","Yes","","","Unknown"
4536,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","Not Likely to have a child",8,"Likely Homeowner","",15,"","Yes","","Grad Degree - Likely","Unknown","","","","Yes","","","","","Yes","Yes","","Yes"
4810,"Female Only Household","Swedish","English/Welsh","Known Data",3,"Likely Homeowner","Rooted Flower Power",14,"$250000-499999","Yes","","Some College -Extremely Likely","Unknown","","","","","","","","","Yes","Yes","","Unknown"
2558,"Mixed Gender Household","English/Welsh","","Modeled Likely to have a child",6,"Likely Homeowner","",15,"$50000-99999","","","Bach Degree - Extremely Likely","Unknown","","","","","","5 book purchases in home","","","","","","Yes"
4719,"Male Only Household","English/Welsh","French","Not Likely to have a child",4,"Likely Homeowner","",16,"$100000-249999","","","Some College -Extremely Likely","Unknown","","","","","","","","","","","","Yes"
1849,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","",0,"Likely Homeowner","",15,"","","","Unknown","Unknown","","","Yes","","Yes","","","","","","","Yes"
685,"Mixed Gender Household","Likely Af-Am (Modeled)","French","Modeled Not as Likely to have a child",1,"Likely Homeowner","Unspoiled Splendor",15,"$50000-99999","Yes","","HS Diploma - Likely","Unknown","","","","","","","","","","Yes","","Yes"
826,"Female Only Household","English/Welsh","Scots","Not Likely to have a child",8,"Likely Homeowner","",16,"$50000-99999","","","Some College -Extremely Likely","Unknown","","","","Yes","","","","","Yes","Yes","","Yes"
2236,"Mixed Gender Household","Hungarian","English/Welsh","",3,"Likely Homeowner","",12,"$50000-99999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","Yes","","","Unknown"
1486,"Mixed Gender Household","German","English/Welsh","Not Likely to have a child",9,"Likely Renter","",12,"$25000-49999","","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
3381,"Mixed Gender Household","German","English/Welsh","Modeled Not as Likely to have a child",6,"Likely Homeowner","",16,"$250000-499999","Yes","","HS Diploma - Extremely Likely","Medical","","","","","","","","","Yes","Yes","","Yes"
1435,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",4,"Likely Homeowner","",NA,"$250000-499999","Yes","","HS Diploma - Extremely Likely","Clerical/Office","","","","","Yes","1 book purchase in home ","","","","","","Yes"
5182,"Mixed Gender Household","English/Welsh","Scots","Known Data",8,"Likely Homeowner","Silver Sophisticates",14,"$25000-49999","","","Grad Degree - Likely","Unknown","","","","","","3 book purchases in home","","","","Yes","","Yes"
3958,"Mixed Gender Household","English/Welsh","Hispanic","Known Data",8,"Likely Renter","Silver Sophisticates",16,"$50000-99999","","","Bach Degree - Extremely Likely","Medical","","","","Yes","","1 book purchase in home ","","","","","","Yes"
5895,"Female Only Household","English/Welsh","English/Welsh","Known Data",8,"Likely Homeowner","Rooted Flower Power",15,"$100000-249999","","","Some College -Extremely Likely","Management","","","","","","3 book purchases in home","","","Yes","","","Unknown"
1444,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",9,"Likely Homeowner","",16,"$100000-249999","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Unknown"
1312,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",9,"Likely Homeowner","",15,"$50000-99999","","","Unknown","Unknown","","","Yes","Yes","","","","","","","","Yes"
4756,"Mixed Gender Household","English/Welsh","Irish","Not Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","","","Bach Degree - Extremely Likely","Unknown","","","Yes","Yes","","5 book purchases in home","","","Yes","Yes","","Yes"
154,"Mixed Gender Household","Scots","German","Not Likely to have a child",2,"Likely Homeowner","",13,"$50000-99999","","","Unknown","Unknown","","","Yes","","Yes","4 book purchases in home","","","","","","Unknown"
2186,"Mixed Gender Household","English/Welsh","English/Welsh","",9,"Likely Homeowner","Rooted Flower Power",16,"$25000-49999","Yes","","Some College - Likely","Unknown","","","","","","","","","","","","Yes"
5582,"Mixed Gender Household","English/Welsh","Hispanic","Modeled Not as Likely to have a child",8,"Likely Renter","",16,"","","","Grad Degree - Likely","Unknown","","","","","","","","","Yes","","","Yes"
2321,"Mixed Gender Household","German","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","",12,"","","","Grad Degree - Extremely Likely","Clerical/Office","","","Yes","","","","","","","","","Yes"
3680,"Mixed Gender Household","Swiss","English/Welsh","Modeled Not as Likely to have a child",9,"Likely Homeowner","",15,"$499999+","Yes","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","","","","Yes","Yes","","Yes"
5559,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","",14,"$100000-249999","","","Some College - Likely","Unknown","","","","","","2 book purchases in home","","","","Yes","","Yes"
5049,"Mixed Gender Household","Irish","Likely Af-Am (Modeled)","Not Likely to have a child",9,"Likely Renter","",15,"","Yes","","Bach Degree - Extremely Likely","Clerical/Office","","Yes","","","Yes","","","","","","","Yes"
