HHuniqueID,headOfhouseholdGender,annualDonations,EstRace,PetsPurchases,DigitalHabits_5_AlwaysOn,AffluencePurchases,Age,Job,Marital,Education
HHb73ac86613,F,,,FALSE,3,FALSE,37,blue-collar,divorced,secondary
HHe6d1f17dfd,M,,,FALSE,4,TRUE,27,services,single,secondary
HHea06a07647,M,,,FALSE,3,FALSE,38,blue-collar,married,primary
HH2b6af9a59e,M,,Crow,TRUE,3,FALSE,31,management,single,secondary
HH3bbaf827bd,M,,,FALSE,4,FALSE,52,services,married,secondary
HH9f46f3de0a,F,,Pima,FALSE,1,TRUE,52,blue-collar,married,secondary
HH49dffb29c0,M,,Sri Lankan,FALSE,1,TRUE,33,management,married,tertiary
HHcfdcae0140,M,,Apache,TRUE,4,TRUE,52,technician,married,tertiary
HH01ac9a3cea,M,,Pakistani,FALSE,1,TRUE,38,technician,married,secondary
HH188d71bc26,F,,Yakama,FALSE,2,TRUE,48,management,married,secondary
HH32b2c07730,F,,,TRUE,1,TRUE,40,technician,married,secondary
HH11382427ee,F,,,TRUE,2,FALSE,30,admin.,married,primary
HH854dd802f7,F,,,TRUE,3,FALSE,38,unemployed,married,tertiary
HH754a854a47,M,,Cree,FALSE,2,TRUE,42,technician,married,secondary
HH1c09bb0d93,F,"$1,045.96 ",,FALSE,5,TRUE,46,housemaid,married,primary
HHed63c14e4b,M,,,TRUE,5,FALSE,34,self-employed,single,tertiary
HH4ba3082347,F,,,TRUE,3,FALSE,33,admin.,married,secondary
HHb156d15fd9,F,,,FALSE,3,FALSE,52,blue-collar,married,primary
HH86eb6b9c6c,M,"$1,166.48 ",Menominee,TRUE,4,TRUE,38,housemaid,married,secondary
HHbfe23b0f97,F,$384.43 ,Osage,FALSE,5,FALSE,48,blue-collar,married,secondary
HHbca43fd4c6,M,$134.85 ,,FALSE,2,FALSE,40,management,married,secondary
HHf192fc6d06,M,,,TRUE,4,TRUE,32,services,single,secondary
HHef55aacdb5,F,$302.34 ,,TRUE,4,FALSE,27,services,single,tertiary
HH4746d47aa8,M,,,FALSE,4,FALSE,33,admin.,single,tertiary
HHfc425e7423,F,,,TRUE,5,FALSE,37,entrepreneur,married,tertiary
HHe48eaed75d,F,,,FALSE,2,TRUE,32,technician,single,tertiary
HH15eba591bd,F,,Fijian,TRUE,1,FALSE,36,blue-collar,married,primary
HH8c193f0129,F,,,FALSE,5,FALSE,53,blue-collar,married,primary
HH201893e9f8,M,"$1,026.55 ",South American,FALSE,3,FALSE,36,admin.,single,tertiary
HH4e987f742d,M,,Bolivian,TRUE,5,FALSE,44,technician,married,secondary
HH3b0ba7f49a,M,$807.47 ,,FALSE,3,TRUE,29,services,divorced,secondary
HHa42515f432,F,,Salvadoran,FALSE,5,FALSE,38,management,married,tertiary
HHcaf6c9c5eb,M,,,TRUE,1,TRUE,31,entrepreneur,single,tertiary
HH8f3bd4a84c,M,,,TRUE,4,TRUE,30,management,single,tertiary
HHed2777d590,F,,,FALSE,3,TRUE,33,blue-collar,married,primary
HH133973522a,F,,,FALSE,1,FALSE,38,unemployed,married,primary
HH0057415ea9,M,,,FALSE,5,FALSE,39,blue-collar,divorced,secondary
HHebab47ed85,M,,,FALSE,5,FALSE,77,retired,married,NA
HHfab2e98da4,M,,,FALSE,5,TRUE,32,technician,single,tertiary
HHce5f569447,M,,Comanche,FALSE,2,FALSE,50,services,married,primary
HH455e8623f7,F,$346.71 ,,FALSE,4,FALSE,58,blue-collar,single,secondary
HH9f643c0017,M,,Korean,FALSE,1,FALSE,37,technician,married,secondary
HH00a8cb8018,M,,,TRUE,4,TRUE,47,technician,married,secondary
HH4f301a6a4c,M,"$1,084.43 ",,FALSE,2,TRUE,33,management,married,tertiary
HHca7b0cb6a8,F,,,TRUE,1,FALSE,38,unemployed,married,primary
HH20beb96e4b,F,,Samoan,TRUE,3,FALSE,25,student,single,secondary
HH797a2f4b46,F,,Guamanian,TRUE,2,TRUE,50,admin.,single,secondary
HH9430c0f8a8,M,,Costa Rican,FALSE,5,TRUE,46,technician,divorced,tertiary
HHdd364e8b11,F,,Black or African American,FALSE,5,FALSE,54,services,married,secondary
HHf361ad3401,M,,,TRUE,4,TRUE,51,retired,married,secondary
HHbfb1f7297b,F,,Melanesian,FALSE,5,TRUE,57,entrepreneur,married,tertiary
HHaf1b8be86b,F,,Japanese,FALSE,1,FALSE,33,blue-collar,married,secondary
HH646c933ad7,F,,,FALSE,5,TRUE,51,technician,divorced,secondary
HH82f1bb3cf2,F,,Panamanian,TRUE,2,FALSE,40,admin.,married,primary
HH8a81ff4f20,M,,,TRUE,5,FALSE,41,blue-collar,married,secondary
HH158c77040b,F,,,TRUE,1,FALSE,23,services,single,secondary
HH15b90c095e,M,,,FALSE,1,FALSE,33,admin.,divorced,secondary
HHf39a8f58ef,F,,,TRUE,2,TRUE,27,management,single,tertiary
HH5cba3fe39c,F,,,TRUE,2,TRUE,77,retired,divorced,secondary
HH6108807fb8,F,,,FALSE,1,TRUE,28,blue-collar,single,secondary
HH98a61be7d9,F,,,FALSE,1,FALSE,52,unemployed,married,secondary
HH68d8690e61,F,$119.42 ,,FALSE,3,FALSE,35,entrepreneur,married,secondary
HH50ec4f2742,F,,,TRUE,4,FALSE,48,blue-collar,married,secondary
HH473de76f9b,F,,,TRUE,4,FALSE,36,admin.,single,secondary
HH7eb05067b8,M,,,TRUE,2,FALSE,50,blue-collar,married,primary
HH04585efbf6,F,,,TRUE,5,TRUE,39,blue-collar,single,primary
HHef5621b8f1,M,,,TRUE,5,TRUE,72,self-employed,married,tertiary
HH77c2a36da5,M,,,FALSE,3,TRUE,45,technician,single,secondary
HHc458c2108e,F,,,FALSE,1,FALSE,59,unemployed,married,secondary
HH3b57c21389,M,,,TRUE,3,TRUE,54,technician,married,secondary
HH4025d58866,M,,,FALSE,5,FALSE,31,blue-collar,married,secondary
HHe47907556f,F,,,FALSE,2,TRUE,32,blue-collar,single,primary
HH35c3729f12,M,,Black or African American,FALSE,3,FALSE,21,student,single,NA
HHd73d27611e,M,,,TRUE,2,FALSE,59,retired,single,secondary
HHf3debf3ebd,M,,,TRUE,3,FALSE,46,admin.,divorced,secondary
HHcb46d57819,M,,Iroquois,TRUE,5,FALSE,41,admin.,married,secondary
HH8233291778,F,,,TRUE,5,TRUE,42,management,married,tertiary
HHd6f3095e7a,M,$712.75 ,,FALSE,4,FALSE,44,unemployed,single,primary
HH1996391c2e,M,,,TRUE,5,TRUE,29,blue-collar,single,secondary
HHde3b29627c,F,,Comanche,FALSE,1,FALSE,31,self-employed,married,tertiary
HH116a4b1d38,M,,,TRUE,1,FALSE,66,retired,married,secondary
HHe369660667,F,,,FALSE,5,FALSE,47,technician,married,secondary
HH57f410f255,F,,Chilean,FALSE,2,TRUE,26,blue-collar,single,secondary
HH667f25422f,M,,Malaysian,FALSE,1,FALSE,36,technician,married,tertiary
HHc7a7bf945c,M,,,TRUE,5,FALSE,44,management,married,tertiary
HH533d5caefa,M,,,TRUE,3,TRUE,29,services,single,tertiary
HHb741685609,M,,,FALSE,3,TRUE,44,entrepreneur,married,secondary
HHbf666be056,M,,Blackfeet,TRUE,5,TRUE,42,housemaid,married,primary
HH77b4ac953f,F,,,TRUE,3,TRUE,47,entrepreneur,married,secondary
HH6626d16159,F,,,TRUE,1,FALSE,37,blue-collar,single,tertiary
HHdb350eb743,M,,,TRUE,4,TRUE,43,management,married,tertiary
HH2839b3da4d,M,,,FALSE,4,FALSE,36,admin.,married,NA
HHae0a9ed8d7,F,,,TRUE,5,FALSE,31,management,single,tertiary
HHd3e3d6d634,F,,,FALSE,2,FALSE,78,NA,married,NA
HH944ec1fe38,F,,,FALSE,1,TRUE,36,technician,married,tertiary
HHece91d616a,F,,Yaqui,FALSE,3,TRUE,49,services,married,secondary
HH503b399767,M,,,FALSE,5,TRUE,35,management,married,tertiary
HHe624ed45ff,M,$400.60 ,,TRUE,3,TRUE,38,unemployed,married,primary
HHfd9ba69848,M,,,FALSE,4,FALSE,49,blue-collar,married,secondary
HH5c530fe744,F,,,TRUE,4,TRUE,32,blue-collar,married,primary
HH7e3e03fb94,M,,,TRUE,1,TRUE,59,technician,married,secondary
HH6adc299391,M,,,TRUE,2,TRUE,58,retired,married,primary
HH50b11d403a,F,$459.81 ,,TRUE,4,TRUE,26,student,single,secondary
HH2dc2084653,F,,Alaskan Athabascan,TRUE,2,TRUE,44,entrepreneur,married,secondary
HHb9ee6c49fe,F,,,FALSE,5,TRUE,40,entrepreneur,single,secondary
HH2dc174a0e9,M,,,TRUE,4,FALSE,58,technician,married,secondary
HH509e881480,M,,,FALSE,4,TRUE,47,housemaid,married,primary
HHa45b9a13aa,M,$753.47 ,Yuman,TRUE,5,TRUE,43,blue-collar,divorced,primary
HH772dfd6103,M,,Pima,FALSE,1,FALSE,50,blue-collar,married,primary
HH33880279cb,M,,,TRUE,2,FALSE,61,retired,married,secondary
HHef0189f4ce,F,,,FALSE,1,FALSE,46,technician,married,secondary
HH45fa71a3b8,F,,,TRUE,2,TRUE,54,retired,married,primary
HHd3e50b01c3,M,,Paiute,FALSE,3,FALSE,46,admin.,married,secondary
HHa15eff7a59,F,,,TRUE,4,FALSE,33,blue-collar,married,secondary
HH7e0fd814c2,M,,,TRUE,2,TRUE,30,admin.,single,secondary
HH3a68bfb147,M,,,FALSE,1,TRUE,34,blue-collar,married,primary
HHf19e573f63,M,,,FALSE,5,FALSE,53,admin.,married,secondary
HH164263c8e1,F,,,FALSE,5,TRUE,37,blue-collar,single,secondary
HH0f36a3d157,M,,,TRUE,4,FALSE,28,blue-collar,single,secondary
HH74bf2f3c3c,F,,,TRUE,1,TRUE,38,management,married,tertiary
HHa8eec8409a,F,,Comanche,FALSE,5,TRUE,33,self-employed,married,tertiary
HH83a7648458,F,,,TRUE,2,TRUE,32,management,married,tertiary
HH7539f4164a,M,,Blackfeet,TRUE,3,FALSE,38,services,married,secondary
HH06b3cc5495,M,,,FALSE,5,TRUE,43,technician,married,secondary
HH4e3fef9786,M,"$1,073.87 ",,FALSE,4,TRUE,43,management,married,tertiary
HH9be2696863,F,,,TRUE,4,FALSE,36,management,single,tertiary
HH35d0263387,F,,,FALSE,2,TRUE,47,management,single,tertiary
HH48024de0e8,M,,Asian Indian,TRUE,4,FALSE,30,admin.,married,secondary
HH97c051534a,M,,,FALSE,3,TRUE,43,management,married,NA
HH71c97484ee,M,,,FALSE,3,FALSE,60,management,married,tertiary
HH308000a106,F,,,TRUE,5,FALSE,55,management,married,tertiary
HH8f06314368,F,,,TRUE,5,TRUE,33,technician,single,secondary
HH061f0535de,M,,Cuban,FALSE,2,FALSE,59,self-employed,married,tertiary
HH17bbf820f2,M,,,FALSE,2,TRUE,37,admin.,married,secondary
HH853c37dc11,M,,,FALSE,3,FALSE,36,technician,married,secondary
HH37fee79b75,F,,,TRUE,2,FALSE,36,management,single,tertiary
HH7e76f8d2f4,F,,Paiute,FALSE,5,TRUE,23,services,single,secondary
HHa9d7ada901,F,,,FALSE,3,TRUE,33,admin.,married,secondary
HH7239ec3779,M,,Delaware,TRUE,5,FALSE,39,self-employed,married,tertiary
HH2a55088c67,F,"$1,150.34 ",,TRUE,2,FALSE,37,admin.,married,secondary
HH142b898650,M,,Creek,TRUE,5,FALSE,50,entrepreneur,married,tertiary
HH08fdc63776,M,$547.20 ,,FALSE,1,TRUE,31,services,married,secondary
HH9c7e50299c,M,,,FALSE,2,FALSE,58,management,married,tertiary
HH5c8e32c4bd,F,,,TRUE,1,FALSE,56,technician,married,secondary
HHa968ae000b,M,"$1,240.09 ",,TRUE,3,TRUE,39,technician,married,secondary
HH482b726757,M,,,TRUE,5,TRUE,30,blue-collar,married,secondary
HH2f88741981,M,,,TRUE,2,FALSE,58,blue-collar,married,NA
HH261acce3b8,F,,,FALSE,3,TRUE,32,technician,single,secondary
HHd530708323,M,,,FALSE,3,TRUE,37,technician,married,NA
HHf64d2c1366,F,,,TRUE,1,TRUE,34,blue-collar,married,primary
HHa44def3c3e,F,$629.44 ,,FALSE,4,FALSE,44,blue-collar,divorced,secondary
HH5e725660d8,M,,Peruvian,FALSE,4,TRUE,44,technician,married,secondary
HH6a2cb3f7b8,M,,Osage,FALSE,2,FALSE,42,entrepreneur,married,primary
HH6649a7b0c3,F,,,TRUE,3,FALSE,48,entrepreneur,married,tertiary
HHe66bad92fe,M,$209.56 ,,FALSE,1,FALSE,30,admin.,single,secondary
HH4411ea47d1,F,,,FALSE,5,TRUE,40,services,married,secondary
HH5f3f4f8097,F,$384.08 ,,TRUE,1,FALSE,41,management,married,tertiary
HHcae55ee718,F,,,FALSE,1,TRUE,44,blue-collar,married,secondary
HH436c0a0394,M,,,TRUE,5,FALSE,30,technician,single,tertiary
HHabff63f4c9,F,,,FALSE,3,FALSE,31,unemployed,divorced,tertiary
HHaeecc0fb59,M,,,TRUE,1,TRUE,46,blue-collar,married,secondary
HHa1a3978361,M,$575.12 ,,FALSE,5,FALSE,55,management,single,secondary
HHe09a66f663,M,,,TRUE,1,FALSE,62,blue-collar,married,secondary
HH090ac80d04,M,,,TRUE,3,TRUE,22,student,single,tertiary
HH1765507ccf,M,$546.40 ,,TRUE,2,FALSE,38,unemployed,single,secondary
HH5b636d892c,M,,,FALSE,1,TRUE,44,management,married,tertiary
HHc1cfe51f44,F,,,FALSE,2,FALSE,38,management,single,tertiary
HHd441e19a7c,F,$86.48 ,,TRUE,1,TRUE,69,retired,married,secondary
HH4b09433e18,M,,Pueblo,FALSE,2,TRUE,29,services,single,secondary
HHcfceed2571,M,,,TRUE,5,FALSE,56,technician,divorced,secondary
HH5f3bd3aa17,F,,,TRUE,2,TRUE,53,admin.,married,secondary
HHaa7a53e8d8,M,,,FALSE,1,TRUE,39,management,divorced,tertiary
HHf6f1c8d566,M,,,FALSE,5,FALSE,31,management,single,tertiary
HHc898bd11f4,M,,,FALSE,5,TRUE,31,technician,single,tertiary
HH2b5b255509,F,$575.42 ,,FALSE,1,FALSE,31,technician,single,tertiary
HH266464da7c,F,,,TRUE,3,FALSE,31,entrepreneur,married,tertiary
HHe8fb5c0ced,M,,,FALSE,5,TRUE,39,management,married,secondary
HHc43ecf57d4,M,,,FALSE,4,FALSE,52,blue-collar,married,primary
HH235c76de5a,M,"$1,336.85 ",,FALSE,5,TRUE,40,management,married,tertiary
HH36ad28d9da,F,,Ute,TRUE,4,TRUE,35,services,married,secondary
HH59fed297e2,F,,,TRUE,5,FALSE,28,student,single,secondary
HHe9f2a3415d,F,,,TRUE,4,TRUE,25,student,single,secondary
HH5047754f72,M,,,FALSE,2,TRUE,28,admin.,single,tertiary
HHd9833131b1,M,$140.97 ,,FALSE,5,TRUE,44,blue-collar,divorced,secondary
HH6b13eaf754,M,,,TRUE,1,FALSE,28,student,single,tertiary
HHc7a76c6b38,M,,,FALSE,4,TRUE,29,admin.,single,secondary
HH3fb3c451db,F,,,TRUE,3,TRUE,36,management,married,tertiary
HHf932bd81ea,M,,,FALSE,3,TRUE,50,management,married,secondary
HH504bc7a6df,M,$46.18 ,,TRUE,5,TRUE,35,entrepreneur,married,tertiary
HH6ed0414318,F,,,TRUE,2,FALSE,48,technician,married,secondary
HHf87a8a4538,M,"$1,102.94 ",,TRUE,1,TRUE,49,services,married,secondary
HH36df400050,F,,Venezuelan,FALSE,4,FALSE,47,blue-collar,married,secondary
HHb76cbf8db8,F,,Alaskan Athabascan,TRUE,5,TRUE,33,blue-collar,married,primary
HH857954f5d2,M,,,TRUE,5,FALSE,35,services,single,primary
HH542c451fd1,M,$502.68 ,,TRUE,5,TRUE,31,management,married,tertiary
HHf062dd74dc,M,,,FALSE,2,TRUE,54,blue-collar,married,primary
HH7236029fea,F,,,FALSE,5,TRUE,25,services,single,secondary
HH16e44822a4,F,,,TRUE,5,TRUE,39,blue-collar,married,primary
HHaad23dbffe,F,,,FALSE,2,TRUE,52,unemployed,divorced,secondary
HH48673f9b7a,M,,,FALSE,1,TRUE,34,management,single,tertiary
HHced6d1747d,M,,,FALSE,4,FALSE,27,management,single,tertiary
HH9397e57fc6,F,$187.88 ,,FALSE,4,FALSE,27,technician,married,secondary
HH4f625feb23,M,,,FALSE,3,FALSE,35,blue-collar,married,tertiary
HH7c6ae80ec3,F,,,TRUE,3,TRUE,33,blue-collar,married,secondary
HH6daa71d00d,F,,,TRUE,3,TRUE,36,services,single,secondary
HHc8abeb805f,F,"$1,189.77 ",,FALSE,4,FALSE,38,management,married,secondary
HH43cd838329,M,,,FALSE,2,FALSE,46,technician,married,secondary
HH26da58bbd9,F,,,TRUE,4,FALSE,18,student,single,NA
HH77f1751015,F,,,FALSE,5,FALSE,33,technician,divorced,secondary
HH4b467d4252,M,,,FALSE,5,FALSE,23,technician,single,NA
HH2e531f89d1,M,,,TRUE,3,TRUE,32,blue-collar,single,primary
HHeb994e9220,F,,,FALSE,4,FALSE,37,management,married,tertiary
HH0fc6426914,M,,Salvadoran,TRUE,4,TRUE,39,services,single,secondary
HH5b8461056a,M,,Eskimo,TRUE,2,FALSE,21,student,single,NA
HH5e9dfd6f61,F,,,FALSE,4,FALSE,49,technician,married,secondary
HH106927b96a,M,$765.48 ,,FALSE,1,FALSE,54,blue-collar,divorced,primary
HH3fc321f307,M,,,FALSE,4,TRUE,36,technician,married,tertiary
HHf18b728bb3,M,,,TRUE,5,FALSE,52,management,married,tertiary
HHf7450ae493,F,,Cambodian,FALSE,2,TRUE,55,housemaid,divorced,tertiary
HH87a1500be8,F,,,FALSE,1,FALSE,81,retired,divorced,primary
HH076130a3a3,M,,,TRUE,4,TRUE,47,technician,married,secondary
HH5e023b2968,F,,,FALSE,2,TRUE,35,housemaid,divorced,secondary
HH514761173c,M,$225.30 ,,TRUE,4,TRUE,24,blue-collar,single,primary
HH6d04d17d6b,F,,Venezuelan,FALSE,3,TRUE,35,self-employed,married,tertiary
HHc953874ff7,F,,,TRUE,4,FALSE,46,technician,married,tertiary
HH8094be8189,F,,,TRUE,2,TRUE,38,technician,single,secondary
HHe175703e9c,F,,,TRUE,1,TRUE,46,services,married,secondary
HH7f7dfc6ca7,F,$792.65 ,,FALSE,3,TRUE,33,blue-collar,married,secondary
HH9c2c5a543a,M,,Thai,FALSE,1,TRUE,27,technician,single,secondary
HH2252d6701c,F,$895.71 ,,TRUE,3,TRUE,47,services,married,secondary
HHcb64af8935,F,,,FALSE,1,FALSE,51,housemaid,married,primary
HHdb072a8649,F,,,TRUE,2,FALSE,31,technician,divorced,secondary
HHc3f0d0af43,F,,,FALSE,2,TRUE,33,blue-collar,married,primary
HHaa84a941b8,F,,,FALSE,3,FALSE,42,blue-collar,single,secondary
HHe45c35dd2f,F,,Choctaw,TRUE,5,FALSE,26,services,married,secondary
HHf172a88f71,M,,Alaska Native,TRUE,4,FALSE,54,technician,married,secondary
HHec4aba371a,M,$728.35 ,,TRUE,2,FALSE,35,management,single,tertiary
HH69bca98688,M,,Chippewa,TRUE,3,FALSE,36,housemaid,married,secondary
HH2a291bc591,M,,,TRUE,1,FALSE,42,blue-collar,married,secondary
HH874590fc6b,M,,Shoshone,TRUE,3,TRUE,58,management,married,tertiary
HH1e7fd86b85,M,$455.74 ,,TRUE,4,TRUE,55,retired,married,primary
HH23ca7db96a,F,,,FALSE,3,TRUE,45,blue-collar,divorced,primary
HHddd8a4ed3b,M,,,FALSE,2,FALSE,43,management,married,tertiary
HH7642a2bcb9,F,,,FALSE,2,FALSE,25,blue-collar,single,secondary
HH25540579bd,M,,,FALSE,3,FALSE,27,services,single,secondary
HH0f2c5a7a8d,M,,,FALSE,1,TRUE,59,retired,single,secondary
HH8d3b5c6db0,M,,,FALSE,1,TRUE,38,management,divorced,tertiary
HHaab971ee14,M,,Colville,TRUE,4,TRUE,40,services,married,secondary
HHaec67a6ad1,M,,,TRUE,1,TRUE,32,management,single,tertiary
HHdaa07ca047,M,,,TRUE,3,TRUE,32,services,single,secondary
HH9b7cc42300,F,,,TRUE,2,TRUE,42,admin.,divorced,secondary
HH3e854bd4ed,F,,,FALSE,2,TRUE,38,blue-collar,divorced,secondary
HH228fb8d078,M,,,FALSE,2,FALSE,76,retired,married,tertiary
HH7d38018a3e,M,,,TRUE,4,TRUE,53,management,married,tertiary
HH0392e3c66e,F,,,FALSE,2,FALSE,54,technician,married,secondary
HHb1fd0e7a76,M,,Polynesian,TRUE,4,FALSE,34,blue-collar,single,NA
HH914907a1c8,F,,Alaskan Athabascan,TRUE,4,FALSE,29,technician,married,tertiary
HH504208a7e3,F,$249.05 ,,TRUE,1,FALSE,35,management,married,tertiary
HH64353c49c4,F,,,TRUE,2,TRUE,29,management,single,tertiary
HHd35cdcf0dc,F,,,FALSE,2,TRUE,43,management,married,NA
HH24afe209a8,M,,,FALSE,2,FALSE,29,blue-collar,divorced,secondary
HHdbac9b03c1,M,,Melanesian,FALSE,1,FALSE,58,retired,married,secondary
HHf4706698ad,F,,,TRUE,4,TRUE,29,blue-collar,married,secondary
HH40ac9f7cbf,F,,,FALSE,5,FALSE,31,admin.,single,secondary
HHe7288cd020,F,,,FALSE,4,FALSE,47,blue-collar,divorced,primary
HH8abd0cc974,M,,Malaysian,TRUE,2,TRUE,57,management,divorced,tertiary
HHa0a49379af,M,,,TRUE,4,FALSE,50,blue-collar,married,primary
HHf52558070f,F,,,TRUE,1,TRUE,34,blue-collar,married,primary
HH57bd5b4970,M,,Mexican,FALSE,1,FALSE,20,student,single,NA
HH09b7498ac8,F,,,TRUE,3,FALSE,29,management,single,tertiary
HHe3f5797be2,M,$100.49 ,,TRUE,1,FALSE,38,self-employed,single,tertiary
HH8c11a592f7,M,,,TRUE,3,TRUE,35,blue-collar,single,primary
HHf3f0a30fc0,M,,,FALSE,2,FALSE,36,blue-collar,married,secondary
HH4adf3d5217,M,$122.44 ,,FALSE,5,TRUE,45,technician,married,secondary
HH43cf83ca26,F,,,TRUE,2,TRUE,67,retired,married,NA
HH7964b02df0,F,,,TRUE,4,FALSE,42,services,married,secondary
HH8e5f2c0f2d,M,,,TRUE,4,FALSE,60,blue-collar,married,tertiary
HHce7d65702b,M,,,TRUE,5,TRUE,52,housemaid,married,primary
HH17255ba195,M,,,TRUE,5,FALSE,34,technician,single,tertiary
HHb73c4af6eb,F,,,TRUE,2,TRUE,57,technician,married,secondary
HHae873b6c21,F,,Uruguayan,FALSE,4,TRUE,45,technician,married,NA
HH38f922f93d,M,,,TRUE,3,FALSE,43,unemployed,married,tertiary
HHd3a5be4d7d,F,,,FALSE,2,TRUE,30,technician,married,tertiary
HH2632e4d0af,F,,,FALSE,5,FALSE,49,admin.,divorced,secondary
HH29e05734d4,M,,,FALSE,3,FALSE,64,management,married,NA
HH6b033d605d,F,,,FALSE,1,TRUE,47,management,married,tertiary
HH0c5c987787,M,,,TRUE,1,TRUE,31,unemployed,married,secondary
HHf738af10f2,M,,,TRUE,4,FALSE,28,student,single,secondary
HHbef550045c,F,,,FALSE,3,TRUE,38,management,married,tertiary
HH03e02b8f74,M,,,FALSE,4,TRUE,31,management,married,tertiary
HH31c1596799,F,,,FALSE,3,TRUE,28,housemaid,single,secondary
HH25c0375fa7,F,,Puerto Rican,FALSE,2,FALSE,43,blue-collar,single,primary
HHd404f42672,M,,,FALSE,1,FALSE,26,student,single,tertiary
HHd8a6703027,M,,,TRUE,3,FALSE,22,blue-collar,single,secondary
HHcd1f5a7986,F,,,FALSE,3,FALSE,46,management,married,tertiary
HH9afd3c8fdb,F,,Korean,FALSE,4,TRUE,66,retired,married,tertiary
HHb4d362f52d,F,,,FALSE,2,FALSE,38,technician,married,secondary
HH704aad41ee,F,,,TRUE,2,TRUE,56,management,married,tertiary
HHb0b5c99b13,M,,,FALSE,5,FALSE,59,management,married,tertiary
HHe5e3aa7742,M,,,FALSE,5,FALSE,25,blue-collar,single,secondary
HH953bd0dc3b,F,,Costa Rican,FALSE,3,TRUE,53,blue-collar,married,secondary
HH4a92d7e9f5,M,,,TRUE,2,FALSE,29,blue-collar,married,secondary
HHc381766d73,F,,Chilean,FALSE,3,TRUE,25,admin.,single,tertiary
HHbebbcf6ffd,F,,,FALSE,1,FALSE,38,retired,married,NA
HH37c4c39e94,F,$185.45 ,,TRUE,1,FALSE,34,management,married,tertiary
HHd94657715f,M,,,FALSE,5,TRUE,47,technician,single,secondary
HH8d7f89c0a8,M,,,TRUE,4,TRUE,53,management,married,tertiary
HHa05483ead3,M,,,TRUE,2,TRUE,33,blue-collar,married,secondary
HH52bf241223,M,,,FALSE,1,TRUE,33,blue-collar,married,secondary
HH0c158f96ee,F,,,FALSE,4,TRUE,35,management,divorced,tertiary
HH19532b4026,M,,Colombian,FALSE,5,TRUE,29,services,single,secondary
HH4d000473a7,M,,,TRUE,4,FALSE,29,technician,single,secondary
HHed8b552c0f,M,,,FALSE,2,FALSE,42,management,married,NA
HHfebb6a4eef,F,,,TRUE,4,FALSE,61,retired,married,secondary
HH337146416d,M,,,TRUE,1,TRUE,31,services,married,secondary
HH62a090c5cf,F,,Pakistani,FALSE,1,TRUE,41,admin.,single,secondary
HHc64f2ed26f,F,,,TRUE,1,FALSE,39,admin.,married,secondary
HH0b18555c71,F,,,TRUE,1,FALSE,34,technician,married,tertiary
HHa0e09b326a,M,,Japanese,TRUE,4,FALSE,49,blue-collar,married,secondary
HH73d125f3e1,M,,,TRUE,2,TRUE,35,entrepreneur,single,tertiary
HH9599b0d558,M,,Korean,TRUE,4,TRUE,33,blue-collar,married,secondary
HHb411ecb555,F,,Native Hawaiian and Other Pacific Islander (NHPI),TRUE,1,TRUE,43,technician,married,secondary
HH6638772bf0,F,,Thai,FALSE,4,TRUE,49,management,married,secondary
HHf5d273bc4f,F,$538.99 ,Cherokee,FALSE,5,TRUE,37,technician,married,secondary
HH763da35cd2,F,,,TRUE,4,TRUE,44,blue-collar,married,primary
HH6a002b154d,F,,,FALSE,2,FALSE,60,technician,married,secondary
HH5f8c81dea9,F,,,TRUE,5,FALSE,32,blue-collar,married,secondary
HHa7afb68807,F,$599.39 ,,TRUE,2,FALSE,39,management,married,primary
HH570e2ff265,F,,,FALSE,5,FALSE,30,services,married,secondary
HH6760dd3c52,M,,Black or African American,TRUE,4,FALSE,33,unemployed,single,tertiary
HH90d8e9aa42,F,,,FALSE,3,FALSE,41,blue-collar,married,secondary
HH23e79e26ff,F,,,TRUE,4,TRUE,46,technician,married,secondary
HH1ad5952db0,M,,,TRUE,4,FALSE,28,blue-collar,single,secondary
HH8dd844d332,F,,,TRUE,5,FALSE,26,admin.,single,secondary
HH1fdfa954cd,M,$685.53 ,Yakama,TRUE,5,FALSE,48,housemaid,married,primary
HH1cc81fbeb2,M,,,FALSE,2,TRUE,37,housemaid,married,primary
HH6ca003c6c0,M,,,FALSE,5,TRUE,38,admin.,single,secondary
HHf36e98167d,M,,,FALSE,5,TRUE,30,technician,single,secondary
HHcba8bfd90c,M,,,TRUE,5,TRUE,48,management,married,tertiary
HH76c0f10268,F,,Puget Sound Salish,TRUE,5,TRUE,59,management,married,tertiary
HH1021662c24,F,,,TRUE,1,FALSE,59,retired,married,primary
HHa6aa0ef88e,M,,,TRUE,2,FALSE,59,technician,married,secondary
HH1d7dbb5baf,M,,Native Hawaiian,FALSE,3,TRUE,44,blue-collar,married,primary
HH3adb8d09a8,M,,,TRUE,3,TRUE,34,admin.,married,tertiary
HH2e2a387b6f,M,,,FALSE,2,TRUE,55,entrepreneur,married,secondary
HH10fbb82f43,M,,,FALSE,4,FALSE,38,technician,married,secondary
HH8e3244184b,F,,,FALSE,1,FALSE,27,management,single,tertiary
HH49b114bd0b,F,,,FALSE,3,TRUE,19,student,single,secondary
HHa2531cfbae,F,,,FALSE,5,TRUE,51,management,married,tertiary
HHa16a5cd4da,F,,,TRUE,2,TRUE,32,blue-collar,married,secondary
