"RowID","uniqueID","zipRange","homeOwner","NUMCHLD","INCOME","gender","WEALTH","HV","Icmed","Icavg","IC15","NUMPROM","RAMNTALL","MAXRAMNT","LASTGIFT","totalmonths","TIMELAG","AVGGIFT","Y1_Donation","Y2_DonatedAmt"
1725,"donor12880","80000-99999","Yes",1,4,"MALE",8,865,433,478,11,48,49,5,5,32,17,3.266666667,"No",0
1726,"donor12884","40000-59999","Yes",1,1,"FEMALE",7,586,318,334,11,100,236,18,10,31,17,11.8,"Yes",10
1727,"donor12896","80000-99999","Yes",2,5,"MALE",8,1158,365,429,12,38,70,10,10,30,6,8.75,"No",0
1728,"donor12901","40000-59999","No",1,3,"FEMALE",8,471,288,323,26,28,70,25,25,29,9,23.33333333,"No",0
1729,"donor12908","60000-79999","Yes",1,6,"MALE",7,1127,384,560,14,85,419,18,13,32,0,8.729166667,"Yes",12
1730,"donor12918","80000-99999","Yes",1,4,"FEMALE",8,2192,476,539,7,18,25,25,25,37,5,25,"No",0
1731,"donor12919","80000-99999","Yes",1,5,"MALE",8,1901,403,418,5,32,29,5,4,29,5,4.142857143,"Yes",4
1732,"donor12926","40000-59999","Yes",1,4,"MALE",8,517,287,327,18,36,140,50,15,37,4,12.72727273,"Yes",15
1733,"donor12967","40000-59999","Yes",1,4,"FEMALE",1,537,275,306,22,70,91,7,5,17,10,4.333333333,"Yes",4
1734,"donor12972","20000-39999","Yes",1,4,"FEMALE",8,844,380,431,9,15,15,15,15,37,NA,15,"No",0
1735,"donor12973","80000-99999","Yes",1,2,"MALE",8,807,369,411,9,25,60,20,15,36,2,15,"No",0
1736,"donor12979","60000-79999","Yes",2,5,"MALE",8,561,353,374,6,NA,25,12,3,28,8,8.333333333,"No",0
1737,"donor12986","80000-99999","Yes",1,4,"MALE",4,1593,352,408,18,77,203,15,9,37,2,6.548387097,"Yes",15
1738,"donor12992","60000-79999",NA,1,3,"MALE",8,707,347,377,15,39,52,15,15,28,7,10.4,"Yes",10
1739,"donor12993","80000-99999","Yes",1,4,"MALE",8,1383,NA,272,39,48,733,250,NA,19,6,122.1666667,"Yes",95
1740,"donor12999","40000-59999","Yes",1,3,"FEMALE",8,465,297,340,19,15,15,15,15,37,5,15,"Yes",5
1741,"donor13000","60000-79999","Yes",1,4,"FEMALE",8,468,244,259,22,34,33,7,5,33,12,5.5,"No",0
1742,"donor13003","20000-39999","Yes",2,4,"MALE",8,445,257,275,26,NA,41,11,10,31,7,8.2,"No",0
1743,"donor13006","80000-99999","Yes",1,4,"MALE",8,501,243,266,24,15,20,NA,20,36,5,20,"Yes",20
1744,"donor13007","40000-59999","Yes",1,4,"MALE",6,633,407,406,NA,66,128,10,10,37,4,6.4,"No",0
1745,"donor13012","80000-99999","Yes",1,NA,"MALE",6,1676,452,464,3,NA,60,7,5,35,2,4.615384615,"Yes",5
1746,"donor13014","20000-39999","No",1,1,"MALE",8,849,350,391,11,14,15,15,15,36,5,15,"No",0
1747,"donor13020","60000-79999","No",1,3,"MALE",8,537,248,307,29,26,92,25,NA,31,1,15.33333333,"Yes",10
1748,"donor13024","20000-39999","Yes",1,3,"MALE",7,929,387,438,3,81,249,35,15,23,1,16.6,"No",0
1749,"donor13029","40000-59999","Yes",1,4,"MALE",8,474,279,321,16,36,43,12,12,31,11,7.166666667,"Yes",10
1750,"donor13052","80000-99999","Yes",1,4,"MALE",8,331,275,289,26,70,79,5,3,29,13,3.291666667,"No",0
1751,"donor13055","20000-39999","Yes",1,2,"FEMALE",1,580,213,264,21,39,60,15,15,31,4,12,"No",0
1752,"donor13060","60000-79999","Yes",1,2,"MALE",8,437,304,285,28,30,NA,7,7,29,1,5.25,"No",0
1753,"donor39055-87","80000-99999","Yes",1,4,"FEMALE",9,1348,470,641,0,69,237,10,5,30,1,5.386363636,"No",0
1754,"donor13078","80000-99999","Yes",1,4,"MALE",8,790,409,457,8,44,82,10,9,30,12,7.454545455,"Yes",11
1755,"donor13079","80000-99999","Yes",NA,4,"MALE",8,1289,466,521,4,71,165,15,5,30,13,5.689655172,"No",0
1756,"donor13082","80000-99999","Yes",1,7,"MALE",8,4513,338,331,23,74,146,20,11,31,2,9.125,"Yes",10
1757,"donor13090","20000-39999","Yes",1,4,"FEMALE",8,1879,345,460,13,NA,32,6,5,30,4,4.571428571,"No",0
1758,"donor13091","80000-99999","Yes",1,5,"FEMALE",8,1518,464,562,7,91,557,25,19,29,2,9.283333333,"No",0
1759,"donor13102","20000-39999","Yes",1,6,"FEMALE",4,487,305,326,25,41,107,17,16,36,18,10.7,"Yes",16
1760,"donor13107","80000-99999","Yes",1,2,"MALE",8,956,248,321,24,16,15,15,15,37,5,15,"No",0
1761,"donor13114","20000-39999","Yes",1,NA,"MALE",8,552,274,300,20,34,62,NA,7,32,2,5.166666667,"No",0
1762,"donor13120","80000-99999","Yes",1,4,"MALE",8,4174,661,717,0,28,51,10,10,28,5,7.285714286,"No",0
1763,"donor13121","60000-79999","Yes",1,4,"MALE",2,370,183,238,41,60,120.5,12,12,36,7,10.04166667,"No",0
1764,"donor13130","20000-39999","Yes",1,4,"MALE",8,504,172,255,36,23,25,15,15,32,5,12.5,"No",0
1765,"donor13133","20000-39999","Yes",1,5,"MALE",8,1303,589,596,5,36,32,5,4,29,4,4,"Yes",12.5
1766,"donor13136","80000-99999","Yes",1,5,"FEMALE",8,3614,423,514,9,44,55,25,25,36,4,18.33333333,"Yes",35
1767,"donor13150","20000-39999","Yes",1,1,NA,8,484,252,276,21,70,119,6,4,31,5,3.966666667,"Yes",5
1768,"donor13152","40000-59999","Yes",1,5,"MALE",3,547,324,346,NA,63,100,10,10,36,2,5.263157895,"Yes",10
1769,"donor13160","60000-79999","Yes",1,4,"FEMALE",8,417,255,277,16,25,35,10,10,29,4,8.75,"Yes",20
1770,"donor13180","20000-39999","Yes",1,4,"MALE",5,589,316,367,15,48,104,21,21,37,6,10.4,"No",0
1771,"donor13205","80000-99999","Yes",1,5,"MALE",9,1474,558,597,6,85,321,12,NA,28,1,6.97826087,"No",0
1772,"donor13206","20000-39999","Yes",1,2,"MALE",8,849,422,439,10,71,87,6,5,30,3,4.35,"Yes",5
1773,"donor13222","40000-59999","Yes",1,2,"FEMALE",8,660,353,387,32,24,38,11,11,32,5,9.5,"Yes",11
1774,"donor13230","80000-99999","Yes",1,4,"MALE",0,698,332,386,4,77,141,10,10,28,3,7.421052632,"Yes",5
1775,"donor13238","60000-79999","Yes",1,1,"MALE",2,318,213,233,38,60,227.01,15,6,30,5,8.731153846,"Yes",7
1776,"donor13261","80000-99999","Yes",1,2,"MALE",2,985,292,327,18,51,110,26,23,28,8,15.71428571,"No",0
1777,"donor13264","80000-99999","Yes",1,5,"MALE",5,1219,244,280,31,58,225,15,15,31,3,7.75862069,"Yes",15
1778,"donor13271","60000-79999","Yes",1,2,"MALE",1,476,226,269,42,66,119,20,20,37,2,10.81818182,"No",0
1779,"donor13275","40000-59999","Yes",NA,4,"MALE",1,455,243,293,28,94,168,10,7,33,4,6.461538462,"Yes",6
1780,"donor13278","60000-79999","No",1,5,"MALE",8,270,208,258,35,19,35,20,10,34,4,11.66666667,"Yes",20
1781,"donor13279","20000-39999","Yes",2,2,"FEMALE",8,NA,198,269,34,30,40,10,10,28,9,8,"No",0
1782,"donor13287","60000-79999","Yes",2,5,"MALE",8,452,324,331,20,28,34,11,10,23,33,6.8,"Yes",10
1783,"donor13291","40000-59999","Yes",1,5,"FEMALE",7,507,407,445,3,60,90,15,NA,32,12,7.5,"Yes",15
1784,"donor13299","60000-79999","Yes",1,4,"FEMALE",8,0,0,0,0,17,25,25,25,NA,5,25,"No",0
1785,"donor13301","60000-79999","Yes",NA,6,"MALE",8,1012,NA,656,1,41,143,25,25,36,3,15.88888889,"No",0
1786,"donor13308","40000-59999","Yes",1,4,"FEMALE",3,525,308,317,21,43,80,15,15,33,9,11.42857143,"No",0
1787,"donor13313","60000-79999","Yes",1,3,"MALE",3,651,312,373,23,64,100,10,10,28,6,7.692307692,"No",0
1788,"donor13321","80000-99999","No",1,1,"FEMALE",3,514,249,281,27,51,85,6,4,29,3,4.25,"Yes",4
1789,"donor13324","60000-79999","Yes",1,4,"MALE",8,864,451,525,6,26,38,10,10,28,3,7.6,"No",0
1790,"donor13337","20000-39999","Yes",1,5,"MALE",3,2099,NA,754,5,75,295,15,15,30,10,9.833333333,"No",0
1791,"donor13340","40000-59999","No",1,1,"FEMALE",0,315,238,256,28,62,171,20,20,37,26,17.1,"Yes",20
1792,"donor13343","40000-59999","Yes",1,5,"FEMALE",7,492,427,447,6,51,165,25,25,37,0,23.57142857,"No",0
1793,"donor13349","60000-79999",NA,1,4,"MALE",4,334,298,331,14,68,312,22,10,31,8,11.55555556,"No",0
1794,"donor13366","60000-79999","Yes",1,7,"FEMALE",8,2225,839,900,0,27,35,15,15,36,3,11.66666667,"No",0
1795,"donor13374","60000-79999","Yes",1,5,"MALE",NA,665,242,305,24,60,275,20,10,31,2,11.95652174,"No",0
1796,"donor13382","20000-39999","Yes",1,6,"FEMALE",8,1435,457,573,7,16,16,16,16,37,5,16,"No",0
1797,"donor13389","20000-39999","Yes",1,5,"FEMALE",5,349,133,210,55,62,140,9,6,30,12,6.363636364,"Yes",6
1798,"donor13402","80000-99999","Yes",1,7,"MALE",7,1808,515,581,0,56,108,8,7,30,5,5.684210526,"Yes",7
1799,"donor13407","40000-59999","Yes",1,2,"MALE",3,350,292,299,11,56,169,12,10,36,5,8.894736842,"Yes",10
1800,"donor13427","20000-39999","Yes",1,6,"MALE",8,1103,510,560,4,22,51,15,10,28,4,10.2,"No",0
1801,"donor13428","80000-99999","Yes",1,4,"FEMALE",8,1098,361,412,14,21,22,11,6,32,3,7.333333333,"No",0
1802,"donor13431","60000-79999","No",1,5,"FEMALE",8,456,320,327,17,30,41,11,10,30,4,8.2,"Yes",8
1803,"donor13432","40000-59999","No",1,2,"FEMALE",2,575,293,334,18,58,161,20,14,31,4,13.41666667,"Yes",20
1804,"donor13454","40000-59999","Yes",1,4,"MALE",2,338,223,232,23,88,182,20,15,28,7,12.13333333,"No",0
1805,"donor13472",NA,"Yes",1,4,"MALE",0,420,241,287,28,97,213,12,10,31,2,8.192307692,"No",0
1806,"donor13477","60000-79999","No",1,1,"FEMALE",3,468,309,341,18,67,115,15,15,34,26,11.5,"Yes",15
1807,"donor13482","80000-99999","No",1,1,"MALE",8,1244,524,603,5,37,NA,NA,6,29,5,4.166666667,"Yes",5
1808,"donor13501","80000-99999","Yes",1,4,"MALE",8,567,301,345,10,28,133,25,20,29,1,14.77777778,"Yes",20
1809,"donor13512","80000-99999","No",1,7,"FEMALE",8,1614,474,544,0,37,42,10,7,29,9,7,"Yes",10
1810,"donor13516","80000-99999","Yes",1,4,"MALE",8,3945,745,761,3,45,67,15,15,37,14,11.16666667,"No",0
1811,"donor13521","40000-59999","Yes",1,4,"FEMALE",6,980,495,594,7,79,304,25,13,34,4,10.13333333,"Yes",13
1812,"donor13531","20000-39999","Yes",1,2,"FEMALE",8,1077,516,655,6,41,38.5,10,5,28,3,4.277777778,"Yes",5
1813,"donor13532","20000-39999","Yes",3,3,"MALE",8,1001,416,491,9,24,32,11,6,28,3,8,"No",0
1814,"donor13548","80000-99999","Yes",1,5,"MALE",8,0,0,0,0,34,42,12,8,29,5,5.25,"Yes",5
1815,"donor13552","40000-59999","Yes",1,4,"MALE",3,460,304,344,17,60,107,20,20,32,13,NA,"No",0
1816,"donor13558","80000-99999","Yes",1,2,"FEMALE",8,2405,478,499,2,44,45,7,5,28,1,3.214285714,"Yes",3
1817,"donor13561","20000-39999","Yes",1,3,"FEMALE",8,724,345,382,11,66,137,12,12,32,2,7.611111111,"Yes",11
1818,"donor13585","80000-99999","Yes",3,3,"FEMALE",6,514,329,328,14,58,155,50,50,37,12,12.91666667,"No",0
1819,"donor13586","80000-99999","Yes",1,4,"MALE",NA,634,292,332,4,74,220,19,19,29,17,14.66666667,"No",88
1820,"donor13591","40000-59999","Yes",1,4,"FEMALE",9,2278,338,493,14,52,75,12,12,30,16,9.375,"Yes",10
1821,"donor13596","60000-79999","No",1,4,"FEMALE",8,947,342,494,12,21,30,10,10,34,1,10,"No",0
1822,"donor13597","80000-99999","Yes",1,5,"MALE",8,1573,409,487,11,38,35,10,5,29,4,5.833333333,"Yes",5
1823,"donor13598","20000-39999","Yes",2,5,"MALE",6,792,367,413,17,37,69,8,7,33,2,5.307692308,"Yes",6
1824,"donor13601","40000-59999","Yes",1,5,"MALE",8,726,515,539,7,63,159,15,15,30,3,9.9375,"Yes",12
1825,"donor13618","60000-79999","No",1,6,"MALE",8,2704,736,870,0,60,55,5,5,28,2,3.055555556,"Yes",4
1826,"donor69217-2","40000-59999","Yes",1,4,"MALE",0,209,181,209,48,67,74,7,7,31,9,4.352941177,"Yes",12
1827,"donor13621","60000-79999","Yes",2,6,"FEMALE",8,725,236,270,26,20,30,30,30,37,5,30,"No",0
1828,"donor13627","20000-39999","No",4,5,"MALE",8,NA,312,332,20,27,27,7,4,32,2,4.5,"No",0
1829,"donor13628","80000-99999","Yes",1,5,"MALE",0,771,278,319,20,64,143,5,3,32,7,3.404761905,"No",0
1830,"donor13635","80000-99999","Yes",1,4,"MALE",5,2823,643,728,4,51,57,15,15,37,22,11.4,"No",0
1831,"donor13655","80000-99999","No",1,2,"MALE",4,2688,367,449,4,67,121,12,12,36,NA,8.642857143,"Yes",15
1832,"donor13669","80000-99999","Yes",1,4,"MALE",2,1040,342,367,17,63,104,10,10,29,6,6.933333333,"Yes",114
1833,"donor13680","40000-59999","Yes",1,5,"MALE",8,470,290,331,20,34,52,15,15,31,5,8.666666667,"Yes",0
1834,"donor13684","20000-39999","Yes",1,5,"FEMALE",8,279,323,308,5,27,44,20,12,29,5,11,"Yes",19
1835,"donor13694","40000-59999","Yes",1,4,"FEMALE",3,335,318,361,7,47,148,35,35,31,7,18.5,"No",0
1836,"donor13700",NA,"Yes",1,4,"MALE",8,753,258,326,20,30,43,12,10,33,10,10.75,"Yes",15
1837,"donor13702","60000-79999","No",1,1,"MALE",8,1116,484,495,2,62,135,11,6,31,13,7.941176471,"Yes",7
1838,"donor13717","60000-79999","Yes",1,4,"MALE",8,628,294,297,25,37,97,27,25,37,4,24.25,"No",0
1839,"donor13719","80000-99999","Yes",1,7,"FEMALE",9,4122,910,947,2,61,77,7,5,28,1,5.133333333,"Yes",6
1840,"donor13723","80000-99999","Yes",1,7,"MALE",8,1754,517,618,2,43,63,8,4,34,15,5.25,"No",0
1841,"donor13726","60000-79999","Yes",1,1,"MALE",1,410,231,280,34,50,91,15,15,34,13,9.1,"No",0
1842,"donor82870-14","80000-99999","Yes",1,4,"FEMALE",8,1341,192,274,39,32,75,20,20,35,6,18.75,"No",0
1843,"donor13745","20000-39999","Yes",1,4,"MALE",0,774,182,253,35,64,121.5,13,8,29,11,7.59375,"Yes",5
1844,"donor13747","80000-99999","Yes",1,5,"MALE",8,1244,283,351,19,60,86,10,10,30,7,5.733333333,"No",0
1845,"donor13753","40000-59999","Yes",1,3,"FEMALE",8,609,386,397,7,45,114,17,15,24,8,11.4,"Yes",14
1846,"donor13764","20000-39999","Yes",1,4,"FEMALE",8,571,228,287,31,NA,30,6,5,31,3,5,"Yes",5
1847,"donor13766","60000-79999","Yes",1,4,NA,5,604,374,411,14,71,84,13,13,32,6,6.461538462,"No",0
1848,"donor13767","40000-59999","No",1,1,"MALE",8,316,207,235,34,63,65,15,5,29,12,5.909090909,"Yes",10
1849,"donor13770","20000-39999","No",1,1,"MALE",8,1642,460,569,11,30,91,25,25,28,2,18.2,"No",0
1850,"donor13775","60000-79999","Yes",1,7,"FEMALE",8,660,318,375,17,60,120,25,25,33,3,7.5,"Yes",25
1851,"donor13779","20000-39999","Yes",1,7,"FEMALE",8,1932,639,817,2,62,543,100,100,27,3,77.57142857,"No",0
1852,"donor13782","60000-79999","Yes",1,4,"MALE",8,1316,541,604,10,62,185,20,20,32,4,15.41666667,"No",0
1853,"donor13788","20000-39999","Yes",1,4,"FEMALE",1,649,245,361,21,43,77,25,10,28,18,15.4,"Yes",15
1854,"donor13791","40000-59999","No",1,3,"MALE",8,297,252,290,20,26,35,10,10,29,2,5.833333333,"Yes",6
1855,"donor13797","80000-99999","Yes",1,5,"MALE",8,592,354,369,16,66,78,6,6,32,5,3.545454546,"No",0
1856,"donor13804","80000-99999","Yes",1,4,"FEMALE",9,5575,835,867,3,66,128,13,12,31,9,9.846153846,"Yes",10
1857,"donor13841","40000-59999","No",1,4,"MALE",8,547,375,375,3,24,33,10,7,29,4,5.5,"Yes",6
1858,"donor13863","40000-59999","No",1,4,"FEMALE",NA,768,288,327,17,66,84,10,5,28,9,5.25,"No",0
1859,"donor13864","40000-59999","Yes",1,5,"MALE",3,NA,303,370,15,37,59,12,10,30,8,8.428571429,"Yes",8
1860,"donor13876","60000-79999","Yes",1,4,"MALE",7,713,479,473,2,47,78,10,6,29,8,7.090909091,"Yes",10
1861,"donor13882",NA,"Yes",3,6,"FEMALE",8,428,289,304,16,24,30,15,15,33,5,10,"No",0
1862,"donor13898","80000-99999","No",1,3,"FEMALE",5,2637,398,500,13,35,71,16,15,35,6,10.14285714,"No",0
1863,"donor13904","20000-39999","Yes",1,2,"MALE",8,615,373,430,18,37,51,8,6,29,4,5.666666667,"No",0
1864,"donor13906","60000-79999","No",1,1,"MALE",8,393,255,312,23,27,37,12,12,29,9,9.25,"No",0
1865,"donor13907","40000-59999","No",1,2,"MALE",4,553,316,354,6,50,84,16,16,30,2,9.333333333,"No",0
1866,"donor13908","60000-79999","Yes",1,5,"FEMALE",8,931,397,461,6,28,50,25,25,37,8,25,"No",0
1867,"donor13911","60000-79999","Yes",1,7,"MALE",5,874,542,558,7,73,98,10,10,31,12,6.533333333,"No",0
1868,"donor13916","80000-99999","No",1,5,"MALE",2,951,331,397,26,56,145,25,25,18,15,24.16666667,"No",0
1869,"donor13922","20000-39999","Yes",1,4,"MALE",8,591,296,344,14,27,57,13,12,28,NA,11.4,"Yes",11
1870,"donor13927","80000-99999","Yes",1,4,"MALE",6,1242,425,500,8,73,153,10,10,37,6,NA,"Yes",10
1871,"donor13928","80000-99999","No",1,4,"MALE",8,462,272,312,8,24,47,11,10,30,4,9.4,"Yes",10
1872,"donor13949","20000-39999","Yes",1,4,"MALE",9,2340,634,738,NA,40,111,20,12,31,4,11.1,"Yes",11
1873,"donor13950","20000-39999","Yes",1,5,"FEMALE",NA,563,334,345,7,27,36,10,10,32,6,7.2,"Yes",11
1874,"donor13954","40000-59999","Yes",1,4,"MALE",0,555,399,395,16,81,199,13,6,NA,3,6.862068966,"Yes",13
1875,"donor13982","60000-79999","Yes",1,5,"MALE",8,NA,310,339,13,47,48,8,5,30,30,4.8,"Yes",6
1876,"donor13984","80000-99999","Yes",1,5,"MALE",2,2836,304,447,23,78,NA,10,5,31,4,5.127659575,"Yes",10
1877,"donor13998","40000-59999","No",1,2,"MALE",8,308,273,329,19,24,41,7,5,30,2,5.125,"Yes",5
1878,"donor13999","60000-79999","No",1,NA,"FEMALE",6,490,302,346,16,53,NA,5,NA,31,4,5,"Yes",5
1879,"donor14008","20000-39999","No",1,2,"MALE",8,754,275,342,19,24,31,6,6,32,2,5.166666667,"Yes",7
1880,"donor39335-19","40000-59999","Yes",1,3,"FEMALE",1,519,230,279,33,46,111,15,12,28,10,11.1,"Yes",25
1881,"donor14015","20000-39999","Yes",1,4,"MALE",0,642,0,0,0,130,296,25,10,17,2,10.96296296,"Yes",15
1882,"donor14022",NA,"No",1,1,"MALE",0,468,303,329,20,66,123,6,NA,30,13,3,"No",0
1883,"donor14025","60000-79999","Yes",1,5,"FEMALE",8,632,510,547,0,46,74,14,14,32,9,12.33333333,"Yes",15
1884,"donor14033","20000-39999","Yes",1,4,"FEMALE",4,524,273,348,18,81,177,17,8,31,4,6.555555556,"Yes",5
1885,"donor14035","20000-39999","No",1,7,"FEMALE",8,436,220,252,36,17,25,25,25,37,5,25,"Yes",20
1886,"donor14043","80000-99999","No",1,4,"FEMALE",8,747,354,373,6,55,179,50,12,29,4,22.375,"No",0
1887,"donor14056","80000-99999","Yes",1,7,"FEMALE",8,1485,634,725,6,23,34,12,12,30,4,11.33333333,"No",0
1888,"donor14058","80000-99999","Yes",NA,4,"FEMALE",8,2008,357,471,13,24,NA,10,5,30,0,5.8,"No",0
1889,"donor14070","60000-79999","No",1,3,"MALE",8,407,288,336,17,27,36,6,5,34,3,5.142857143,"No",0
1890,"donor14079","60000-79999","Yes",1,4,"MALE",5,1069,454,437,11,57,111,15,12,NA,6,10.09090909,"No",0
1891,"donor14091","80000-99999","Yes",1,4,"MALE",8,816,271,328,24,15,15,15,15,37,5,15,"No",0
1892,"donor14102","80000-99999","No",1,3,"MALE",3,998,424,486,8,60,118,21,21,37,7,10.72727273,"Yes",21
1893,"donor14122","60000-79999","Yes",1,4,"FEMALE",8,1616,604,662,4,62,80,8,6,NA,13,5.714285714,"Yes",6
1894,"donor14134","40000-59999","Yes",1,1,"MALE",1,441,247,306,22,74,129,12,9,31,14,6.789473684,"No",0
1895,"donor14148","20000-39999","No",1,NA,"MALE",8,938,455,437,11,28,80,25,25,30,5,20,"No",0
1896,"donor14151","40000-59999","Yes",1,1,"MALE",8,782,393,446,7,69,96,11,10,32,13,7.384615385,"Yes",0
1897,"donor14157","20000-39999","Yes",1,4,"FEMALE",8,359,308,297,27,23,56,12,12,29,4,11.2,"Yes",17
1898,"donor14169","20000-39999","Yes",1,2,"MALE",3,554,294,348,16,58,113,25,25,37,13,11.3,"No",0
1899,"donor14183","20000-39999","Yes",1,4,"MALE",8,451,236,283,28,25,45,25,25,36,5,15,"No",0
1900,"donor14184","80000-99999","Yes",1,4,"MALE",8,638,242,308,20,35,51,7,4,28,4,4.636363636,"No",0
1901,"donor14191","80000-99999","Yes",NA,4,"MALE",8,2102,316,374,12,50,94,20,19,26,3,15.66666667,"Yes",20
1902,"donor14197","60000-79999","Yes",1,4,"FEMALE",6,557,343,374,11,34,50,10,9,31,7,7.142857143,"No",0
1903,"donor14199","80000-99999","Yes",1,5,"FEMALE",8,1620,613,709,0,52,70,25,20,37,27,17.5,"Yes",10
1904,"donor14203","60000-79999","Yes",1,4,"FEMALE",9,1561,670,705,3,60,86,25,25,31,5,12.28571429,"No",0
1905,"donor14208","40000-59999","No",1,3,"FEMALE",2,490,281,312,22,65,113,11,10,31,3,7.533333333,"Yes",5
1906,"donor14213","80000-99999","Yes",1,2,"MALE",8,2330,324,371,20,35,42,20,20,36,11,14,"No",0
1907,"donor14214","80000-99999","Yes",1,5,"FEMALE",5,888,326,360,16,38,73,26,26,33,14,18.25,"No",0
1908,"donor14216","80000-99999","No",1,2,"MALE",8,1357,444,468,8,NA,65,25,25,31,9,21.66666667,"No",160
1909,"donor96554-40","60000-79999","No",1,1,"MALE",8,370,170,217,39,67,193,30,11,28,8,10.72222222,"No",0
1910,"donor14222","80000-99999","Yes",1,4,"MALE",8,1043,246,303,24,17,20,20,20,37,5,20,"Yes",20
1911,"donor14233","80000-99999","Yes",1,6,"MALE",7,NA,516,597,4,61,121,23,23,36,11,17.28571429,"No",42
1912,"donor14234","20000-39999","Yes",1,4,NA,9,1318,494,587,6,62,112,20,20,36,26,14,"Yes",10
1913,"donor14236","80000-99999","Yes",1,4,"FEMALE",6,1383,287,382,23,45,108,15,3,18,3,6.75,"Yes",5
1914,"donor14237","60000-79999","Yes",1,4,"MALE",7,848,403,455,9,68,130,5,5,30,6,3.939393939,"Yes",5
1915,"donor14249","80000-99999","Yes",1,7,"FEMALE",7,2628,579,660,2,68,NA,100,25,37,8,36.09090909,"No",0
1916,"donor14256","80000-99999","Yes",1,4,"FEMALE",8,1625,171,263,24,41,117,17,15,28,7,14.625,"No",0
1917,"donor14261","00000-19999","No",1,2,"FEMALE",8,4607,587,658,5,24,36,11,10,29,7,9,"No",0
1918,"donor14269","80000-99999","Yes",1,4,"MALE",8,1525,517,632,10,39,77,9,5,30,10,6.416666667,"No",0
1919,"donor14273","80000-99999","Yes",1,5,"MALE",8,2366,468,542,6,55,82,12,10,17,7,10.25,"No",0
1920,"donor14293","20000-39999","Yes",1,4,"FEMALE",8,706,429,426,6,24,45,15,15,31,3,15,"No",0
1921,"donor14301","80000-99999","No",1,5,"MALE",8,NA,365,393,4,24,56,20,14,NA,3,14,"No",0
1922,"donor14307","80000-99999","Yes",1,7,"MALE",8,1338,507,619,2,NA,74,20,12,29,3,12.33333333,"No",0
1923,"donor14308","80000-99999","Yes",1,4,"MALE",8,894,480,497,4,31,40,10,10,31,2,8,"No",0
1924,"donor14311","80000-99999","No",1,6,"FEMALE",1,1663,347,399,15,92,894,40,20,31,9,27.09090909,"Yes",25
1925,"donor14340","80000-99999","Yes",1,5,"FEMALE",8,2137,571,590,0,60,81,14,14,29,6,7.363636364,"No",0
1926,"donor14352","60000-79999",NA,1,2,"MALE",8,1033,475,517,5,22,24,19,19,34,10,12,"No",0
1927,"donor14356","80000-99999","No",1,1,"MALE",8,861,NA,321,27,35,50,10,5,30,5,7.142857143,"No",0
1928,"donor14360","60000-79999","Yes",1,4,"MALE",6,641,399,410,7,69,135,15,10,37,10,7.941176471,"Yes",10
1929,"donor14370","60000-79999","Yes",1,1,"MALE",1,NA,256,285,23,83,244,9,8,32,0,6.256410256,"Yes",0
1930,"donor14372","80000-99999","Yes",1,5,"MALE",8,1527,347,372,15,16,25,25,25,36,5,25,"Yes",20
1931,"donor14382","80000-99999","Yes",1,1,"FEMALE",8,826,296,330,27,71,92,8,8,31,6,5.75,"No",0
1932,"donor14395","80000-99999","Yes",1,5,"FEMALE",3,884,268,380,30,74,168,18,18,36,3,12.92307692,"No",0
1933,"donor14396","40000-59999","Yes",1,5,"MALE",6,346,370,368,11,84,112,20,12,30,3,14,"Yes",15
1934,"donor14397","80000-99999","Yes",1,4,"MALE",8,1374,469,496,8,52,117,25,25,29,3,16.71428571,"Yes",22
1935,"donor14401","60000-79999","Yes",1,5,"MALE",8,NA,301,341,20,28,29,7,7,30,9,5.8,"Yes",6
1936,"donor14402","40000-59999","Yes",2,7,"FEMALE",8,1842,663,758,3,31,115,25,25,28,3,23,"Yes",30
1937,"donor14412","80000-99999","Yes",1,5,"FEMALE",8,799,423,469,10,27,30,20,10,30,NA,15,"Yes",25
1938,"donor14416","40000-59999","Yes",1,6,"MALE",8,405,215,265,28,20,30,20,20,31,6,15,"Yes",15
1939,"donor14419","60000-79999","Yes",1,4,"FEMALE",8,2058,261,370,37,53,99,15,15,31,9,9,"No",0
1940,"donor14420","40000-59999","No",1,4,"MALE",8,826,503,516,NA,24,47,25,25,32,3,15.66666667,"No",0
1941,"donor14430","80000-99999","Yes",1,4,"MALE",7,1245,452,457,7,35,55,15,15,32,24,13.75,"No",0
1942,"donor14444","80000-99999","No",1,2,"MALE",8,707,386,430,18,53,85,14,14,31,4,7.083333333,"Yes",15
1943,"donor14449","40000-59999","Yes",NA,3,"FEMALE",8,1153,NA,571,4,26,40,15,15,31,5,10,"No",0
1944,"donor14457","80000-99999","No",1,5,"FEMALE",5,347,186,219,40,42,45,7,4,32,8,NA,"Yes",5
1945,"donor14466","80000-99999","No",1,2,"MALE",1,659,206,250,32,84,291,15,8,32,0,8.818181818,"Yes",10
1946,"donor14469","20000-39999","No",1,2,"MALE",8,667,237,318,30,30,73,10,7,28,1,5.615384615,"No",131
1947,"donor14473","80000-99999","Yes",1,7,"MALE",4,511,254,316,NA,74,136,20,15,34,4,7.157894737,"No",0
1948,"donor14475","80000-99999","Yes",1,6,"FEMALE",5,567,324,359,17,109,619,36,25,23,5,19.96774194,"No",0
