"term","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"inappropriate",1,0,1,0,0,1,0,0
"inattention",1,0,0,0,0,0,0,0
"inaudible",0,0,0,0,0,0,0,0
"inaugural",0,1,0,0,0,0,0,0
"inaugurate",0,0,0,0,0,0,0,0
"inauguration",0,1,0,0,1,0,0,1
"inborn",0,0,0,0,0,0,0,0
"inbred",0,0,0,0,0,0,0,0
"incalculable",0,0,0,0,0,0,0,0
"incandescent",0,0,0,0,0,0,0,0
"incapable",0,0,0,0,0,0,0,0
"incapacity",0,0,0,0,0,0,0,0
"incarceration",1,0,1,1,0,1,0,0
"incase",1,0,1,1,0,1,0,0
"incendiary",1,0,0,1,0,0,1,0
"incense",1,0,0,0,0,0,0,0
"incentive",0,0,0,0,0,0,0,0
"inception",0,0,0,0,0,0,0,0
"incessant",0,0,0,0,0,0,0,0
"incessantly",0,0,0,0,0,0,0,0
"incest",1,0,1,1,0,1,0,0
"incestuous",0,0,1,0,0,0,0,0
"inch",0,0,0,0,0,0,0,0
"incidence",0,0,0,0,0,0,0,0
"incident",0,0,0,0,0,0,1,0
"incidentally",0,0,0,0,0,0,0,0
"incineration",0,0,0,0,0,0,0,0
"incipient",0,0,0,0,0,0,0,0
"incision",0,0,0,0,0,0,0,0
"incisive",0,0,0,0,0,0,0,0
"incite",1,1,0,1,0,0,0,0
"incitement",0,0,0,0,0,0,0,0
"inclement",0,0,0,0,0,0,0,0
"inclination",0,0,0,0,0,0,0,0
"incline",0,0,0,0,0,0,0,1
"inclined",0,0,0,0,0,0,0,0
"include",0,0,0,0,0,0,0,0
"included",0,0,0,0,0,0,0,0
"including",0,0,0,0,0,0,0,0
"inclusion",0,0,0,0,0,0,0,1
"inclusive",0,0,0,0,0,0,0,0
"incognito",0,0,0,0,0,0,0,0
"incoherent",0,0,0,0,0,0,0,0
"income",0,1,0,0,1,1,0,1
"incoming",0,0,0,0,0,0,0,0
"incompatible",1,0,1,0,0,1,0,0
"incompetence",0,0,0,0,0,0,0,0
"incompetent",1,0,0,0,0,1,0,0
"incompletely",0,0,0,0,0,0,0,0
"incompleteness",0,0,0,0,0,0,0,0
"incomprehensible",0,0,0,0,0,0,0,0
"inconclusive",0,0,0,0,0,0,0,0
"incongruous",1,0,0,0,0,0,0,0
"inconsequential",0,0,0,0,0,1,0,0
"inconsiderate",1,0,1,0,0,1,0,0
"inconsistency",0,0,0,0,0,0,0,0
"inconspicuous",0,0,0,0,0,0,0,0
"incontinence",0,0,0,0,0,0,1,0
"inconvenient",1,0,1,0,0,1,0,0
"incorporate",0,0,0,0,0,0,0,0
"incorporation",0,0,0,0,0,0,0,0
"incorrect",0,0,0,0,0,0,0,0
"increase",0,0,0,0,0,0,0,0
"increased",0,0,0,0,0,0,0,0
"incredulous",1,0,1,0,0,0,0,0
"increment",0,0,0,0,0,0,0,0
"incrimination",0,0,0,1,0,1,0,0
"incubation",0,0,0,0,0,0,0,0
"incubus",0,0,1,1,0,0,0,0
"incur",0,0,0,0,0,0,0,0
"incurable",1,0,1,1,0,1,0,0
"incursion",0,0,0,1,0,0,0,0
"indebted",0,0,0,0,0,0,0,0
"indecency",1,0,1,0,0,0,0,0
"indecent",0,0,1,0,0,0,0,0
"indecision",0,0,0,0,0,0,0,0
"indecisive",0,0,0,0,0,0,0,0
"indefensible",0,0,0,1,0,0,0,0
"indelible",0,0,0,0,0,0,0,1
"indemnification",0,0,0,0,0,0,0,0
"indemnify",0,0,0,0,0,0,0,0
"indemnity",0,0,0,0,0,0,0,1
"indent",0,0,0,0,0,0,0,1
"indentation",0,0,0,0,0,0,0,0
"indenture",1,0,0,0,0,0,0,0
"independence",0,1,0,0,1,0,1,1
"independent",0,0,0,0,0,0,0,0
"indescribable",0,0,0,0,0,0,0,0
"indestructible",0,0,0,0,0,0,0,1
"indeterminate",0,0,0,0,0,0,0,0
"index",0,0,0,0,0,0,0,0
"indicating",0,0,0,0,0,0,0,0
"indication",0,0,0,0,0,0,0,0
"indicative",0,0,0,0,0,0,0,0
"indicator",0,0,0,0,0,0,0,0
"indice",0,0,0,0,0,0,0,0
"indict",1,0,0,1,0,0,0,0
"indictment",0,0,0,1,0,0,0,0
"indifference",1,0,1,1,0,1,0,0
"indigenous",0,0,0,0,0,0,0,0
"indigent",0,0,0,0,0,1,0,0
"indigestion",0,0,0,0,0,0,0,0
"indignant",1,0,0,0,0,0,0,0
"indignation",1,0,1,0,0,0,0,0
"indigo",0,0,0,0,0,0,0,0
"indirect",0,0,0,0,0,0,0,0
"indispensable",0,0,0,0,0,0,0,0
"indistinct",0,0,0,0,0,0,0,0
"indistinguishable",0,0,0,0,0,0,0,0
"individuality",0,0,0,0,0,0,0,0
"indivisible",0,0,0,0,0,0,0,1
"indoctrination",1,0,0,1,0,0,0,0
"indolent",0,0,0,0,0,0,0,0
"indomitable",0,0,0,1,0,0,0,0
"indoor",0,0,0,0,0,0,0,0
"induce",0,0,0,0,0,0,0,0
"induced",0,0,0,0,0,0,0,0
"inducement",0,0,0,0,0,0,0,0
"induction",0,0,0,0,0,0,0,0
"indulge",0,0,0,0,0,0,0,0
"indulgence",0,0,0,0,0,0,0,0
"indulgent",0,0,0,0,0,0,0,0
"industrious",0,0,0,0,0,0,0,0
"industry",0,0,0,0,0,0,0,0
"ineffable",0,0,0,0,0,0,0,0
"ineffective",0,0,0,0,0,0,0,0
"ineffectual",0,0,1,0,0,0,0,0
"inefficiency",0,0,1,0,0,1,0,0
"inefficient",0,0,0,0,0,1,0,0
"inelastic",0,0,0,0,0,0,0,0
"ineligible",0,0,0,0,0,0,0,0
"inept",1,0,1,0,0,0,0,0
"ineptitude",0,0,1,1,0,1,0,0
"inequality",1,0,0,1,0,1,0,0
"inequitable",0,0,0,0,0,0,0,0
"inert",0,0,0,0,0,0,0,0
"inertia",0,0,0,0,0,0,0,0
"inevitable",0,0,0,0,0,0,0,0
"inexact",0,0,0,0,0,0,0,0
"inexcusable",1,0,1,0,0,1,0,0
"inexhaustible",0,0,0,0,0,0,0,0
"inexpensive",0,0,0,0,0,0,0,0
"inexperience",0,0,0,0,0,0,0,0
"inexperienced",0,0,0,0,0,0,0,0
"inexplicable",0,0,0,0,0,0,1,0
"infallibility",0,0,0,0,0,0,0,1
"infallible",0,0,0,0,0,0,0,0
"infamous",1,0,1,1,0,0,0,0
"infamy",0,0,0,0,0,1,0,0
"infancy",0,0,0,0,0,0,0,0
"infant",0,1,0,1,1,0,1,0
"infanticide",1,1,1,1,0,1,0,0
"infantile",1,0,1,0,0,0,0,0
"infantry",0,0,0,0,0,0,0,0
"infarct",0,0,0,1,0,0,1,0
"infatuation",0,0,0,0,0,0,0,0
"infeasible",0,0,0,0,0,0,0,0
"infect",0,0,1,0,0,0,0,0
"infection",0,0,0,1,0,0,0,0
"infectious",0,0,1,1,0,1,0,0
"infer",0,0,0,0,0,0,0,0
"inference",0,0,0,0,0,0,0,0
"inferential",0,0,0,0,0,0,0,0
"inferior",0,0,0,0,0,1,0,0
"inferiority",0,0,0,0,0,0,0,0
"inferno",1,0,0,1,0,0,0,0
"infertile",0,0,0,0,0,0,0,0
"infertility",0,0,0,0,0,1,0,0
"infestation",0,0,1,1,0,0,0,0
"infidel",1,0,1,1,0,0,0,0
"infidelity",1,0,1,1,0,1,0,0
"infiltration",0,0,0,0,0,0,0,0
"infinite",0,0,0,0,0,0,0,0
"infinitely",0,0,0,0,0,0,0,0
"infinitesimal",0,0,0,0,0,0,0,0
"infinity",0,1,0,0,1,0,0,1
"infirm",0,0,0,0,0,0,0,0
"infirmary",0,0,0,0,0,0,0,0
"infirmity",0,0,0,1,0,0,0,0
"inflammation",0,0,0,0,0,0,0,0
"inflated",0,0,0,0,0,0,0,0
"inflation",0,0,0,1,0,0,0,0
"inflection",0,0,0,0,0,0,0,0
"inflict",1,0,0,1,0,1,0,0
"infliction",0,0,0,1,0,1,0,0
"inflorescence",0,0,0,0,0,0,0,0
"influence",0,0,0,0,0,0,0,0
"influential",0,0,0,0,0,0,0,1
"influenza",0,0,0,0,0,0,0,0
"influx",0,0,0,0,0,0,0,0
"inform",0,0,0,0,0,0,0,1
"informal",0,0,0,0,0,0,0,0
"informant",0,0,0,0,0,0,0,0
"information",0,0,0,0,0,0,0,0
"informed",0,0,0,0,0,0,0,0
"informer",0,0,0,0,0,0,0,0
"infraction",1,0,0,0,0,0,0,0
"infrequent",0,0,0,0,0,0,1,0
"infrequently",0,0,0,0,0,0,0,0
"infringement",0,0,0,0,0,0,0,0
"infuse",0,0,0,0,0,0,0,0
"infused",0,0,0,0,0,0,0,0
"infusion",0,0,0,0,0,0,0,0
"ingenious",0,0,0,0,0,0,0,0
"ingenuity",0,0,0,0,0,0,0,0
"ingest",0,0,0,0,0,0,0,0
"ingestion",0,0,0,0,0,0,0,0
"ingot",0,0,0,0,0,0,0,0
"ingrained",0,0,0,0,0,0,0,0
"ingredient",0,0,0,0,0,0,0,0
"ingress",0,0,0,0,0,0,0,0
"inhabit",0,0,0,0,0,0,0,0
"inhabitant",0,0,0,0,0,0,0,0
"inhabited",0,0,0,0,0,0,0,0
"inhabiting",0,0,0,0,0,0,0,0
"inhalation",0,0,0,0,0,0,0,0
"inhale",0,0,0,0,0,0,0,0
"inherent",0,0,0,0,0,0,0,0
"inherit",0,0,0,0,0,0,0,0
"inheritance",0,1,0,0,1,0,1,1
"inhibit",1,0,1,0,0,1,0,0
"inhibition",0,0,0,0,0,0,0,0
"inhospitable",0,0,0,0,0,1,0,0
"inhuman",1,0,1,1,0,1,0,0
"inhumanity",0,0,0,0,0,1,0,0
"inimical",1,0,0,0,0,1,0,0
"inimitable",0,0,0,0,0,0,0,1
"iniquity",0,0,1,0,0,0,0,0
"initial",0,0,0,0,0,0,0,0
"initiate",0,0,0,0,0,0,0,0
"initiated",0,0,0,0,0,0,0,0
"initiative",0,0,0,0,0,0,0,0
"inject",0,0,0,0,0,0,0,0
"injection",0,0,0,1,0,0,0,0
"injunction",0,0,0,0,0,0,0,0
"injure",1,0,0,1,0,1,0,0
"injured",0,0,0,1,0,1,0,0
"injurious",1,0,0,1,0,1,0,0
"injury",1,0,0,1,0,1,0,0
"injustice",1,0,0,0,0,0,0,0
"ink",0,0,0,0,0,0,0,0
"inkling",0,0,0,0,0,0,0,0
"inland",0,0,0,0,0,0,0,0
"inlay",0,0,0,0,0,0,0,0
"inlet",0,0,0,0,0,0,0,0
"inmate",0,0,1,1,0,0,0,0
"inn",0,0,0,0,0,0,0,0
"innate",0,0,0,0,0,0,0,0
"innermost",0,0,0,0,0,0,0,0
"innings",0,0,0,0,0,0,0,0
"innkeeper",0,0,0,0,0,0,0,0
"innocence",0,0,0,0,0,0,0,0
"innocent",0,0,0,0,0,0,0,1
"innocently",0,0,0,0,0,0,0,0
"innocuous",0,0,0,0,0,0,0,0
"innovate",0,0,0,0,0,0,0,0
"innovation",0,0,0,0,0,0,0,0
"innuendo",0,0,0,0,0,0,0,0
"innumerable",0,0,0,0,0,0,0,0
"inoculation",0,1,0,0,0,0,0,1
"inoperative",1,0,0,0,0,0,0,0
"inordinate",0,0,0,0,0,0,0,0
"inorganic",0,0,0,0,0,0,0,0
"inquest",0,0,0,0,0,0,0,0
"inquire",0,0,0,0,0,0,0,0
"inquirer",0,0,0,0,0,0,0,0
"inquiring",0,0,0,0,0,0,0,0
"inquiry",0,1,0,0,0,0,0,0
"inquisitive",0,0,0,0,0,0,0,0
"insane",1,0,0,1,0,0,0,0
"insanity",1,0,1,1,0,1,0,0
"inscription",0,0,0,0,0,0,0,0
"inscrutable",0,0,0,0,0,0,0,0
"insect",0,0,0,0,0,0,0,0
"insecure",1,0,0,1,0,1,0,0
"insecurity",0,0,0,1,0,0,0,0
"inseparable",0,0,0,0,1,0,0,1
"insert",0,0,0,0,0,0,0,0
"inserted",0,0,0,0,0,0,0,0
"insertion",0,0,0,0,0,0,0,0
"inside",0,0,0,0,0,0,0,0
"insidious",1,0,1,1,0,0,0,0
"insight",0,0,0,0,0,0,0,0
"insignia",0,0,0,0,0,0,0,0
"insignificance",0,0,0,0,0,0,0,0
"insignificant",1,0,0,0,0,1,0,0
"insipid",0,0,0,0,0,0,0,0
"insist",0,0,0,0,0,0,0,0
"insolent",0,0,0,0,0,0,0,0
"insoluble",0,0,0,0,0,0,0,0
"insolvency",0,0,0,1,0,1,1,0
"insolvent",0,0,0,1,0,1,0,1
"inspect",0,0,0,0,0,0,0,0
"inspector",0,0,0,0,0,0,0,0
"inspiration",0,1,0,0,1,0,0,0
"inspire",0,1,0,0,1,0,0,1
"inspired",0,0,0,0,1,0,1,1
"instability",0,0,1,1,0,0,0,0
"install",0,1,0,0,0,0,0,0
"installation",0,0,0,0,0,0,0,0
"installment",0,0,0,0,0,0,0,0
"instance",0,0,0,0,0,0,0,0
"instant",0,0,0,0,0,0,0,0
"instantaneous",0,0,0,0,0,0,0,0
"instantaneously",0,0,0,0,0,0,0,0
"instigate",0,0,0,0,0,0,0,0
"instigation",0,0,0,0,0,0,0,0
"instill",0,0,0,0,0,0,0,0
"instinct",0,0,0,0,0,0,0,0
"instinctive",1,0,1,1,0,0,0,0
"institute",0,0,0,0,0,0,0,1
"institution",0,0,0,0,0,0,0,0
"instruct",0,0,0,0,0,0,0,1
"instructed",0,0,0,0,0,0,0,0
"instruction",0,0,0,0,0,0,0,1
"instructional",0,0,0,0,0,0,0,0
"instructions",0,1,0,0,0,0,0,1
"instructive",0,0,0,0,0,0,0,0
"instructor",0,1,0,0,0,0,0,1
"instrument",0,0,0,0,0,0,0,0
"instrumental",0,0,0,0,0,0,0,0
"instrumentalist",0,0,0,0,0,0,0,0
"instrumentality",0,0,0,0,0,0,0,0
"insufficiency",1,0,0,0,0,0,0,0
"insufficient",0,0,0,0,0,0,0,0
"insufficiently",0,0,0,0,0,0,0,0
"insular",0,0,0,0,0,0,0,0
"insulate",0,0,0,0,0,0,0,0
"insulation",0,0,0,0,0,0,0,1
"insult",1,0,1,0,0,1,1,0
"insulting",1,0,1,1,0,1,0,0
"insurance",0,0,0,0,0,0,0,0
"insure",0,0,0,0,0,0,0,1
"insurgent",0,0,0,0,0,0,0,0
"insurmountable",0,0,0,1,0,1,0,0
"insurrection",1,0,0,0,0,0,0,0
"intact",0,0,0,0,0,0,0,1
"intangible",0,0,0,0,0,0,0,0
"integer",0,0,0,0,0,0,0,0
"integral",0,0,0,0,0,0,0,0
"integrate",0,0,0,0,0,0,0,0
"integration",0,0,0,0,0,0,0,0
"integrity",0,0,0,0,0,0,0,1
"intellect",0,0,0,0,0,0,0,0
"intellectual",0,0,0,0,0,0,0,0
"intelligence",0,0,0,1,1,0,0,1
"intelligent",0,0,0,0,0,0,0,1
"intelligibility",0,0,0,0,0,0,0,0
"intelligible",0,0,0,0,0,0,0,0
"intend",0,0,0,0,0,0,0,1
"intended",0,1,0,0,0,0,0,0
"intending",0,0,0,0,0,0,0,0
"intense",1,0,1,1,1,0,1,1
"intensely",0,0,0,0,0,0,0,0
"intensify",0,0,0,0,0,0,0,0
"intensity",0,0,0,0,0,0,0,0
"intent",0,0,0,0,0,0,0,0
"intention",0,0,0,0,0,0,0,0
"intentional",0,0,0,0,0,0,0,0
"intentionally",0,0,0,0,0,0,0,0
"inter",0,0,0,0,0,1,0,0
"interaction",0,0,0,0,0,0,0,0
"intercede",0,0,0,1,0,1,0,0
"intercept",0,0,0,0,0,0,0,0
"interception",0,0,0,0,0,0,0,0
"intercession",0,0,0,0,0,0,0,1
"interchange",0,0,0,0,0,0,0,0
"interchangeable",0,0,0,0,0,0,0,0
"interchanged",0,0,0,0,0,0,0,0
"intercom",0,0,0,0,0,0,0,0
"intercourse",0,0,0,0,0,0,0,0
"interdependence",0,0,0,0,0,0,0,0
"interdependent",0,0,0,0,0,0,0,0
"interdiction",0,0,0,0,0,0,0,0
"interest",0,0,0,0,0,0,0,0
"interested",0,0,1,0,0,1,0,0
"interesting",0,0,0,0,0,0,0,0
"interference",0,0,0,0,0,0,0,0
"interferometer",0,0,0,0,0,0,0,0
"interim",0,1,0,0,0,0,0,0
"interior",0,0,1,0,0,0,0,1
"interlocutory",0,0,0,0,0,0,0,0
"interlude",0,0,0,0,0,0,0,0
"intermediary",0,0,0,0,0,0,0,0
"intermediate",0,0,0,0,0,0,0,0
"interment",0,0,0,0,0,1,0,0
"interminable",1,1,0,0,0,0,0,0
"intermission",0,1,0,0,0,0,0,0
"intermittent",0,0,0,0,0,0,0,0
"intern",0,0,0,0,0,0,0,0
"internal",0,0,0,0,0,0,0,0
"internally",0,0,0,0,0,0,0,0
"international",0,0,0,0,0,0,0,0
"interpolate",0,0,0,0,0,0,0,0
"interpolation",0,0,0,0,0,0,0,0
"interpret",0,0,0,0,0,0,0,0
"interpretation",0,0,0,0,0,0,0,0
"interpreter",0,0,0,0,0,0,0,0
"interrelated",0,0,0,0,0,0,0,0
"interrogate",0,0,0,1,0,0,0,0
"interrogation",0,0,0,1,0,0,0,0
"interrupt",1,0,0,0,0,0,1,0
"interrupted",0,0,0,0,0,1,0,0
"interruption",0,0,0,0,0,0,0,0
"intersect",0,0,0,0,0,0,0,0
"intersection",0,0,0,0,0,0,0,0
"interstitial",0,0,0,0,0,0,0,0
"interval",0,0,0,0,0,0,0,0
"intervening",0,0,0,0,0,0,0,0
"intervention",0,0,0,0,0,1,0,0
"interview",0,0,0,0,0,0,0,0
"interviewer",0,0,0,1,0,0,0,0
"interworking",0,0,0,0,0,0,0,0
"intestate",0,0,0,0,0,0,0,0
"intestinal",0,0,1,0,0,0,0,0
"intestine",0,0,0,0,0,0,0,0
"intestines",0,0,0,0,0,0,0,0
"intimacy",0,0,0,0,0,0,0,0
"intimate",0,1,0,0,1,0,0,1
"intimately",0,1,0,1,1,0,0,0
"intimation",0,0,0,0,0,0,0,0
"intimidate",0,0,0,1,0,0,0,0
"intimidation",1,0,0,1,0,0,0,0
"intolerable",1,0,0,0,0,0,0,0
"intolerance",1,0,1,1,0,0,0,0
"intolerant",1,0,1,1,0,1,0,0
"intonation",0,0,0,0,0,0,0,0
"intoxicated",0,0,1,0,0,0,0,0
"intoxication",0,0,0,0,0,0,0,0
"intractable",1,0,0,0,0,0,0,0
"intramural",0,0,0,0,0,0,0,0
"intrepid",0,0,0,0,0,0,0,0
"intricate",0,0,0,0,0,0,0,0
"intrigue",0,1,0,1,0,0,1,0
"intriguing",0,0,0,0,0,0,0,0
"intrinsic",0,0,0,0,0,0,0,0
"intrinsically",0,0,0,0,0,0,0,0
"introduction",0,0,0,0,0,0,0,0
"introductory",0,0,0,0,0,0,0,0
"introspection",0,0,0,0,0,0,0,0
"introspective",0,0,0,0,0,0,0,0
"intruder",1,0,0,1,0,0,1,0
"intrusion",0,0,0,1,0,0,0,0
"intrusive",1,0,1,1,0,0,1,0
"intuition",0,0,0,0,0,0,0,1
"intuitive",0,0,0,0,0,0,0,0
"intuitively",0,1,0,0,0,0,0,0
"inundation",0,0,0,0,0,0,0,0
"invade",1,0,0,1,0,1,1,0
"invader",1,0,0,1,0,1,0,0
"invalid",0,0,0,0,0,1,0,0
"invalidate",0,0,0,0,0,0,0,0
"invalidation",0,0,0,0,0,0,0,0
"invalidity",0,0,0,0,0,0,0,0
"invaluable",0,0,0,0,0,0,0,0
"invariably",0,0,0,0,0,0,0,0
"invasion",1,0,0,0,0,0,0,0
"invent",0,0,0,0,0,0,0,0
"invention",0,0,0,0,0,0,0,0
"inventive",0,0,0,0,0,0,0,0
"inventor",0,0,0,0,0,0,0,0
"inventory",0,0,0,0,0,0,0,0
"inverse",0,0,0,0,0,0,0,0
"inversely",0,0,0,0,0,0,0,0
"inversion",0,0,0,0,0,0,0,0
"invert",0,0,0,0,0,0,0,0
"inverted",0,0,0,0,0,0,0,0
"investigate",0,0,0,0,0,0,0,0
"investigation",0,1,0,0,0,0,0,0
"investigator",0,0,0,0,0,0,0,0
"investor",0,0,0,0,0,0,0,0
"invigorate",0,0,0,0,0,0,0,0
"invincible",0,0,0,0,0,0,0,0
"invisibility",0,0,0,0,0,0,0,0
"invisible",0,0,0,0,0,0,0,0
"invitation",0,1,0,0,0,0,0,0
"invite",0,1,0,0,1,0,1,1
"inviting",0,1,0,0,1,0,1,1
"invocation",0,1,0,0,0,0,0,1
"invoice",0,0,0,0,0,0,0,0
"invoke",0,1,0,0,0,0,0,0
"involuntary",0,0,0,0,0,0,0,0
"involution",1,0,0,0,0,0,0,0
"involvement",1,0,0,0,0,0,0,0
"inwards",0,0,0,0,0,0,0,0
"iota",0,0,0,0,0,0,0,0
"irate",1,0,0,0,0,0,0,0
"ire",1,0,0,0,0,0,0,0
"iridescent",0,0,0,0,0,0,0,0
"iris",0,0,0,1,0,0,0,0
"iron",0,0,0,0,0,0,0,1
"ironic",0,0,0,0,0,0,0,0
"irons",0,0,0,0,0,0,0,0
"irony",0,0,0,0,0,0,0,0
"irradiation",0,0,0,0,0,0,0,0
"irrational",0,0,1,1,0,0,0,0
"irrationality",0,0,0,0,0,0,0,0
"irreconcilable",1,0,0,1,0,1,0,0
"irreducible",0,0,0,0,0,0,0,0
"irrefutable",0,0,0,0,0,0,0,1
"irregular",0,0,0,0,0,0,0,0
"irregularity",0,0,0,0,0,0,0,0
"irregularly",0,0,0,0,0,0,0,0
"irrelevant",0,0,0,0,0,0,0,0
"irreparable",0,0,0,1,0,1,0,0
"irrepressible",0,0,0,0,0,0,0,0
"irresistible",0,0,0,0,0,0,0,0
"irrespective",0,0,0,0,0,0,0,0
"irresponsible",0,0,0,0,0,0,0,0
"irreverent",0,0,0,0,0,0,0,0
"irreversible",0,0,0,0,0,0,0,0
"irrevocable",0,0,0,0,0,0,0,0
"irrigate",0,0,0,0,0,0,0,0
"irrigation",0,0,0,0,0,0,0,0
"irritability",1,0,0,0,0,0,0,0
"irritable",1,0,0,0,0,0,0,0
"irritating",1,0,1,0,0,0,0,0
"irritation",1,0,1,0,0,1,0,0
"island",0,0,0,0,0,0,0,0
"isle",0,0,0,0,0,0,0,0
"islet",0,0,0,0,0,0,0,0
"isolate",0,0,0,0,0,1,0,0
"isolated",0,0,0,1,0,1,0,0
"isolation",0,0,0,0,0,1,0,0
"isomorphism",0,0,0,0,0,0,0,0
"isothermal",0,0,0,0,0,0,0,0
"issue",0,0,0,0,0,0,0,0
"itch",0,0,0,0,0,0,0,0
"itching",0,0,0,0,0,0,0,0
"item",0,0,0,0,0,0,0,0
"itemize",0,0,0,0,0,0,0,0
"items",0,0,0,0,0,0,0,0
"iterate",0,0,0,0,0,0,0,0
"iteration",0,0,0,0,0,0,0,0
"iterative",0,0,0,0,0,0,0,0
"itinerant",0,0,0,0,0,0,0,0
"itinerary",0,0,0,0,0,0,0,0
"ivory",0,0,0,0,0,0,0,0
"jab",1,0,0,0,0,0,0,0
"jabber",0,0,0,0,0,0,0,0
"jack",0,0,0,0,0,0,0,0
"jackass",0,0,0,0,0,0,0,0
"jackpot",0,1,0,0,1,0,1,0
"jacks",0,0,0,0,0,0,0,0
"jade",0,0,0,0,0,0,0,0
"jag",0,0,0,0,0,0,0,0
"jagged",0,0,0,0,0,0,0,0
"jaguar",0,0,0,0,0,0,0,0
"jail",0,0,0,1,0,1,0,0
"jam",0,0,0,0,0,0,0,0
"jammed",0,0,0,0,0,0,0,0
"janitor",0,0,1,0,0,0,0,0
"japan",0,0,0,0,0,0,0,0
"jar",0,0,0,0,0,0,0,0
"jargon",0,0,0,0,0,0,0,0
"jarring",0,0,0,1,0,1,0,0
"jasper",0,0,0,0,0,0,0,0
"jaundice",0,0,0,1,0,0,0,0
"jaunt",0,0,0,0,0,0,0,0
"javelin",0,0,0,0,0,0,0,0
"jaw",0,0,0,0,0,0,0,0
"jaws",0,0,0,1,0,0,0,0
"jay",0,0,0,0,0,0,0,0
"jealous",1,0,1,0,0,0,0,0
"jealousy",1,0,1,1,0,1,0,0
"jeans",0,0,0,0,0,0,0,0
"jeep",0,0,0,0,0,0,0,0
"jelly",0,0,0,0,0,0,0,0
"jenny",0,0,0,0,0,0,0,0
"jeopardize",1,0,0,1,0,0,0,0
"jeopardy",0,1,0,1,0,0,0,0
"jerk",1,0,0,0,0,0,1,0
"jersey",0,0,0,0,0,0,0,0
"jest",0,0,0,0,1,0,1,0
"jester",0,0,0,0,0,0,0,0
"jet",0,0,0,0,0,0,0,0
"jetty",0,0,0,0,0,0,0,0
"jewel",0,0,0,0,0,0,0,0
"jeweler",0,0,0,0,0,0,0,0
"jewelry",0,0,0,0,0,0,0,0
"jib",0,0,0,0,0,0,0,0
"jiffy",0,0,0,0,0,0,0,0
"jimmy",0,0,0,0,0,0,0,0
"jingle",0,0,0,0,0,0,0,0
"job",0,0,0,0,0,0,0,0
"jock",0,0,0,0,0,0,0,0
"jockey",0,0,0,0,0,0,0,0
"jog",0,0,0,0,0,0,0,0
"john",0,0,1,0,0,0,0,0
"join",0,0,0,0,0,0,0,0
"joined",0,0,0,0,0,0,0,0
"joining",0,0,0,0,0,0,0,0
"joint",0,0,0,0,0,0,0,0
"jointly",0,0,0,0,0,0,0,0
"joke",0,0,0,0,0,0,0,0
"joker",0,0,0,0,1,0,1,0
"joking",0,0,0,0,0,0,0,0
"jolt",0,0,0,0,0,0,1,0
"jornada",0,0,0,0,0,0,0,0
"jot",0,0,0,0,0,0,0,0
"journal",0,0,0,0,0,0,0,0
"journalism",0,0,0,0,0,0,0,1
"journalist",0,0,0,0,0,0,0,0
"journey",0,1,0,1,1,0,0,0
"journeyman",0,0,0,0,0,0,0,1
"jovial",0,0,0,0,1,0,0,0
"joy",0,0,0,0,1,0,0,0
"joyful",0,0,0,0,1,0,0,1
"joyous",0,0,0,0,1,0,0,0
"jubilant",0,0,0,0,1,0,1,1
"jubilee",0,0,0,0,1,0,1,0
"judge",0,0,0,0,0,0,0,0
"judging",0,0,0,0,0,0,0,0
"judgment",0,0,0,0,0,0,1,0
"judicial",0,1,0,0,0,0,0,1
"judiciary",0,1,0,0,0,0,0,1
"judicious",0,0,0,0,0,0,0,1
"jug",0,0,0,0,0,0,0,0
"juggle",0,0,0,0,0,0,0,0
"juggling",0,0,0,0,0,0,0,0
"juice",0,0,0,0,0,0,0,0
"juicy",0,0,0,0,0,0,0,0
"jumble",0,0,0,0,0,0,0,0
"jumbled",0,0,0,0,0,0,0,0
"jumbo",0,0,0,0,0,0,0,0
"jump",0,0,0,0,1,0,0,0
"junction",0,0,0,0,0,0,0,0
"juncture",0,0,0,0,0,0,0,0
"jungle",0,0,0,1,0,0,0,0
"junior",0,0,0,0,0,0,0,0
"junk",0,0,0,0,0,0,0,0
"junta",0,0,0,0,0,0,0,0
"juridical",0,0,0,0,0,0,0,0
"jurisdiction",0,0,0,0,0,0,0,0
"jurisprudence",0,0,0,0,0,1,0,0
"jurist",0,0,0,0,0,0,0,1
"jury",0,0,0,0,0,0,0,1
"justice",0,0,0,0,0,0,0,1
"justifiable",0,0,0,0,0,0,0,1
"justification",0,0,0,0,0,0,0,0
"justify",0,0,0,0,0,0,0,0
"jute",0,0,0,0,0,0,0,0
"juvenile",0,0,0,0,0,0,0,0
"juxtaposition",0,0,0,0,0,0,0,0
"kaiser",0,0,0,0,0,0,0,0
"kaleidoscope",0,0,0,0,0,0,0,0
"kangaroo",0,0,0,0,0,0,0,0
"kanji",0,0,0,0,0,0,0,0
"karma",0,0,0,0,0,0,0,0
"kayak",0,0,0,0,0,0,0,0
"keel",0,0,0,0,0,0,0,0
"keeper",0,0,0,0,0,0,0,0
"keeping",0,0,0,0,0,0,0,0
"keepsake",0,0,0,0,0,0,0,0
"keg",0,0,0,0,0,0,0,0
"ken",0,0,0,0,0,0,0,0
"kennel",0,0,0,0,0,1,0,0
"kern",0,0,0,0,0,0,0,0
"kernel",0,0,0,0,0,0,0,0
